cod_provincia;provincia;cod_municipio;municipio;distrito;seccion;mesa;censo;"votos totais";branco;nulos;PP;PSdeG-PSOE;BNG;EU-V;UPyD;EQUO;PACMA;PUM+J;P.C.P.E.;C.XXI;UCE;SAIn;PH
32;Ourense;75;"San Cibrao das Viñas";2;1;U;804;627;19;12;412;143;17;15;2;1;4;1;0;1;0;0;0
32;Ourense;76;"San Cristovo de Cea";1;1;B;498;398;6;5;292;67;21;1;3;0;1;1;0;0;1;0;0
32;Ourense;76;"San Cristovo de Cea";2;1;B;311;227;0;0;149;40;31;4;1;0;0;0;0;0;2;0;0
32;Ourense;76;"San Cristovo de Cea";2;1;C;234;183;2;0;116;41;21;3;0;0;0;0;0;0;0;0;0
32;Ourense;77;Sandiás;1;1;B;390;299;10;3;186;75;16;9;0;0;0;0;0;0;0;0;0
32;Ourense;77;Sandiás;1;1;C;425;357;4;0;240;85;24;1;2;0;1;0;0;0;0;0;0
32;Ourense;80;"Teixeira, A";1;1;U;394;311;3;2;241;51;11;2;0;0;1;0;0;0;0;0;0
32;Ourense;54;Ourense;5;3;B;697;529;11;19;207;198;51;25;7;6;1;2;0;1;1;0;0
32;Ourense;54;Ourense;5;9;U;967;676;9;17;314;247;58;13;6;7;0;3;0;0;2;0;0
32;Ourense;54;Ourense;5;10;B;971;691;13;10;264;285;73;21;9;6;2;5;0;1;2;0;0
32;Ourense;54;Ourense;5;13;A;411;309;9;2;158;109;16;10;0;3;1;1;0;0;0;0;0
32;Ourense;54;Ourense;5;16;A;272;224;3;1;132;74;8;3;2;1;0;0;0;0;0;0;0
32;Ourense;54;Ourense;5;18;A;746;521;11;13;199;204;57;23;6;4;4;0;0;0;0;0;0
32;Ourense;56;Padrenda;1;2;A;406;295;1;1;214;71;5;3;0;0;0;0;0;0;0;0;0
32;Ourense;58;"Pereiro de Aguiar, O";2;2;A;657;487;1;6;294;131;27;20;3;1;3;0;0;1;0;0;0
32;Ourense;58;"Pereiro de Aguiar, O";2;3;U;637;480;13;2;273;116;32;24;8;4;3;3;0;1;1;0;0
32;Ourense;60;Petín;1;1;B;368;270;7;3;132;97;17;11;1;1;0;1;0;0;0;0;0
32;Ourense;61;Piñor;1;1;A;347;281;2;1;178;66;27;3;2;2;0;0;0;0;0;0;0
32;Ourense;61;Piñor;2;1;U;540;425;1;2;233;157;24;4;3;1;0;0;0;0;0;0;0
32;Ourense;62;Porqueira;1;1;B;485;360;5;3;205;62;78;4;0;1;1;0;0;1;0;0;0
32;Ourense;87;Vilamarín;2;1;A;629;516;3;7;350;100;31;15;2;3;2;1;0;1;1;0;0
32;Ourense;88;"Vilamartín de Valdeorras";1;1;C;232;186;2;0;114;50;8;8;1;1;0;0;0;2;0;0;0
32;Ourense;91;Vilardevós;1;1;B;291;202;5;2;106;78;11;0;0;0;0;0;0;0;0;0;0
32;Ourense;91;Vilardevós;1;2;B;232;163;1;1;76;76;9;0;0;0;0;0;0;0;0;0;0
32;Ourense;92;"Vilariño de Conso";1;1;A;319;201;1;0;121;49;26;2;1;1;0;0;0;0;0;0;0
36;Pontevedra;1;Arbo;1;2;A;512;297;3;1;145;90;52;1;2;0;2;0;0;1;0;0;0
36;Pontevedra;2;Barro;1;1;B;220;180;3;3;118;31;22;3;0;0;0;0;0;0;0;0;0
36;Pontevedra;2;Barro;1;2;U;807;577;7;6;334;130;62;15;6;9;5;0;1;0;2;0;0
36;Pontevedra;2;Barro;2;2;U;650;512;12;3;321;102;57;14;1;0;1;0;1;0;0;0;0
36;Pontevedra;3;Baiona;1;1;U;925;636;15;14;321;165;60;43;7;5;5;0;1;0;0;0;0
36;Pontevedra;3;Baiona;1;2;B;795;571;4;7;325;133;68;23;4;4;0;0;1;1;1;0;0
36;Pontevedra;3;Baiona;1;3;U;906;635;6;13;433;94;67;12;6;0;2;0;2;0;0;0;0
36;Pontevedra;3;Baiona;1;4;A;695;519;1;9;294;128;56;15;6;8;0;0;2;0;0;0;0
36;Pontevedra;3;Baiona;1;4;B;776;559;8;8;305;134;57;31;6;7;1;0;1;0;0;1;0
36;Pontevedra;3;Baiona;2;1;A;721;498;7;14;260;133;50;24;4;1;5;0;0;0;0;0;0
36;Pontevedra;3;Baiona;2;1;B;765;526;9;14;288;144;47;18;4;1;0;0;1;0;0;0;0
36;Pontevedra;3;Baiona;2;3;A;640;476;8;13;249;114;45;19;15;8;2;0;2;0;1;0;0
36;Pontevedra;3;Baiona;2;4;A;582;438;7;9;237;108;38;20;13;3;1;0;2;0;0;0;0
36;Pontevedra;3;Baiona;2;4;B;675;500;12;16;252;116;74;15;11;4;0;0;0;0;0;0;0
36;Pontevedra;4;Bueu;1;2;U;795;592;5;10;270;137;141;17;5;5;2;0;0;0;0;0;0
36;Pontevedra;4;Bueu;1;4;B;613;469;6;12;228;102;102;11;2;2;1;0;1;0;1;1;0
36;Pontevedra;4;Bueu;1;5;A;787;553;5;12;265;127;119;20;2;1;2;0;0;0;0;0;0
36;Pontevedra;4;Bueu;1;5;B;877;626;7;8;284;146;149;23;5;1;1;0;0;1;1;0;0
36;Pontevedra;4;Bueu;3;1;B;637;438;4;3;258;88;66;12;7;0;0;0;0;0;0;0;0
36;Pontevedra;4;Bueu;3;2;A;539;415;6;5;224;83;85;9;1;1;1;0;0;0;0;0;0
36;Pontevedra;4;Bueu;3;2;B;702;505;5;5;252;116;109;14;1;1;2;0;0;0;0;0;0
36;Pontevedra;5;"Caldas de Reis";1;1;A;814;578;8;14;286;162;72;20;5;4;3;0;0;0;3;1;0
32;Ourense;83;"Veiga, A";1;1;B;408;301;0;0;205;75;14;1;3;2;1;0;0;0;0;0;0
32;Ourense;84;Verea;1;1;B;299;251;0;5;152;54;36;3;0;0;0;0;0;1;0;0;0
32;Ourense;84;Verea;1;1;C;380;266;0;3;177;53;32;1;0;0;0;0;0;0;0;0;0
32;Ourense;85;Verín;1;2;B;453;323;8;2;193;84;23;5;5;2;1;0;0;0;0;0;0
32;Ourense;85;Verín;1;4;A;385;304;3;7;175;65;48;3;2;0;1;0;0;0;0;0;0
32;Ourense;85;Verín;1;8;A;654;469;4;11;285;109;38;13;7;1;1;0;0;0;0;0;0
32;Ourense;85;Verín;1;8;B;676;478;8;6;282;113;49;12;4;3;0;1;0;0;0;0;0
32;Ourense;85;Verín;1;9;A;579;383;7;6;234;77;48;3;3;0;3;1;0;0;1;0;0
32;Ourense;85;Verín;1;10;A;588;393;4;3;231;96;38;9;5;4;1;0;0;1;1;0;0
32;Ourense;86;"Viana do Bolo";1;1;A;598;434;2;8;241;102;69;5;4;3;0;0;0;0;0;0;0
32;Ourense;86;"Viana do Bolo";1;2;U;525;409;5;5;250;92;48;5;4;0;0;0;0;0;0;0;0
32;Ourense;86;"Viana do Bolo";2;1;B;545;365;4;4;224;89;40;1;1;1;1;0;0;0;0;0;0
32;Ourense;87;Vilamarín;2;1;B;307;250;3;2;161;55;22;4;2;1;0;0;0;0;0;0;0
32;Ourense;89;"Vilar de Barrio";2;1;U;787;576;0;9;379;140;37;7;3;0;1;0;0;0;0;0;0
32;Ourense;91;Vilardevós;1;1;A;514;373;3;0;244;92;27;4;1;1;0;1;0;0;0;0;0
32;Ourense;91;Vilardevós;1;2;C;204;164;2;0;98;53;11;0;0;0;0;0;0;0;0;0;0
32;Ourense;67;"Rairiz de Veiga";1;1;C;342;243;0;2;136;33;67;4;0;0;1;0;0;0;0;0;0
32;Ourense;68;Ramirás;1;1;A;364;272;0;1;166;68;29;4;0;3;0;1;0;0;0;0;0
32;Ourense;68;Ramirás;2;1;A;394;282;0;1;128;126;24;2;1;0;0;0;0;0;0;0;0
32;Ourense;69;Ribadavia;1;3;B;571;434;3;10;230;127;42;11;2;3;4;2;0;0;0;0;0
32;Ourense;69;Ribadavia;1;4;U;670;559;3;6;258;224;48;15;1;2;0;2;0;0;0;0;0
32;Ourense;69;Ribadavia;1;5;B;523;413;4;3;210;132;39;17;2;6;0;0;0;0;0;0;0
32;Ourense;69;Ribadavia;2;1;A;316;264;1;1;140;84;19;16;3;0;0;0;0;0;0;0;0
32;Ourense;71;Riós;1;1;A;626;449;0;7;278;118;34;5;6;1;0;0;0;0;0;0;0
32;Ourense;72;"Rúa, A";1;3;U;576;397;6;8;208;115;49;6;0;2;2;1;0;0;0;0;0
32;Ourense;74;"San Amaro";1;1;B;348;273;6;3;185;60;9;3;4;2;1;0;0;0;0;0;0
32;Ourense;74;"San Amaro";1;2;U;509;379;4;9;251;83;23;4;1;1;1;2;0;0;0;0;0
32;Ourense;76;"San Cristovo de Cea";2;1;A;414;311;2;3;221;52;25;3;4;0;0;1;0;0;0;0;0
32;Ourense;85;Verín;1;1;A;651;465;11;9;285;111;30;8;3;5;0;2;0;1;0;0;0
32;Ourense;85;Verín;1;4;B;665;430;4;5;303;84;26;6;1;0;1;0;0;0;0;0;0
36;Pontevedra;5;"Caldas de Reis";1;1;B;754;529;6;10;291;137;54;20;6;2;2;0;0;0;1;0;0
36;Pontevedra;5;"Caldas de Reis";1;3;B;544;411;6;5;229;133;21;11;2;1;0;0;0;0;2;1;0
36;Pontevedra;6;Cambados;1;2;A;565;426;3;4;259;107;40;5;4;2;2;0;0;0;0;0;0
36;Pontevedra;6;Cambados;1;2;B;519;389;3;5;238;89;33;14;4;1;2;0;0;0;0;0;0
36;Pontevedra;6;Cambados;2;2;B;511;399;1;12;238;86;53;5;2;1;1;0;0;0;0;0;0
36;Pontevedra;6;Cambados;2;4;U;1061;822;7;17;410;171;159;30;10;11;6;0;1;0;0;0;0
36;Pontevedra;6;Cambados;3;2;A;993;791;3;13;482;147;116;16;5;1;1;0;3;0;3;1;0
36;Pontevedra;7;"Campo Lameiro";1;1;A;211;164;0;1;118;27;16;0;0;2;0;0;0;0;0;0;0
36;Pontevedra;7;"Campo Lameiro";2;1;A;594;430;1;8;295;95;21;6;0;0;3;0;1;0;0;0;0
36;Pontevedra;8;Cangas;1;1;A;863;615;10;16;259;170;95;53;6;3;2;0;0;1;0;0;0
36;Pontevedra;8;Cangas;1;1;B;842;618;12;13;235;192;96;48;10;5;3;0;3;1;0;0;0
36;Pontevedra;8;Cangas;1;4;B;788;519;8;18;181;161;99;37;9;1;2;0;2;0;0;1;0
36;Pontevedra;8;Cangas;2;5;B;756;535;7;11;213;138;95;45;8;10;6;0;0;2;0;0;0
36;Pontevedra;8;Cangas;2;6;B;557;434;4;10;178;114;78;31;7;6;3;0;0;1;1;1;0
36;Pontevedra;8;Cangas;2;8;A;614;419;7;3;178;112;84;22;5;3;2;0;2;0;0;1;0
36;Pontevedra;8;Cangas;2;10;U;705;504;15;10;203;148;76;38;5;4;0;0;2;3;0;0;0
36;Pontevedra;8;Cangas;3;1;B;613;400;9;8;239;77;46;13;5;0;2;0;1;0;0;0;0
36;Pontevedra;8;Cangas;3;3;A;619;432;10;18;182;104;78;21;6;2;4;0;3;1;2;1;0
36;Pontevedra;8;Cangas;3;3;B;715;535;5;13;220;125;120;35;5;3;7;0;0;0;1;1;0
36;Pontevedra;8;Cangas;3;4;A;531;419;13;13;198;91;66;27;5;3;1;0;1;0;1;0;0
36;Pontevedra;8;Cangas;3;4;B;620;469;4;11;223;99;87;31;3;4;5;0;0;0;1;1;0
36;Pontevedra;9;"Cañiza, A";1;1;B;331;222;1;1;149;52;12;3;1;1;1;0;1;0;0;0;0
36;Pontevedra;9;"Cañiza, A";1;2;A;813;552;1;11;349;126;36;14;8;5;1;0;0;1;0;0;0
36;Pontevedra;9;"Cañiza, A";1;2;B;769;520;7;10;316;117;40;22;3;3;0;0;1;0;0;1;0
36;Pontevedra;1;Arbo;3;1;B;202;149;1;2;106;24;12;2;0;1;1;0;0;0;0;0;0
36;Pontevedra;2;Barro;2;1;A;402;313;4;1;162;92;38;13;3;0;0;0;0;0;0;0;0
36;Pontevedra;3;Baiona;2;3;B;645;492;12;5;282;108;42;24;10;5;2;0;0;0;2;0;0
36;Pontevedra;4;Bueu;1;1;B;810;572;4;9;281;122;124;20;6;3;0;0;0;2;1;0;0
36;Pontevedra;4;Bueu;1;6;U;552;390;3;10;189;84;85;10;6;1;0;0;0;0;0;2;0
36;Pontevedra;4;Bueu;2;2;U;509;354;11;5;188;59;73;8;5;2;2;0;0;0;0;1;0
36;Pontevedra;4;Bueu;3;1;A;589;416;1;3;278;72;54;4;1;1;1;0;1;0;0;0;0
36;Pontevedra;5;"Caldas de Reis";1;2;A;385;284;4;4;157;85;28;3;2;0;1;0;0;0;0;0;0
36;Pontevedra;5;"Caldas de Reis";1;3;A;768;567;5;11;255;214;64;14;1;1;1;0;0;1;0;0;0
36;Pontevedra;5;"Caldas de Reis";1;4;A;1019;740;15;17;327;257;76;26;11;3;4;0;1;3;0;0;0
36;Pontevedra;5;"Caldas de Reis";2;2;U;755;558;9;15;309;162;46;9;6;1;0;0;1;0;0;0;0
36;Pontevedra;6;Cambados;1;2;C;650;493;2;9;308;104;46;11;5;5;2;0;1;0;0;0;0
36;Pontevedra;6;Cambados;2;1;B;855;668;10;12;356;152;101;25;5;3;2;0;0;2;0;0;0
36;Pontevedra;6;Cambados;2;3;B;574;473;1;19;292;82;61;8;5;1;4;0;0;0;0;0;0
32;Ourense;85;Verín;1;5;A;446;323;2;8;196;86;28;2;1;0;0;0;0;0;0;0;0
32;Ourense;86;"Viana do Bolo";1;1;B;548;377;6;5;221;94;36;6;6;3;0;0;0;0;0;0;0
32;Ourense;87;Vilamarín;1;1;A;650;548;3;5;396;82;44;10;5;2;1;0;0;0;0;0;0
32;Ourense;88;"Vilamartín de Valdeorras";1;1;B;256;122;1;3;73;34;7;1;1;2;0;0;0;0;0;0;0
36;Pontevedra;1;Arbo;1;2;B;243;135;1;0;77;26;26;5;0;0;0;0;0;0;0;0;0
36;Pontevedra;1;Arbo;2;1;C;383;281;0;1;162;65;44;6;0;1;1;0;0;1;0;0;0
36;Pontevedra;2;Barro;2;1;B;565;416;2;5;247;104;53;3;0;1;0;0;1;0;0;0;0
36;Pontevedra;3;Baiona;2;2;U;967;762;6;18;481;144;72;17;13;5;2;0;1;1;1;1;0
36;Pontevedra;4;Bueu;1;1;A;588;421;4;8;198;100;79;19;6;0;2;0;0;3;1;1;0
36;Pontevedra;9;"Cañiza, A";1;3;A;367;246;0;1;201;31;10;1;0;0;2;0;0;0;0;0;0
36;Pontevedra;9;"Cañiza, A";3;1;A;507;297;1;1;204;70;14;4;3;0;0;0;0;0;0;0;0
36;Pontevedra;10;Catoira;1;1;C;620;470;6;5;203;147;63;30;3;7;2;0;1;0;2;1;0
36;Pontevedra;11;Cerdedo;2;1;B;212;135;0;0;103;26;2;1;1;0;2;0;0;0;0;0;0
36;Pontevedra;12;Cotobade;1;2;A;494;350;2;10;171;130;23;9;2;0;3;0;0;0;0;0;0
36;Pontevedra;12;Cotobade;2;1;A;236;168;0;0;104;50;5;4;2;3;0;0;0;0;0;0;0
36;Pontevedra;12;Cotobade;2;2;A;227;179;1;0;83;63;31;0;0;0;0;0;1;0;0;0;0
36;Pontevedra;12;Cotobade;2;2;B;324;241;3;5;134;64;24;9;0;0;0;0;1;0;0;1;0
36;Pontevedra;12;Cotobade;3;1;C;364;272;0;7;119;100;38;4;2;0;1;0;0;0;0;1;0
36;Pontevedra;13;Covelo;1;1;A;479;320;2;6;186;77;28;13;0;5;1;0;1;0;0;1;0
36;Pontevedra;13;Covelo;1;1;B;331;226;0;1;157;36;27;2;2;0;1;0;0;0;0;0;0
36;Pontevedra;13;Covelo;1;3;A;457;284;2;3;190;50;28;6;2;0;1;0;2;0;0;0;0
36;Pontevedra;13;Covelo;1;3;B;200;135;2;4;84;31;12;0;0;0;2;0;0;0;0;0;0
36;Pontevedra;13;Covelo;2;1;B;231;164;2;2;123;20;7;7;1;1;1;0;0;0;0;0;0
36;Pontevedra;13;Covelo;2;1;C;210;139;1;2;74;30;20;4;3;1;3;0;0;0;0;1;0
36;Pontevedra;13;Covelo;3;1;A;279;165;0;3;128;16;12;3;1;2;0;0;0;0;0;0;0
36;Pontevedra;14;Crecente;1;1;A;457;331;0;6;244;60;14;6;0;0;1;0;0;0;0;0;0
36;Pontevedra;14;Crecente;1;2;A;385;298;4;2;199;60;20;3;4;3;1;0;1;1;0;0;0
36;Pontevedra;14;Crecente;1;2;C;212;143;0;1;109;21;11;1;0;0;0;0;0;0;0;0;0
36;Pontevedra;15;Cuntis;1;1;A;782;594;4;11;354;121;81;13;2;1;3;0;2;2;0;0;0
36;Pontevedra;15;Cuntis;2;1;A;569;394;7;3;224;103;35;15;3;3;0;0;1;0;0;0;0
36;Pontevedra;15;Cuntis;3;1;A;312;221;3;0;151;34;21;5;4;1;1;0;1;0;0;0;0
36;Pontevedra;17;"Estrada, A";1;2;A;448;316;8;8;160;84;37;12;3;2;1;0;0;1;0;0;0
36;Pontevedra;17;"Estrada, A";1;3;C;283;207;5;3;95;72;24;4;0;1;2;0;1;0;0;0;0
36;Pontevedra;17;"Estrada, A";1;6;B;712;508;8;11;270;119;58;25;4;5;6;0;0;0;1;1;0
36;Pontevedra;17;"Estrada, A";1;10;B;621;464;14;3;251;112;57;9;7;4;4;0;0;2;1;0;0
36;Pontevedra;17;"Estrada, A";2;1;A;347;265;1;5;157;67;29;4;0;1;0;0;0;1;0;0;0
36;Pontevedra;17;"Estrada, A";2;1;B;495;381;2;3;263;70;33;4;1;0;2;0;0;0;2;1;0
36;Pontevedra;6;Cambados;3;2;B;869;711;3;12;439;147;94;10;3;2;1;0;0;0;0;0;0
36;Pontevedra;8;Cangas;1;2;U;741;497;12;9;178;154;90;40;6;7;0;0;0;0;0;1;0
36;Pontevedra;8;Cangas;1;3;A;823;578;5;9;255;160;93;38;9;5;2;0;1;1;0;0;0
36;Pontevedra;8;Cangas;1;3;B;781;523;9;9;229;119;106;40;4;5;1;0;0;0;1;0;0
36;Pontevedra;8;Cangas;2;1;A;563;438;6;14;227;86;74;16;8;4;1;0;0;2;0;0;0
36;Pontevedra;8;Cangas;2;3;B;673;473;10;9;212;130;70;26;2;3;6;0;3;0;0;2;0
36;Pontevedra;8;Cangas;2;4;B;567;380;5;11;167;92;63;32;7;2;1;0;0;0;0;0;0
36;Pontevedra;8;Cangas;2;6;A;443;335;6;4;146;97;45;29;4;2;2;0;0;0;0;0;0
36;Pontevedra;8;Cangas;2;7;A;793;555;7;12;218;158;103;45;3;3;3;0;1;0;0;2;0
36;Pontevedra;8;Cangas;2;7;B;869;591;7;11;240;151;103;56;6;6;9;0;0;1;0;1;0
36;Pontevedra;8;Cangas;2;8;B;665;472;10;9;170;155;71;42;4;4;3;0;1;1;1;1;0
36;Pontevedra;8;Cangas;2;9;U;828;579;9;10;241;161;93;41;6;12;4;0;1;0;0;1;0
36;Pontevedra;8;Cangas;3;2;B;575;436;9;6;249;86;57;18;3;7;0;0;1;0;0;0;0
36;Pontevedra;9;"Cañiza, A";1;1;A;681;413;6;7;257;96;32;10;0;1;2;0;2;0;0;0;0
36;Pontevedra;9;"Cañiza, A";2;1;B;395;204;2;1;145;44;7;4;0;0;1;0;0;0;0;0;0
36;Pontevedra;10;Catoira;1;1;A;423;350;7;4;186;75;62;10;4;0;1;0;1;0;0;0;0
36;Pontevedra;11;Cerdedo;2;1;C;476;312;5;1;180;99;18;4;2;1;0;0;0;0;1;1;0
36;Pontevedra;12;Cotobade;1;1;B;242;178;1;6;88;57;10;8;2;3;0;0;1;1;0;1;0
36;Pontevedra;12;Cotobade;1;2;B;229;168;1;4;95;53;8;2;0;2;1;0;1;0;0;1;0
36;Pontevedra;4;Bueu;2;1;A;572;414;6;8;238;60;85;11;5;1;0;0;0;0;0;0;0
36;Pontevedra;4;Bueu;2;1;B;600;437;5;8;259;66;81;7;5;1;4;0;0;0;0;1;0
36;Pontevedra;5;"Caldas de Reis";2;1;U;589;417;9;5;230;121;44;6;1;1;0;0;0;0;0;0;0
36;Pontevedra;6;Cambados;1;1;A;533;420;2;10;255;75;67;6;2;1;2;0;0;0;0;0;0
36;Pontevedra;6;Cambados;2;1;A;653;518;6;15;270;125;80;16;1;2;3;0;0;0;0;0;0
36;Pontevedra;6;Cambados;2;2;A;813;609;3;10;334;149;89;9;9;3;1;0;1;1;0;0;0
36;Pontevedra;6;Cambados;2;3;A;381;309;6;3;189;47;60;3;0;1;0;0;0;0;0;0;0
36;Pontevedra;8;Cangas;2;1;B;640;469;4;10;229;115;72;19;6;10;1;0;2;1;0;0;0
36;Pontevedra;8;Cangas;2;2;U;921;647;10;22;246;189;105;54;4;6;6;0;2;1;1;1;0
36;Pontevedra;8;Cangas;2;3;A;665;466;11;10;208;104;83;32;7;6;3;0;2;0;0;0;0
36;Pontevedra;8;Cangas;3;2;A;539;392;3;6;260;59;39;15;0;6;0;0;2;2;0;0;0
36;Pontevedra;17;"Estrada, A";2;3;B;405;300;3;4;195;66;28;2;2;0;0;0;0;0;0;0;0
36;Pontevedra;17;"Estrada, A";3;2;B;464;351;4;9;218;79;28;5;3;4;1;0;0;0;0;0;0
36;Pontevedra;17;"Estrada, A";5;1;B;299;227;3;2;138;59;22;1;1;0;1;0;0;0;0;0;0
36;Pontevedra;17;"Estrada, A";5;2;D;479;360;1;9;203;92;46;6;1;1;0;0;1;0;0;0;0
36;Pontevedra;18;Forcarei;1;2;B;314;234;3;1;177;34;18;1;0;0;0;0;0;0;0;0;0
36;Pontevedra;18;Forcarei;1;3;B;238;158;1;1;89;28;29;2;3;1;3;0;1;0;0;0;0
36;Pontevedra;18;Forcarei;3;1;A;289;217;1;5;138;37;29;5;0;1;1;0;0;0;0;0;0
36;Pontevedra;19;"Fornelos de Montes";1;1;B;221;151;3;1;70;57;15;2;2;1;0;0;0;0;0;0;0
36;Pontevedra;19;"Fornelos de Montes";1;2;A;403;270;6;3;105;118;29;4;4;1;0;0;0;0;0;0;0
36;Pontevedra;20;Agolada;1;1;A;849;620;7;11;385;143;59;10;1;2;2;0;0;0;0;0;0
36;Pontevedra;20;Agolada;1;1;B;323;266;2;1;203;53;6;1;0;0;0;0;0;0;0;0;0
36;Pontevedra;20;Agolada;3;1;B;288;201;3;2;150;30;15;0;1;0;0;0;0;0;0;0;0
36;Pontevedra;21;Gondomar;1;1;A;940;671;12;12;342;153;102;31;7;10;1;0;0;0;1;0;0
36;Pontevedra;21;Gondomar;1;2;A;615;456;2;11;285;92;39;19;4;2;1;0;1;0;0;0;0
36;Pontevedra;21;Gondomar;1;3;A;618;465;5;13;235;114;49;36;6;6;0;0;0;1;0;0;0
36;Pontevedra;21;Gondomar;1;4;A;484;355;7;7;167;111;35;15;11;0;1;0;0;0;1;0;0
36;Pontevedra;21;Gondomar;1;5;A;593;465;4;7;282;78;63;16;8;5;1;0;0;0;1;0;0
36;Pontevedra;21;Gondomar;2;1;B;407;304;7;3;214;35;26;14;2;0;2;0;0;1;0;0;0
36;Pontevedra;21;Gondomar;2;2;A;787;626;12;13;307;165;72;38;5;5;8;0;1;0;0;0;0
36;Pontevedra;21;Gondomar;2;2;B;361;265;8;0;132;55;50;13;2;3;1;0;1;0;0;0;0
36;Pontevedra;21;Gondomar;3;1;A;833;577;6;17;248;165;95;35;7;1;3;0;0;0;0;0;0
36;Pontevedra;22;"Grove, O";1;1;A;708;488;11;11;172;172;78;39;0;2;1;0;2;0;0;0;0
36;Pontevedra;22;"Grove, O";1;4;B;742;516;8;20;241;148;63;26;3;1;3;0;3;0;0;0;0
36;Pontevedra;12;Cotobade;2;1;B;311;242;0;6;116;92;8;16;0;2;1;0;0;1;0;0;0
36;Pontevedra;12;Cotobade;3;1;A;474;350;2;3;211;95;22;10;4;1;1;0;1;0;0;0;0
36;Pontevedra;12;Cotobade;3;1;B;510;404;2;8;212;125;40;14;1;1;1;0;0;0;0;0;0
36;Pontevedra;14;Crecente;1;2;B;249;138;0;1;81;42;11;1;1;0;1;0;0;0;0;0;0
36;Pontevedra;15;Cuntis;1;2;B;220;147;1;1;75;41;26;0;1;1;0;0;1;0;0;0;0
36;Pontevedra;17;"Estrada, A";1;2;B;574;395;9;9;195;122;40;14;1;3;1;0;1;0;0;0;0
36;Pontevedra;17;"Estrada, A";1;3;B;247;197;2;7;120;47;20;0;0;0;1;0;0;0;0;0;0
36;Pontevedra;17;"Estrada, A";1;4;B;314;252;5;6;156;46;32;5;1;1;0;0;0;0;0;0;0
36;Pontevedra;17;"Estrada, A";1;4;C;499;346;4;3;186;112;35;5;0;0;1;0;0;0;0;0;0
36;Pontevedra;17;"Estrada, A";1;6;A;627;450;6;15;235;98;57;21;6;3;5;0;0;4;0;0;0
36;Pontevedra;17;"Estrada, A";1;8;A;558;384;10;4;200;101;48;16;1;1;3;0;0;0;0;0;0
36;Pontevedra;17;"Estrada, A";1;9;B;678;505;14;11;264;120;70;13;3;7;0;0;0;1;0;2;0
36;Pontevedra;17;"Estrada, A";1;10;A;469;355;3;9;180;99;41;9;5;5;2;0;0;2;0;0;0
36;Pontevedra;17;"Estrada, A";2;2;A;341;247;2;1;135;70;24;3;4;5;0;0;0;3;0;0;0
36;Pontevedra;17;"Estrada, A";3;1;A;257;212;1;3;146;48;12;2;0;0;0;0;0;0;0;0;0
36;Pontevedra;17;"Estrada, A";4;2;B;445;321;5;4;181;84;42;3;0;0;1;0;1;0;0;0;0
36;Pontevedra;17;"Estrada, A";5;1;A;385;299;5;0;191;62;31;2;2;4;1;0;1;0;0;0;0
36;Pontevedra;17;"Estrada, A";5;2;C;241;199;2;1;135;35;19;2;0;0;3;0;0;1;0;1;0
36;Pontevedra;17;"Estrada, A";6;1;A;222;141;0;1;62;67;7;3;0;0;1;0;0;0;0;0;0
36;Pontevedra;10;Catoira;1;1;B;657;478;6;7;193;152;82;25;2;6;4;0;0;0;1;0;0
36;Pontevedra;10;Catoira;1;2;B;468;383;10;7;149;153;44;14;3;0;1;0;0;0;2;0;0
36;Pontevedra;11;Cerdedo;2;1;A;382;219;1;3;142;48;15;4;3;1;1;0;0;1;0;0;0
36;Pontevedra;13;Covelo;3;1;B;275;190;0;0;126;31;10;0;0;0;2;0;0;21;0;0;0
36;Pontevedra;14;Crecente;2;1;A;409;312;3;8;184;85;17;12;2;1;0;0;0;0;0;0;0
36;Pontevedra;16;Dozón;1;1;C;265;205;0;2;174;12;14;2;1;0;0;0;0;0;0;0;0
36;Pontevedra;16;Dozón;2;1;U;633;346;5;7;269;42;21;1;0;1;0;0;0;0;0;0;0
36;Pontevedra;17;"Estrada, A";1;1;U;813;605;13;11;329;151;62;22;7;2;5;0;0;1;2;0;0
36;Pontevedra;17;"Estrada, A";1;3;A;458;341;3;2;220;81;29;2;1;1;2;0;0;0;0;0;0
36;Pontevedra;17;"Estrada, A";1;4;A;353;249;2;4;129;76;29;5;2;1;0;0;1;0;0;0;0
36;Pontevedra;17;"Estrada, A";1;8;B;654;435;9;9;228;118;55;8;3;1;3;0;1;0;0;0;0
36;Pontevedra;17;"Estrada, A";1;9;A;587;429;6;7;238;104;45;18;3;2;5;0;0;1;0;0;0
36;Pontevedra;22;"Grove, O";1;5;A;508;353;4;17;155;117;33;23;0;1;2;0;0;0;0;1;0
36;Pontevedra;22;"Grove, O";2;1;A;792;543;10;24;189;209;70;34;2;2;0;0;2;0;0;1;0
36;Pontevedra;22;"Grove, O";2;1;B;892;596;7;15;266;174;88;33;2;5;4;0;1;1;0;0;0
36;Pontevedra;22;"Grove, O";2;2;A;429;304;2;5;176;82;26;4;1;4;3;0;1;0;0;0;0
36;Pontevedra;23;"Guarda, A";1;2;A;562;391;8;7;211;80;66;13;0;2;2;0;2;0;0;0;0
36;Pontevedra;23;"Guarda, A";1;2;B;558;407;1;8;227;78;69;18;2;0;3;0;0;0;0;1;0
36;Pontevedra;23;"Guarda, A";1;4;U;682;476;5;14;263;119;52;12;4;5;1;0;1;0;0;0;0
