cod_provincia;provincia;cod_municipio;municipio;distrito;seccion;mesa;censo;"votos totais";branco;nulos;PP;PSdeG-PSOE;BNG;EU-V;UPyD;EQUO;PACMA;PUM+J;P.C.P.E.;C.XXI;UCE;SAIn;PH
15;"A Coruña";70;"Pontes de García Rodríguez, As";1;3;B;743;529;11;21;161;192;103;26;3;6;1;1;1;1;0;0;2
15;"A Coruña";70;"Pontes de García Rodríguez, As";1;4;B;796;553;14;16;174;194;126;14;6;4;0;0;2;2;0;0;1
15;"A Coruña";71;"Porto do Son";1;2;A;1010;716;17;12;330;213;112;19;4;0;4;1;3;0;0;0;1
15;"A Coruña";71;"Porto do Son";1;2;B;379;250;8;4;140;53;34;5;4;1;0;0;0;1;0;0;0
15;"A Coruña";71;"Porto do Son";3;2;U;784;536;5;6;344;114;48;11;2;1;4;0;0;0;0;0;1
15;"A Coruña";71;"Porto do Son";4;1;A;487;363;5;8;198;110;29;4;3;0;3;2;0;0;0;1;0
15;"A Coruña";72;Rianxo;1;1;A;840;612;4;6;252;166;150;18;8;2;4;0;1;0;1;0;0
15;"A Coruña";67;"Pobra do Caramiñal, A";5;2;A;533;388;3;0;163;121;87;9;0;2;1;0;2;0;0;0;0
15;"A Coruña";68;Ponteceso;1;2;U;625;436;5;3;304;81;39;2;0;2;0;0;0;0;0;0;0
15;"A Coruña";68;Ponteceso;2;2;B;300;194;1;2;131;48;9;1;0;1;0;1;0;0;0;0;0
15;"A Coruña";68;Ponteceso;3;2;A;569;374;9;3;200;124;26;9;0;0;1;0;2;0;0;0;0
15;"A Coruña";69;Pontedeume;2;1;A;462;326;17;6;170;80;25;17;3;5;1;0;1;0;0;1;0
15;"A Coruña";70;"Pontes de García Rodríguez, As";1;4;A;889;609;13;12;192;206;140;31;6;6;0;2;0;1;0;0;0
15;"A Coruña";70;"Pontes de García Rodríguez, As";1;8;B;314;210;5;5;81;74;39;6;0;0;0;0;0;0;0;0;0
15;"A Coruña";70;"Pontes de García Rodríguez, As";1;8;C;235;161;1;1;93;48;14;2;0;0;1;0;0;0;1;0;0
15;"A Coruña";71;"Porto do Son";2;2;U;748;484;8;9;263;110;75;9;5;0;4;0;1;0;0;0;0
15;"A Coruña";71;"Porto do Son";2;3;U;577;385;3;1;262;74;31;6;1;1;5;1;0;0;0;0;0
15;"A Coruña";71;"Porto do Son";3;1;U;928;619;10;12;368;119;80;20;1;2;3;2;2;0;0;0;0
15;"A Coruña";71;"Porto do Son";4;1;B;757;537;5;7;261;163;56;19;7;6;4;6;3;0;0;0;0
15;"A Coruña";58;Oleiros;2;12;B;548;417;7;5;218;105;32;18;21;5;2;1;0;0;0;2;1
15;"A Coruña";59;Ordes;2;1;A;473;393;0;6;260;60;55;3;4;0;1;1;2;0;0;0;1
15;"A Coruña";60;Oroso;1;2;U;719;547;2;7;362;116;39;16;1;1;0;0;0;1;1;1;0
15;"A Coruña";61;Ortigueira;1;1;B;801;584;5;19;331;162;46;16;0;0;0;0;3;0;0;1;1
15;"A Coruña";61;Ortigueira;2;1;U;615;457;5;8;280;101;48;11;0;2;1;1;0;0;0;0;0
15;"A Coruña";61;Ortigueira;3;1;A;307;178;2;1;144;26;4;1;0;0;0;0;0;0;0;0;0
15;"A Coruña";61;Ortigueira;3;2;A;324;243;6;0;123;85;24;5;0;0;0;0;0;0;0;0;0
15;"A Coruña";72;Rianxo;1;4;U;591;458;2;8;309;84;46;1;2;3;2;1;0;0;0;0;0
15;"A Coruña";72;Rianxo;2;1;A;625;444;9;9;195;139;74;9;4;3;1;0;1;0;0;0;0
15;"A Coruña";72;Rianxo;2;2;A;691;492;6;11;202;116;132;19;2;0;1;0;1;0;0;0;2
15;"A Coruña";72;Rianxo;2;2;B;552;402;3;13;173;99;95;11;2;2;2;0;0;0;1;0;1
15;"A Coruña";73;Ribeira;1;1;B;808;509;11;10;308;98;63;8;1;5;2;1;2;0;0;0;0
15;"A Coruña";73;Ribeira;1;4;A;631;417;7;3;229;98;54;15;2;2;1;2;3;1;0;0;0
15;"A Coruña";73;Ribeira;1;5;A;673;418;4;7;239;83;59;9;5;3;3;1;1;2;0;0;2
15;"A Coruña";73;Ribeira;1;5;B;830;512;8;9;292;95;72;18;5;3;4;2;0;1;1;1;1
15;"A Coruña";73;Ribeira;1;6;U;949;568;5;13;352;128;49;12;3;2;0;2;1;0;1;0;0
15;"A Coruña";73;Ribeira;1;7;U;669;457;9;18;301;61;44;13;1;3;4;0;0;2;1;0;0
15;"A Coruña";73;Ribeira;1;9;U;901;601;11;7;330;144;81;12;9;0;2;4;0;0;0;0;1
15;"A Coruña";73;Ribeira;1;10;U;959;588;10;10;301;150;85;11;13;3;5;0;0;0;0;0;0
15;"A Coruña";73;Ribeira;2;3;U;739;531;6;8;378;77;52;6;1;1;1;0;1;0;0;0;0
15;"A Coruña";73;Ribeira;3;2;B;591;386;4;5;253;76;38;4;0;0;4;1;1;0;0;0;0
15;"A Coruña";73;Ribeira;3;4;U;822;566;7;9;376;81;80;5;2;3;1;1;0;0;0;0;1
15;"A Coruña";73;Ribeira;4;1;U;590;406;10;5;229;79;52;19;7;0;3;1;0;0;0;1;0
15;"A Coruña";73;Ribeira;4;2;U;511;357;0;10;226;79;29;8;2;0;2;1;0;0;0;0;0
15;"A Coruña";73;Ribeira;4;4;U;661;465;7;4;293;81;60;5;3;6;4;1;0;0;0;1;0
15;"A Coruña";74;Rois;1;1;A;608;495;5;3;318;97;54;12;3;1;0;0;0;0;0;0;2
15;"A Coruña";74;Rois;1;1;B;493;400;3;4;271;46;59;10;1;2;1;1;1;1;0;0;0
15;"A Coruña";75;Sada;1;2;B;680;496;6;9;267;139;42;17;10;2;4;0;0;0;0;0;0
15;"A Coruña";75;Sada;1;3;B;747;537;10;11;296;115;53;32;4;8;5;1;2;0;0;0;0
15;"A Coruña";75;Sada;1;3;C;430;322;2;5;141;112;28;23;5;3;2;0;0;0;0;0;1
15;"A Coruña";75;Sada;1;4;B;537;379;2;6;181;110;41;18;7;7;5;0;1;0;0;0;1
15;"A Coruña";75;Sada;1;6;A;618;423;9;13;195;134;43;16;7;4;2;0;0;0;0;0;0
15;"A Coruña";72;Rianxo;1;1;B;826;587;8;7;239;197;110;19;4;2;0;0;0;0;0;0;1
15;"A Coruña";72;Rianxo;1;2;A;526;380;0;11;153;109;91;7;3;2;1;0;1;0;0;1;1
15;"A Coruña";72;Rianxo;1;2;B;595;427;4;10;173;146;78;8;3;3;2;0;0;0;0;0;0
15;"A Coruña";72;Rianxo;1;5;U;892;633;11;7;293;168;118;25;1;1;3;2;2;2;0;0;0
15;"A Coruña";72;Rianxo;2;1;B;603;424;3;10;200;105;90;13;0;2;0;1;0;0;0;0;0
15;"A Coruña";72;Rianxo;3;1;A;568;426;4;5;200;129;76;9;0;0;2;0;0;1;0;0;0
15;"A Coruña";73;Ribeira;1;4;B;828;504;10;11;272;120;61;21;1;1;3;0;0;2;2;0;0
15;"A Coruña";73;Ribeira;2;1;A;575;414;7;8;266;90;38;5;0;0;0;0;0;0;0;0;0
15;"A Coruña";73;Ribeira;3;2;A;663;443;3;13;262;95;51;14;3;0;1;0;1;0;0;0;0
15;"A Coruña";73;Ribeira;3;3;U;647;474;9;4;306;83;55;13;3;0;0;0;1;0;0;0;0
15;"A Coruña";74;Rois;1;3;B;935;672;6;7;469;80;96;6;3;3;0;0;1;1;0;0;0
15;"A Coruña";74;Rois;1;4;A;531;411;3;3;308;56;37;2;0;0;2;0;0;0;0;0;0
15;"A Coruña";75;Sada;1;2;A;549;382;9;5;196;119;24;17;6;2;0;1;1;0;2;0;0
15;"A Coruña";63;"Oza dos Ríos";2;1;A;441;285;4;5;206;42;24;2;2;0;0;0;0;0;0;0;0
15;"A Coruña";65;Padrón;2;1;B;463;350;5;4;212;81;40;6;2;0;0;0;0;0;0;0;0
15;"A Coruña";65;Padrón;3;2;U;583;440;4;3;294;75;56;3;0;0;1;3;0;0;0;0;1
15;"A Coruña";65;Padrón;4;1;A;559;423;3;11;272;85;41;6;2;0;2;0;1;0;0;0;0
15;"A Coruña";67;"Pobra do Caramiñal, A";2;2;A;873;630;4;12;326;147;113;20;2;2;3;0;0;0;0;1;0
15;"A Coruña";68;Ponteceso;2;1;C;970;670;12;11;412;111;100;8;3;5;3;0;2;1;2;0;0
15;"A Coruña";75;Sada;1;6;B;540;378;8;10;156;114;54;17;9;4;4;1;0;0;1;0;0
15;"A Coruña";75;Sada;2;1;A;960;680;10;20;315;192;81;39;9;7;4;3;0;0;0;0;0
15;"A Coruña";75;Sada;2;1;B;915;697;13;6;391;156;78;29;13;6;0;2;1;0;1;0;1
15;"A Coruña";75;Sada;3;1;A;859;619;11;13;294;172;73;36;6;6;2;3;0;0;1;1;1
15;"A Coruña";76;"San Sadurniño";1;1;A;770;576;9;6;272;108;153;9;7;1;5;3;0;0;1;0;2
15;"A Coruña";76;"San Sadurniño";1;1;B;423;287;2;5;152;58;56;3;5;1;0;2;1;2;0;0;0
15;"A Coruña";76;"San Sadurniño";1;4;C;513;348;3;9;119;42;164;5;4;1;0;0;1;0;0;0;0
15;"A Coruña";77;"Santa Comba";1;1;A;824;585;9;11;358;125;60;13;2;4;0;0;1;0;0;0;2
15;"A Coruña";77;"Santa Comba";1;2;A;330;267;3;3;206;40;11;2;2;0;0;0;0;0;0;0;0
15;"A Coruña";77;"Santa Comba";2;1;A;459;309;3;1;214;74;15;0;1;1;0;0;0;0;0;0;0
15;"A Coruña";77;"Santa Comba";3;2;A;397;315;3;3;210;67;24;3;2;2;1;0;0;0;0;0;0
15;"A Coruña";77;"Santa Comba";4;1;B;399;302;2;7;217;55;17;2;0;2;0;0;0;0;0;0;0
15;"A Coruña";78;"Santiago de Compostela";1;1;U;564;434;6;11;252;80;40;33;4;4;1;1;1;0;0;0;1
15;"A Coruña";78;"Santiago de Compostela";1;3;U;831;594;10;11;258;176;70;46;9;8;2;1;3;0;0;0;0
15;"A Coruña";78;"Santiago de Compostela";1;5;A;836;568;11;8;303;122;80;23;5;13;1;0;0;1;0;0;1
15;"A Coruña";78;"Santiago de Compostela";1;5;B;366;248;7;7;109;86;25;6;3;0;3;0;2;0;0;0;0
15;"A Coruña";78;"Santiago de Compostela";1;6;A;466;340;5;9;181;86;30;15;10;2;2;0;0;0;0;0;0
15;"A Coruña";78;"Santiago de Compostela";1;7;A;723;503;10;5;274;126;51;19;11;2;3;0;0;2;0;0;0
15;"A Coruña";78;"Santiago de Compostela";2;1;U;806;596;9;12;286;117;70;58;22;15;0;0;0;5;2;0;0
15;"A Coruña";78;"Santiago de Compostela";2;2;A;553;377;6;7;178;93;45;31;4;8;1;0;0;0;1;3;0
15;"A Coruña";78;"Santiago de Compostela";2;3;U;768;554;6;10;265;145;74;34;6;6;2;1;2;3;0;0;0
15;"A Coruña";78;"Santiago de Compostela";2;5;U;723;485;6;4;228;157;54;18;7;3;3;0;3;1;0;1;0
15;"A Coruña";78;"Santiago de Compostela";2;6;A;607;430;7;3;241;111;38;19;0;5;2;1;0;1;0;2;0
15;"A Coruña";78;"Santiago de Compostela";2;6;C;487;384;2;7;202;112;40;10;7;3;0;1;0;0;0;0;0
15;"A Coruña";78;"Santiago de Compostela";2;9;U;997;713;12;13;338;205;98;25;7;3;4;0;0;5;0;3;0
15;"A Coruña";78;"Santiago de Compostela";2;12;U;939;618;26;12;304;158;72;21;15;5;0;3;0;0;1;0;1
15;"A Coruña";78;"Santiago de Compostela";3;2;A;529;374;8;10;151;112;51;25;4;8;1;0;2;1;1;0;0
15;"A Coruña";78;"Santiago de Compostela";3;3;U;897;619;7;7;273;140;125;42;10;6;1;2;0;2;0;3;1
15;"A Coruña";75;Sada;1;3;A;658;457;5;6;253;117;49;15;4;6;1;0;1;0;0;0;0
15;"A Coruña";75;Sada;2;2;B;867;650;13;12;326;167;60;47;12;9;3;0;0;0;0;0;1
15;"A Coruña";76;"San Sadurniño";1;4;A;280;191;0;2;82;35;64;3;1;0;2;1;1;0;0;0;0
15;"A Coruña";77;"Santa Comba";1;1;B;905;609;10;10;401;115;43;10;2;5;2;2;0;3;0;4;2
15;"A Coruña";77;"Santa Comba";2;1;C;287;203;0;1;140;42;19;1;0;0;0;0;0;0;0;0;0
15;"A Coruña";77;"Santa Comba";3;2;B;373;292;8;0;216;53;15;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";77;"Santa Comba";3;2;D;307;243;1;0;167;33;30;6;1;4;0;0;1;0;0;0;0
15;"A Coruña";77;"Santa Comba";4;1;A;308;254;2;2;181;38;25;4;1;0;0;0;1;0;0;0;0
15;"A Coruña";78;"Santiago de Compostela";1;2;A;547;394;12;1;143;107;67;37;13;7;2;0;0;3;0;1;1
15;"A Coruña";78;"Santiago de Compostela";1;4;U;674;489;11;8;213;100;99;30;10;6;3;1;2;2;1;3;0
15;"A Coruña";78;"Santiago de Compostela";1;6;B;570;422;4;3;234;118;37;10;4;7;0;1;2;1;1;0;0
15;"A Coruña";78;"Santiago de Compostela";2;4;U;694;506;4;10;229;145;71;24;10;5;1;1;0;2;0;4;0
15;"A Coruña";69;Pontedeume;2;1;B;369;272;3;9;167;51;28;6;1;3;1;0;0;0;1;0;2
15;"A Coruña";69;Pontedeume;2;2;B;365;280;2;7;118;76;47;18;2;3;0;4;0;1;0;0;2
15;"A Coruña";70;"Pontes de García Rodríguez, As";1;5;U;938;630;7;20;174;250;125;41;6;3;2;2;0;0;0;0;0
15;"A Coruña";70;"Pontes de García Rodríguez, As";1;6;B;578;391;10;8;147;139;53;24;3;0;1;2;0;2;1;0;1
15;"A Coruña";71;"Porto do Son";4;1;C;418;330;9;4;187;68;47;9;3;1;2;0;0;0;0;0;0
15;"A Coruña";72;Rianxo;1;3;B;582;393;8;6;168;121;75;6;5;0;2;1;0;0;0;0;1
15;"A Coruña";73;Ribeira;1;3;A;768;483;8;7;283;92;60;19;4;0;2;2;1;3;0;0;2
15;"A Coruña";78;"Santiago de Compostela";3;4;U;800;603;8;2;296;150;84;39;10;3;3;1;1;0;1;3;2
15;"A Coruña";78;"Santiago de Compostela";3;5;B;649;459;13;10;205;129;61;21;8;9;2;1;0;0;0;0;0
15;"A Coruña";78;"Santiago de Compostela";3;8;A;476;365;9;5;215;72;46;6;5;1;3;0;1;0;0;2;0
15;"A Coruña";78;"Santiago de Compostela";3;8;B;561;405;6;8;216;101;52;7;10;1;4;0;0;0;0;0;0
15;"A Coruña";78;"Santiago de Compostela";3;9;A;825;584;15;8;249;158;92;33;16;4;4;4;1;0;0;0;0
15;"A Coruña";78;"Santiago de Compostela";3;9;B;774;559;15;9;266;136;75;25;16;10;5;2;0;0;0;0;0
15;"A Coruña";78;"Santiago de Compostela";4;1;A;499;367;10;5;174;97;26;30;11;6;2;0;0;0;0;3;3
15;"A Coruña";78;"Santiago de Compostela";4;1;B;519;367;5;3;184;79;54;24;3;9;4;0;1;0;1;0;0
15;"A Coruña";78;"Santiago de Compostela";4;2;U;993;687;15;12;284;177;122;56;2;7;6;0;4;1;0;1;0
15;"A Coruña";78;"Santiago de Compostela";4;3;U;778;588;16;6;301;142;54;47;16;2;0;0;1;0;1;2;0
15;"A Coruña";78;"Santiago de Compostela";4;4;A;644;493;4;2;243;129;69;31;6;2;5;1;0;1;0;0;0
15;"A Coruña";78;"Santiago de Compostela";4;4;B;671;497;14;8;223;114;90;31;6;5;2;1;1;1;1;0;0
15;"A Coruña";78;"Santiago de Compostela";4;5;A;656;442;5;9;202;119;67;24;7;2;3;0;0;1;1;1;1
15;"A Coruña";78;"Santiago de Compostela";4;7;B;736;552;17;14;247;157;56;26;9;11;3;0;3;1;0;2;6
15;"A Coruña";78;"Santiago de Compostela";4;10;U;899;619;10;15;344;138;67;22;10;4;4;2;1;1;0;1;0
15;"A Coruña";78;"Santiago de Compostela";4;12;A;639;494;15;10;231;126;63;21;14;7;4;0;0;0;0;3;0
15;"A Coruña";78;"Santiago de Compostela";4;12;B;616;478;10;7;212;126;75;22;15;6;1;0;0;1;0;2;1
15;"A Coruña";78;"Santiago de Compostela";4;13;U;538;374;9;5;185;79;69;13;7;4;0;0;1;1;0;0;1
15;"A Coruña";78;"Santiago de Compostela";4;14;A;566;451;10;2;184;113;80;41;5;8;2;0;0;1;1;3;1
15;"A Coruña";78;"Santiago de Compostela";4;17;A;797;584;11;7;222;184;90;38;13;9;5;1;0;1;0;3;0
15;"A Coruña";78;"Santiago de Compostela";5;1;U;785;553;10;6;255;147;84;23;13;9;1;2;1;0;0;2;0
15;"A Coruña";78;"Santiago de Compostela";5;2;B;739;545;11;8;305;127;45;30;10;4;1;1;0;0;0;2;1
15;"A Coruña";78;"Santiago de Compostela";5;7;A;691;527;11;5;293;116;44;20;20;11;3;1;0;1;0;0;2
15;"A Coruña";78;"Santiago de Compostela";5;7;B;603;446;11;7;268;85;23;21;17;10;3;0;0;0;0;1;0
15;"A Coruña";78;"Santiago de Compostela";5;10;B;512;376;16;5;202;92;31;17;6;2;2;0;0;0;0;1;2
15;"A Coruña";78;"Santiago de Compostela";5;12;A;721;537;10;6;233;167;63;35;10;10;0;0;1;0;0;2;0
15;"A Coruña";78;"Santiago de Compostela";5;12;B;647;480;9;8;227;124;50;35;8;11;4;1;1;0;0;2;0
15;"A Coruña";78;"Santiago de Compostela";5;13;A;608;451;8;9;193;139;48;27;17;4;3;2;0;0;0;1;0
15;"A Coruña";78;"Santiago de Compostela";2;7;B;809;577;18;7;344;106;59;17;12;5;3;2;2;0;1;1;0
15;"A Coruña";78;"Santiago de Compostela";2;8;A;793;548;13;8;245;161;77;18;10;12;2;0;0;1;0;0;1
15;"A Coruña";78;"Santiago de Compostela";2;8;B;747;531;10;7;245;131;87;29;15;6;0;0;0;0;0;1;0
15;"A Coruña";78;"Santiago de Compostela";2;11;U;969;692;7;17;318;185;92;43;10;6;5;2;0;3;2;2;0
15;"A Coruña";78;"Santiago de Compostela";2;13;U;872;637;21;12;224;193;106;42;12;12;5;1;1;1;0;6;1
15;"A Coruña";78;"Santiago de Compostela";3;1;U;598;413;7;9;207;104;43;28;4;9;0;1;0;0;0;0;1
15;"A Coruña";78;"Santiago de Compostela";4;6;A;572;403;4;6;193;100;56;31;3;4;2;1;0;0;1;2;0
15;"A Coruña";78;"Santiago de Compostela";4;6;B;632;466;8;7;219;132;63;25;7;3;0;0;1;0;0;1;0
15;"A Coruña";78;"Santiago de Compostela";4;7;A;814;588;17;15;271;180;48;33;6;9;3;2;0;1;1;1;1
15;"A Coruña";78;"Santiago de Compostela";4;8;U;900;622;12;9;290;202;67;25;8;3;1;1;2;1;0;1;0
15;"A Coruña";78;"Santiago de Compostela";4;9;U;998;682;10;15;359;174;80;26;5;6;3;2;1;1;0;0;0
15;"A Coruña";78;"Santiago de Compostela";4;11;U;876;655;10;20;343;146;105;16;7;2;3;0;0;2;0;1;0
15;"A Coruña";78;"Santiago de Compostela";4;14;B;596;481;14;6;184;122;94;35;11;9;0;1;0;1;1;3;0
15;"A Coruña";78;"Santiago de Compostela";4;15;A;826;595;9;14;224;201;100;31;9;2;1;2;0;0;1;0;1
15;"A Coruña";78;"Santiago de Compostela";4;18;A;741;555;16;7;205;181;96;26;14;4;3;1;1;0;0;0;1
15;"A Coruña";78;"Santiago de Compostela";5;2;A;759;522;15;3;293;109;49;25;10;8;5;2;0;0;0;3;0
15;"A Coruña";78;"Santiago de Compostela";5;3;U;771;586;6;6;363;115;43;23;14;10;0;1;0;0;0;4;1
15;"A Coruña";78;"Santiago de Compostela";5;4;U;998;770;17;22;458;156;49;29;15;6;6;4;1;1;0;5;1
15;"A Coruña";78;"Santiago de Compostela";5;5;U;851;641;5;6;390;123;51;30;16;13;5;0;0;0;0;1;1
15;"A Coruña";78;"Santiago de Compostela";5;6;A;568;420;12;2;225;98;35;28;12;5;0;3;0;0;0;0;0
15;"A Coruña";78;"Santiago de Compostela";5;6;B;485;359;13;3;205;67;37;12;9;5;3;2;0;1;0;0;2
15;"A Coruña";73;Ribeira;1;8;U;597;398;4;4;263;74;41;8;2;1;1;0;0;0;0;0;0
15;"A Coruña";73;Ribeira;3;1;B;578;402;7;10;241;93;49;0;2;0;0;0;0;0;0;0;0
15;"A Coruña";73;Ribeira;5;2;U;641;499;4;8;305;104;55;15;5;0;2;1;0;0;0;0;0
15;"A Coruña";74;Rois;1;2;A;723;566;7;3;403;80;57;9;4;0;1;2;0;0;0;0;0
15;"A Coruña";74;Rois;1;2;B;368;269;6;2;116;65;68;5;1;5;1;0;0;0;0;0;0
15;"A Coruña";74;Rois;1;4;B;366;258;3;3;173;40;34;5;0;0;0;0;0;0;0;0;0
15;"A Coruña";75;Sada;1;1;A;673;465;8;2;217;145;54;22;10;4;2;1;0;0;0;0;0
15;"A Coruña";75;Sada;3;1;B;341;247;6;4;135;55;32;13;1;0;1;0;0;0;0;0;0
15;"A Coruña";76;"San Sadurniño";1;3;A;261;186;3;2;123;12;43;1;2;0;0;0;0;0;0;0;0
15;"A Coruña";78;"Santiago de Compostela";5;13;B;565;417;7;7;193;113;43;34;9;4;1;1;2;1;0;2;0
15;"A Coruña";78;"Santiago de Compostela";5;14;A;947;665;18;16;263;211;83;40;17;12;2;0;2;1;0;0;0
15;"A Coruña";78;"Santiago de Compostela";5;14;B;912;645;14;7;288;190;73;40;19;5;3;0;2;1;1;1;1
15;"A Coruña";78;"Santiago de Compostela";5;16;B;793;560;10;6;245;170;66;23;21;9;2;2;1;1;0;4;0
15;"A Coruña";78;"Santiago de Compostela";5;17;U;896;652;12;7;402;117;74;20;10;3;4;0;3;0;0;0;0
15;"A Coruña";78;"Santiago de Compostela";5;18;B;569;427;8;5;231;109;31;23;11;6;2;0;0;1;0;0;0
15;"A Coruña";78;"Santiago de Compostela";5;20;B;798;548;8;8;260;154;92;14;6;2;1;1;0;1;1;0;0
15;"A Coruña";78;"Santiago de Compostela";6;3;U;688;454;10;9;269;108;42;11;4;0;0;0;1;0;0;0;0
15;"A Coruña";79;Santiso;2;1;A;504;395;3;2;268;97;19;4;2;0;0;0;0;0;0;0;0
15;"A Coruña";80;Sobrado;1;1;B;234;160;0;2;127;13;14;2;1;0;0;0;0;0;0;1;0
15;"A Coruña";80;Sobrado;2;1;A;376;284;3;0;166;70;36;7;0;0;0;0;0;1;0;0;1
15;"A Coruña";80;Sobrado;2;1;B;313;249;2;4;200;19;18;2;3;0;1;0;0;0;0;0;0
15;"A Coruña";82;Teo;1;1;B;887;605;9;15;246;144;133;33;14;5;2;1;0;0;2;0;1
15;"A Coruña";82;Teo;1;3;B;487;359;4;2;174;79;81;5;3;3;2;3;1;1;1;0;0
15;"A Coruña";82;Teo;1;4;A;830;577;11;8;264;168;87;19;12;4;1;0;1;0;0;1;1
15;"A Coruña";82;Teo;1;4;B;765;558;5;5;259;137;111;22;11;4;1;3;0;0;0;0;0
15;"A Coruña";82;Teo;1;6;A;875;633;15;11;224;201;90;47;12;19;3;5;1;2;0;3;0
15;"A Coruña";82;Teo;1;6;B;911;694;21;18;216;225;108;67;18;13;1;1;0;0;1;5;0
15;"A Coruña";82;Teo;1;8;U;911;661;4;9;351;152;105;17;4;8;5;1;0;0;2;3;0
15;"A Coruña";82;Teo;2;1;B;810;631;8;6;379;84;122;16;5;4;1;2;2;0;0;1;1
15;"A Coruña";82;Teo;2;2;A;532;403;7;4;236;69;69;8;4;5;0;0;0;0;0;0;1
15;"A Coruña";78;"Santiago de Compostela";5;10;A;561;411;6;10;231;86;29;25;11;6;1;1;1;2;0;2;0
15;"A Coruña";78;"Santiago de Compostela";5;11;A;541;383;12;7;158;108;45;21;15;12;0;1;0;1;0;2;1
15;"A Coruña";78;"Santiago de Compostela";5;11;B;495;365;10;3;176;95;47;20;8;2;1;2;0;0;0;1;0
15;"A Coruña";78;"Santiago de Compostela";5;18;A;640;474;8;5;260;121;41;19;9;4;2;2;0;1;0;2;0
15;"A Coruña";78;"Santiago de Compostela";5;19;U;969;712;13;16;357;161;74;41;21;14;3;2;1;7;0;1;1
15;"A Coruña";78;"Santiago de Compostela";5;20;A;745;514;12;9;231;147;85;19;2;5;2;0;0;1;0;1;0
15;"A Coruña";78;"Santiago de Compostela";5;22;U;571;437;9;10;230;107;38;17;12;9;2;1;0;2;0;0;0
15;"A Coruña";78;"Santiago de Compostela";6;4;U;660;456;9;6;268;110;43;9;4;3;0;0;1;2;0;1;0
15;"A Coruña";78;"Santiago de Compostela";6;5;U;882;602;11;8;340;138;70;19;8;5;1;1;0;0;0;1;0
15;"A Coruña";79;Santiso;1;1;U;752;522;9;9;282;111;96;5;1;1;2;1;3;0;1;1;0
15;"A Coruña";79;Santiso;2;1;B;453;351;2;4;238;64;40;3;0;0;0;0;0;0;0;0;0
15;"A Coruña";81;"Somozas, As";1;1;A;513;388;6;7;292;44;23;9;0;2;3;0;1;0;0;0;1
15;"A Coruña";81;"Somozas, As";1;1;C;230;169;2;2;136;18;3;7;0;1;0;0;0;0;0;0;0
15;"A Coruña";82;Teo;1;2;A;982;766;20;7;426;141;111;36;13;4;1;1;2;1;3;0;0
15;"A Coruña";82;Teo;1;3;A;521;383;8;4;199;74;80;6;2;3;4;1;1;0;0;1;0
15;"A Coruña";82;Teo;1;5;A;576;435;1;11;201;115;86;14;3;2;0;0;1;0;0;0;1
15;"A Coruña";82;Teo;1;5;B;605;478;3;12;210;134;101;9;4;1;1;1;0;0;0;2;0
15;"A Coruña";82;Teo;2;2;B;656;479;3;7;306;87;60;9;2;3;1;0;1;0;0;0;0
15;"A Coruña";82;Teo;3;1;U;658;497;5;10;334;73;57;11;5;1;0;1;0;0;0;0;0
15;"A Coruña";82;Teo;3;2;B;670;504;6;4;299;90;73;20;2;9;1;0;0;0;0;0;0
15;"A Coruña";77;"Santa Comba";1;2;B;833;587;12;2;434;87;35;9;6;2;0;0;0;0;0;0;0
15;"A Coruña";77;"Santa Comba";1;4;B;444;281;3;4;226;23;18;4;0;1;2;0;0;0;0;0;0
15;"A Coruña";78;"Santiago de Compostela";2;6;B;666;506;9;6;253;146;58;18;9;1;1;1;2;0;0;2;0
15;"A Coruña";78;"Santiago de Compostela";2;7;A;829;622;12;17;340;146;55;26;14;3;2;3;1;0;1;2;0
15;"A Coruña";78;"Santiago de Compostela";2;10;U;676;492;3;7;210;148;76;26;8;8;2;1;1;0;0;1;1
15;"A Coruña";78;"Santiago de Compostela";3;2;B;472;325;3;7;135;100;48;21;5;2;1;2;0;1;0;0;0
15;"A Coruña";82;Teo;3;2;A;850;618;14;13;368;110;72;17;16;4;3;1;0;0;0;0;0
15;"A Coruña";83;Toques;1;1;B;341;258;7;6;198;27;14;1;1;0;0;1;0;3;0;0;0
15;"A Coruña";83;Toques;1;1;C;448;317;0;5;232;53;22;3;0;0;0;1;1;0;0;0;0
15;"A Coruña";84;Tordoia;1;1;B;306;227;2;0;195;19;7;2;0;0;1;1;0;0;0;0;0
15;"A Coruña";84;Tordoia;2;2;A;377;298;2;3;226;50;10;2;2;1;0;0;0;1;1;0;0
15;"A Coruña";85;Touro;1;1;U;841;592;5;10;368;121;59;17;6;2;2;1;0;1;0;0;0
15;"A Coruña";85;Touro;2;1;A;406;305;2;4;228;36;26;3;2;1;2;0;0;0;0;1;0
15;"A Coruña";86;Trazo;1;1;U;702;492;11;5;322;109;28;9;4;1;0;0;1;0;1;0;1
15;"A Coruña";86;Trazo;1;2;B;573;427;7;8;268;72;43;15;5;0;4;1;1;2;0;0;1
15;"A Coruña";87;Valdoviño;1;1;B;751;471;18;9;259;106;44;23;7;1;2;0;0;1;1;0;0
15;"A Coruña";87;Valdoviño;1;1;C;440;305;4;2;174;62;43;15;2;0;0;1;0;1;1;0;0
15;"A Coruña";87;Valdoviño;1;2;U;995;684;10;9;333;220;64;38;7;2;1;0;0;0;0;0;0
