cod_provincia;provincia;cod_municipio;municipio;distrito;seccion;mesa;censo;"votos totais";branco;nulos;PP;PODEMOS-En;PSdeG-PSOE;C's;N?S;PACMA;UPYD;"RECORTES CE";PCPE;PT;VOX;"X LA IZQUIE";SAIn
15;"A Coruña";56;Negreira;2;1;B;203;140;3;2;66;10;52;4;3;1;0;0;0;0;0;0;0
15;"A Coruña";61;Ortigueira;1;2;B;281;194;1;0;90;33;48;12;7;2;2;0;0;0;0;0;0
15;"A Coruña";61;Ortigueira;3;1;B;432;301;3;0;126;50;87;21;7;6;0;1;0;0;1;0;0
15;"A Coruña";64;Paderne;1;4;U;558;441;9;9;164;82;118;35;13;7;1;3;0;0;0;0;0
15;"A Coruña";67;"Pobra do Caramiñal, A";1;1;A;622;470;4;6;148;163;64;42;36;5;2;0;0;0;1;0;0
15;"A Coruña";68;Ponteceso;1;2;U;594;406;3;7;170;75;98;26;18;3;2;3;0;1;0;0;0
15;"A Coruña";69;Pontedeume;1;3;A;722;543;4;14;142;182;110;32;48;6;1;1;3;0;1;0;0
15;"A Coruña";70;"Pontes de García Rodríguez, As";1;6;B;553;391;6;7;106;112;113;12;27;4;1;1;0;2;1;0;0
15;"A Coruña";74;Rois;1;2;A;671;495;2;3;272;86;71;39;16;5;1;1;0;0;0;0;0
15;"A Coruña";74;Rois;1;4;B;339;227;2;3;136;23;47;13;2;1;0;0;0;1;0;0;0
15;"A Coruña";75;Sada;1;3;C;413;327;2;7;109;77;77;37;15;1;1;0;0;2;0;0;0
15;"A Coruña";76;"San Sadurniño";1;3;A;240;153;1;0;84;12;14;16;25;1;0;0;0;0;0;0;0
15;"A Coruña";77;"Santa Comba";1;1;B;941;635;7;9;245;103;157;84;16;6;6;1;0;1;1;0;0
15;"A Coruña";77;"Santa Comba";1;3;A;732;474;2;9;275;51;107;20;8;1;0;1;0;0;0;0;0
15;"A Coruña";77;"Santa Comba";3;2;D;284;206;4;3;113;13;53;13;4;1;1;0;0;1;0;0;0
15;"A Coruña";32;Curtis;2;1;B;539;394;4;2;210;55;66;26;25;1;0;0;1;1;3;0;0
15;"A Coruña";56;Negreira;2;3;B;343;265;1;1;141;25;67;22;5;2;0;0;0;1;0;0;0
15;"A Coruña";59;Ordes;1;6;U;693;505;7;7;182;106;103;52;42;4;1;2;1;0;0;0;0
15;"A Coruña";66;"Pino, O";3;1;A;200;152;3;7;71;13;46;2;6;0;1;1;0;1;1;0;0
15;"A Coruña";67;"Pobra do Caramiñal, A";2;1;A;330;259;2;2;81;75;53;16;27;3;0;0;1;0;0;0;0
15;"A Coruña";67;"Pobra do Caramiñal, A";2;1;B;920;682;5;9;214;219;116;54;50;12;0;0;2;0;1;0;0
15;"A Coruña";73;Ribeira;5;2;U;622;485;4;9;229;96;66;59;20;2;0;0;1;2;0;0;0
15;"A Coruña";74;Rois;1;3;B;914;656;6;10;348;89;94;63;32;6;2;2;0;3;0;0;1
15;"A Coruña";75;Sada;1;3;A;687;482;5;5;170;146;81;57;12;2;3;1;0;0;0;0;0
15;"A Coruña";75;Sada;1;4;B;580;437;6;3;113;121;92;66;26;3;3;2;0;1;1;0;0
15;"A Coruña";76;"San Sadurniño";1;3;B;303;207;1;1;125;19;28;1;29;2;1;0;0;0;0;0;0
15;"A Coruña";78;"Santiago de Compostela";1;5;B;342;243;3;1;81;71;47;20;16;0;1;2;0;1;0;0;0
15;"A Coruña";78;"Santiago de Compostela";1;6;A;477;349;4;2;143;65;61;49;15;2;6;0;3;0;0;0;0
15;"A Coruña";78;"Santiago de Compostela";1;7;A;784;568;6;7;215;126;110;71;17;4;2;1;1;2;5;0;1
15;"A Coruña";78;"Santiago de Compostela";2;3;U;709;487;6;3;180;156;83;28;21;6;2;0;1;1;1;0;0
15;"A Coruña";78;"Santiago de Compostela";3;7;B;538;380;8;10;154;65;78;44;12;2;4;0;0;1;1;0;1
15;"A Coruña";78;"Santiago de Compostela";3;8;B;582;407;3;9;164;84;68;47;18;3;6;2;1;2;0;0;0
15;"A Coruña";78;"Santiago de Compostela";4;1;U;958;730;13;9;261;232;105;60;37;9;0;2;0;0;2;0;1
15;"A Coruña";78;"Santiago de Compostela";4;8;B;558;409;4;5;111;131;73;49;23;2;4;3;4;0;0;0;1
15;"A Coruña";78;"Santiago de Compostela";4;12;B;775;599;5;2;153;199;105;69;56;0;4;2;4;0;1;0;0
15;"A Coruña";78;"Santiago de Compostela";4;15;B;769;556;6;6;120;206;118;56;34;4;2;2;0;0;2;0;1
15;"A Coruña";78;"Santiago de Compostela";4;16;A;621;505;7;7;112;192;104;41;35;3;0;1;3;0;1;0;0
15;"A Coruña";78;"Santiago de Compostela";5;2;B;676;517;6;2;238;109;82;48;19;2;6;1;0;2;2;0;1
15;"A Coruña";78;"Santiago de Compostela";5;6;B;484;371;8;5;166;75;42;50;20;3;1;0;0;0;2;0;0
15;"A Coruña";78;"Santiago de Compostela";5;16;A;652;457;2;5;129;134;90;62;21;4;3;2;4;1;0;0;0
15;"A Coruña";78;"Santiago de Compostela";5;16;B;668;467;2;5;156;133;92;42;19;4;4;3;0;1;2;0;4
15;"A Coruña";78;"Santiago de Compostela";5;20;B;981;681;13;11;213;179;119;69;61;4;7;4;0;0;0;0;1
15;"A Coruña";78;"Santiago de Compostela";6;4;U;624;433;3;13;183;68;99;43;16;1;4;0;2;0;1;0;0
15;"A Coruña";80;Sobrado;2;1;B;295;225;1;2;136;23;53;6;3;1;0;0;0;0;0;0;0
15;"A Coruña";82;Teo;1;4;B;798;564;5;3;193;165;95;68;19;4;8;2;1;1;0;0;0
15;"A Coruña";82;Teo;1;5;B;594;483;7;7;176;120;114;29;26;2;2;1;0;0;0;0;0
15;"A Coruña";82;Teo;1;7;U;887;749;14;4;223;217;125;113;30;5;9;2;2;0;0;0;6
15;"A Coruña";82;Teo;1;8;U;905;630;7;8;212;162;111;79;42;5;3;1;1;1;0;0;0
15;"A Coruña";82;Teo;3;1;U;597;411;2;1;203;72;70;38;18;1;3;0;0;1;3;0;0
15;"A Coruña";84;Tordoia;1;2;A;433;299;2;4;138;37;87;16;12;2;0;1;0;0;0;0;0
15;"A Coruña";84;Tordoia;1;2;B;409;290;2;4;179;16;56;26;5;2;0;0;0;0;0;0;0
15;"A Coruña";85;Touro;2;1;B;323;227;6;2;118;27;48;11;14;1;0;0;0;0;0;0;0
15;"A Coruña";85;Touro;3;1;A;252;196;0;9;89;32;39;16;9;2;0;0;0;0;0;0;0
15;"A Coruña";86;Trazo;1;1;U;655;460;2;12;252;64;79;37;9;0;1;2;0;0;2;0;1
15;"A Coruña";92;Vimianzo;1;2;A;330;225;6;3;117;31;37;7;21;2;0;0;0;0;0;0;1
15;"A Coruña";92;Vimianzo;1;2;B;449;327;4;7;149;37;87;8;28;4;0;2;1;0;0;0;0
15;"A Coruña";92;Vimianzo;3;1;A;514;385;7;4;141;38;140;14;37;1;0;1;0;1;2;0;0
15;"A Coruña";92;Vimianzo;3;3;B;541;379;7;5;204;42;76;20;23;0;2;0;0;0;0;0;0
15;"A Coruña";93;Zas;1;1;B;429;274;2;1;136;42;52;17;22;1;1;0;0;0;0;0;0
15;"A Coruña";93;Zas;1;3;B;243;164;3;6;110;11;19;8;7;0;0;0;0;0;0;0;0
15;"A Coruña";901;Cariño;1;2;B;621;410;5;6;142;117;91;26;15;3;0;0;0;3;2;0;0
15;"A Coruña";902;Oza-Cesuras;3;1;D;209;151;1;0;89;18;33;8;2;0;0;0;0;0;0;0;0
15;"A Coruña";902;Oza-Cesuras;3;2;B;211;136;1;4;85;23;15;5;2;0;1;0;0;0;0;0;0
27;Lugo;2;Alfoz;1;1;U;723;536;5;10;196;68;215;18;14;5;3;1;0;1;0;0;0
27;Lugo;4;Baleira;1;1;A;550;396;1;9;224;33;106;7;10;1;0;3;1;1;0;0;0
27;Lugo;4;Baleira;1;1;D;201;137;0;0;90;5;34;6;2;0;0;0;0;0;0;0;0
27;Lugo;5;Barreiros;1;1;B;622;466;7;7;202;90;67;20;69;4;1;0;0;1;0;0;0
27;Lugo;5;Barreiros;1;2;U;683;508;2;6;242;72;83;23;73;2;3;2;0;0;0;0;0
27;Lugo;5;Barreiros;1;3;A;373;274;2;1;112;44;61;10;42;0;0;0;0;2;0;0;0
27;Lugo;5;Barreiros;1;3;B;342;243;3;3;117;37;47;8;27;2;1;0;0;0;0;0;0
27;Lugo;6;Becerreá;1;1;B;543;381;6;11;161;73;87;31;8;3;1;1;0;1;0;0;0
27;Lugo;6;Becerreá;1;2;A;366;234;4;0;116;31;73;7;2;0;0;1;2;0;0;0;0
27;Lugo;6;Becerreá;1;3;A;442;321;3;13;146;29;114;11;3;1;2;0;0;0;0;0;0
27;Lugo;6;Becerreá;1;3;B;226;145;2;0;68;26;41;4;2;0;1;1;0;0;0;0;0
27;Lugo;7;Begonte;1;1;A;670;525;10;20;303;61;81;32;12;2;5;0;0;0;0;0;0
27;Lugo;7;Begonte;1;2;A;506;404;2;12;234;39;78;29;9;0;0;1;0;0;0;0;0
27;Lugo;7;Begonte;1;2;B;459;371;4;14;212;34;82;18;3;1;0;1;0;2;0;0;0
27;Lugo;7;Begonte;1;3;B;346;264;9;10;170;25;32;14;3;0;1;0;0;0;0;0;0
27;Lugo;9;Carballedo;1;2;A;240;195;1;3;130;18;34;7;1;0;0;0;0;1;0;0;0
27;Lugo;10;"Castro de Rei";1;1;A;422;293;4;7;147;44;68;12;10;0;1;0;0;0;0;0;0
27;Lugo;10;"Castro de Rei";1;2;U;696;479;6;15;215;75;120;27;11;8;0;1;1;0;0;0;0
27;Lugo;10;"Castro de Rei";1;3;A;772;537;5;13;235;114;99;36;19;2;9;3;0;2;0;0;0
27;Lugo;10;"Castro de Rei";1;5;U;649;438;5;12;180;73;110;24;21;1;5;0;4;4;0;0;0
27;Lugo;12;Cervantes;1;1;A;347;221;3;3;104;30;52;15;10;3;1;0;0;0;0;0;0
27;Lugo;12;Cervantes;1;2;U;585;311;1;3;109;28;151;8;6;1;1;1;1;1;0;0;0
27;Lugo;13;Cervo;2;1;A;740;590;2;15;180;198;125;24;39;3;0;2;1;2;0;0;0
27;Lugo;13;Cervo;2;1;B;336;284;2;3;62;96;75;27;9;8;2;1;0;0;0;0;0
27;Lugo;13;Cervo;2;1;E;267;214;1;5;100;53;41;8;7;0;0;0;0;0;0;0;0
27;Lugo;14;"Corgo, O";1;1;A;528;360;4;6;161;31;108;28;19;0;2;1;0;0;0;0;0
27;Lugo;14;"Corgo, O";1;1;B;291;196;1;2;82;26;50;16;14;3;1;0;1;0;0;0;0
27;Lugo;14;"Corgo, O";1;3;U;738;475;8;8;192;57;163;25;20;1;1;0;0;0;0;0;0
27;Lugo;15;Cospeito;1;1;A;564;401;5;14;176;83;94;16;9;0;5;0;0;0;0;0;0
27;Lugo;16;Chantada;2;1;A;209;133;1;3;67;27;25;8;1;1;0;0;0;0;0;0;0
27;Lugo;16;Chantada;4;1;D;218;159;3;3;82;21;33;6;9;2;0;0;0;0;0;0;0
27;Lugo;17;"Folgoso do Courel";1;1;A;446;327;4;6;181;61;62;9;1;1;1;0;1;1;0;0;0
27;Lugo;17;"Folgoso do Courel";1;1;B;571;347;2;2;159;43;114;11;13;1;1;0;0;1;0;0;0
27;Lugo;18;"Fonsagrada, A";1;2;A;575;414;3;7;138;91;135;12;20;3;2;2;1;0;0;0;0
27;Lugo;19;Foz;1;4;B;364;250;7;4;115;40;69;6;5;1;3;0;0;1;0;0;0
27;Lugo;19;Foz;1;5;B;453;343;5;10;126;89;69;26;11;5;0;2;2;0;0;0;0
27;Lugo;19;Foz;1;6;U;854;632;22;0;293;109;139;43;9;11;6;1;0;1;0;0;0
27;Lugo;19;Foz;1;7;C;559;423;6;9;134;105;96;36;33;3;2;0;3;0;0;0;0
27;Lugo;20;Friol;1;1;B;447;375;11;10;229;33;68;12;11;2;0;0;0;1;0;0;0
27;Lugo;20;Friol;1;2;U;538;457;3;5;272;20;128;22;5;1;1;0;0;0;0;0;0
27;Lugo;20;Friol;1;4;A;221;191;1;5;124;10;41;5;3;2;0;0;0;0;0;0;0
27;Lugo;21;Xermade;1;1;U;544;391;10;5;181;49;94;26;23;2;1;0;0;0;0;0;0
27;Lugo;23;Guntín;1;3;B;230;178;1;4;100;20;47;3;1;0;2;0;0;0;0;0;0
27;Lugo;25;Xove;1;1;A;680;564;5;18;234;121;107;31;32;5;4;2;5;0;0;0;0
27;Lugo;25;Xove;1;2;U;724;586;0;9;264;128;96;38;40;6;3;0;0;2;0;0;0
27;Lugo;25;Xove;2;1;B;310;259;2;6;146;35;44;8;13;3;1;0;0;1;0;0;0
27;Lugo;26;Láncara;1;1;B;503;356;4;20;144;58;107;16;6;0;1;0;0;0;0;0;0
27;Lugo;26;Láncara;1;3;A;380;241;0;10;124;10;83;7;7;0;0;0;0;0;0;0;0
27;Lugo;28;Lugo;2;6;B;761;575;8;13;180;129;141;67;18;10;5;2;1;2;0;0;0
27;Lugo;28;Lugo;2;12;A;575;433;5;6;154;103;85;63;8;5;3;2;0;1;0;0;0
27;Lugo;28;Lugo;2;13;A;489;358;5;3;106;106;57;57;13;6;1;1;1;2;0;0;0
27;Lugo;28;Lugo;2;15;A;942;685;9;4;198;188;127;116;29;5;5;1;2;1;0;0;0
27;Lugo;28;Lugo;2;17;B;954;711;8;10;190;224;139;93;28;6;8;3;1;2;0;0;0
27;Lugo;28;Lugo;2;19;B;551;436;4;4;116;139;78;67;16;2;5;2;3;1;0;0;0
27;Lugo;28;Lugo;3;4;U;951;688;11;10;206;193;153;77;21;12;2;1;4;0;0;0;0
27;Lugo;28;Lugo;3;9;B;441;332;1;4;143;70;72;35;5;3;2;0;0;0;0;0;0
27;Lugo;28;Lugo;3;10;U;564;430;8;9;119;119;115;41;10;4;3;2;0;2;0;0;0
27;Lugo;28;Lugo;4;3;B;792;591;6;7;204;142;142;56;21;5;7;1;0;1;0;0;0
27;Lugo;28;Lugo;4;4;B;501;344;4;7;124;82;76;25;16;6;2;1;2;0;0;0;0
27;Lugo;28;Lugo;4;5;A;712;472;4;5;159;123;123;33;12;4;7;0;1;2;0;0;0
27;Lugo;28;Lugo;4;6;B;906;638;3;8;212;168;139;69;23;11;2;3;0;1;0;0;0
27;Lugo;28;Lugo;4;8;A;626;420;2;9;160;93;91;42;12;6;4;1;0;1;0;0;0
27;Lugo;28;Lugo;4;9;A;664;467;4;10;143;117;113;55;14;5;2;3;0;2;0;0;0
27;Lugo;28;Lugo;4;10;A;595;423;9;3;147;103;93;50;13;4;1;0;2;0;0;0;0
27;Lugo;28;Lugo;4;14;A;500;376;2;4;107;95;98;39;19;3;4;1;2;4;0;0;0
27;Lugo;28;Lugo;5;5;B;891;640;20;5;182;166;166;72;16;7;3;2;1;1;0;0;0
27;Lugo;28;Lugo;5;13;B;740;552;10;17;186;137;116;57;12;8;2;1;4;2;0;0;0
27;Lugo;28;Lugo;5;14;A;481;319;3;8;100;67;86;30;9;9;6;0;1;1;0;0;0
27;Lugo;28;Lugo;5;15;B;753;532;9;8;204;119;109;60;15;3;1;5;1;0;0;0;0
27;Lugo;28;Lugo;5;16;U;808;587;8;8;141;155;143;83;23;8;3;4;7;4;0;0;0
27;Lugo;28;Lugo;5;17;B;636;447;4;5;128;132;117;39;12;5;3;3;0;2;0;0;0
15;"A Coruña";61;Ortigueira;2;3;A;370;265;5;0;147;29;67;13;3;0;1;0;0;0;0;0;0
15;"A Coruña";56;Negreira;2;1;D;316;211;3;3;109;34;48;10;5;0;0;0;0;0;0;0;0
15;"A Coruña";71;"Porto do Son";4;2;U;657;453;1;16;221;93;72;24;18;2;2;0;2;2;0;0;0
15;"A Coruña";72;Rianxo;3;1;B;547;412;1;1;139;140;88;15;23;4;0;0;0;1;0;0;0
15;"A Coruña";73;Ribeira;1;4;A;791;543;10;5;172;151;90;61;33;9;6;2;4;0;2;0;0
15;"A Coruña";78;"Santiago de Compostela";2;6;A;590;435;7;4;155;92;94;55;16;5;2;1;0;2;2;0;0
15;"A Coruña";78;"Santiago de Compostela";2;7;B;801;595;5;6;248;138;106;66;17;6;4;0;0;0;0;0;0
15;"A Coruña";78;"Santiago de Compostela";3;1;U;591;446;3;6;183;123;56;46;24;2;0;0;0;1;2;0;0
15;"A Coruña";78;"Santiago de Compostela";3;4;U;834;584;6;3;172;208;89;39;48;6;2;2;0;0;2;0;7
15;"A Coruña";78;"Santiago de Compostela";4;12;A;793;593;8;7;168;172;111;75;41;2;5;1;0;2;0;0;2
15;"A Coruña";78;"Santiago de Compostela";4;13;U;559;413;4;7;134;127;60;54;19;3;1;3;1;0;0;0;0
15;"A Coruña";78;"Santiago de Compostela";4;18;B;739;593;5;3;155;216;101;66;41;2;1;2;1;0;0;0;0
15;"A Coruña";78;"Santiago de Compostela";5;6;A;544;426;6;4;193;95;55;57;13;1;2;0;0;0;1;0;1
15;"A Coruña";78;"Santiago de Compostela";5;10;A;518;394;5;3;174;91;61;36;15;3;4;0;0;0;3;0;0
15;"A Coruña";78;"Santiago de Compostela";5;14;A;831;599;11;6;153;203;103;66;44;2;6;2;1;1;1;0;1
15;"A Coruña";78;"Santiago de Compostela";5;14;B;781;551;4;1;157;180;106;58;31;4;2;0;2;1;1;0;4
15;"A Coruña";78;"Santiago de Compostela";5;18;A;600;437;3;3;187;93;69;58;12;4;7;0;0;0;1;0;0
15;"A Coruña";78;"Santiago de Compostela";5;21;U;818;603;10;6;183;169;119;66;41;4;2;0;2;0;1;0;1
15;"A Coruña";78;"Santiago de Compostela";6;5;U;853;592;3;2;241;138;96;72;26;2;6;4;1;0;0;0;1
15;"A Coruña";81;"Somozas, As";1;1;B;357;291;4;0;204;35;28;10;6;1;1;1;2;0;0;0;0
15;"A Coruña";82;Teo;3;2;B;752;534;3;11;189;157;68;75;24;5;0;0;1;1;1;0;1
15;"A Coruña";83;Toques;1;1;B;312;233;1;5;127;24;38;11;27;0;0;0;0;0;0;0;0
15;"A Coruña";84;Tordoia;2;1;A;442;303;2;7;142;42;74;20;14;0;1;0;0;1;0;0;0
15;"A Coruña";88;"Val do Dubra";1;3;A;574;382;1;3;150;95;85;29;17;1;1;0;0;0;0;0;0
15;"A Coruña";47;Mesía;1;2;A;275;164;1;2;63;37;51;6;4;0;0;0;0;0;0;0;0
15;"A Coruña";58;Oleiros;3;1;A;620;446;3;10;142;143;75;39;26;1;6;1;1;0;0;0;0
15;"A Coruña";62;Outes;1;4;D;663;457;5;9;210;90;85;37;20;0;1;0;0;0;0;0;0
15;"A Coruña";73;Ribeira;1;1;A;703;470;9;5;177;110;60;74;29;3;3;0;0;0;0;0;1
15;"A Coruña";78;"Santiago de Compostela";2;2;B;556;385;4;9;122;125;55;31;32;2;0;0;1;2;2;0;0
15;"A Coruña";77;"Santa Comba";1;2;A;309;210;1;10;113;21;48;12;4;0;0;1;0;0;0;0;0
15;"A Coruña";78;"Santiago de Compostela";2;8;B;735;545;2;7;181;140;103;58;41;2;6;1;2;0;0;0;2
15;"A Coruña";78;"Santiago de Compostela";3;3;U;840;623;5;6;207;232;84;42;35;7;2;1;1;1;1;0;0
15;"A Coruña";78;"Santiago de Compostela";4;4;A;681;506;5;7;141;173;78;58;33;7;3;1;0;0;0;0;1
15;"A Coruña";67;"Pobra do Caramiñal, A";2;2;B;379;269;3;4;70;79;44;30;38;1;1;0;0;0;0;0;0
15;"A Coruña";78;"Santiago de Compostela";4;5;B;618;449;6;3;136;164;94;26;15;1;3;2;0;0;0;0;0
15;"A Coruña";78;"Santiago de Compostela";5;19;U;913;711;9;7;253;197;123;88;19;7;3;3;0;1;1;0;1
15;"A Coruña";80;Sobrado;1;1;C;435;321;1;4;146;33;101;22;12;2;0;0;0;0;0;0;0
15;"A Coruña";82;Teo;1;1;B;933;675;8;5;166;225;101;114;39;6;5;3;2;1;0;0;1
15;"A Coruña";82;Teo;2;2;B;701;501;9;5;246;97;71;51;20;1;2;0;0;0;0;0;0
15;"A Coruña";83;Toques;1;1;A;370;287;3;2;145;25;55;11;41;0;3;1;1;0;0;0;0
15;"A Coruña";84;Tordoia;2;1;B;446;321;5;4;200;29;52;18;5;2;2;2;0;0;2;0;0
15;"A Coruña";87;Valdoviño;1;1;B;735;489;9;2;190;110;110;45;11;1;1;0;7;2;1;0;0
15;"A Coruña";87;Valdoviño;1;3;B;630;437;17;4;156;105;79;36;33;3;0;1;2;0;1;0;0
15;"A Coruña";88;"Val do Dubra";1;2;A;556;394;0;5;229;56;69;26;4;2;2;0;1;0;0;0;0
15;"A Coruña";91;Vilarmaior;1;1;B;207;144;1;4;90;30;6;7;4;0;1;0;1;0;0;0;0
15;"A Coruña";92;Vimianzo;1;3;A;251;162;0;5;88;11;37;7;12;1;0;0;0;1;0;0;0
15;"A Coruña";92;Vimianzo;2;1;C;502;322;4;9;136;23;80;16;53;2;1;0;0;0;0;0;0
15;"A Coruña";93;Zas;1;1;A;695;465;9;2;279;46;79;26;15;3;3;0;0;2;0;0;1
15;"A Coruña";901;Cariño;1;3;B;405;260;4;2;94;52;79;19;8;0;2;0;0;0;0;0;0
15;"A Coruña";902;Oza-Cesuras;3;1;A;364;264;1;4;109;51;65;21;10;1;1;0;1;0;0;0;0
15;"A Coruña";902;Oza-Cesuras;3;1;C;357;229;3;7;144;17;31;19;5;0;2;1;0;0;0;0;0
27;Lugo;1;Abadín;1;1;U;746;410;11;17;234;50;65;22;9;2;0;0;0;1;0;0;0
27;Lugo;2;Alfoz;1;2;B;463;351;1;5;145;37;150;6;6;0;0;1;0;0;0;0;0
27;Lugo;3;"Antas de Ulla";1;3;C;270;192;5;3;107;16;37;19;5;0;1;0;0;0;0;0;0
27;Lugo;5;Barreiros;1;1;A;595;451;2;7;212;80;57;32;56;3;1;1;2;0;0;0;0
27;Lugo;6;Becerreá;1;2;B;421;243;7;2;101;48;68;12;2;2;1;1;1;0;0;0;0
27;Lugo;16;Chantada;1;1;A;547;392;10;5;145;92;78;44;10;4;1;2;0;1;0;0;0
27;Lugo;16;Chantada;1;3;C;626;446;9;3;151;112;107;41;12;4;3;1;2;1;0;0;0
27;Lugo;16;Chantada;3;1;A;336;236;0;2;88;47;82;9;7;1;0;0;0;0;0;0;0
27;Lugo;16;Chantada;4;1;B;209;129;2;8;66;21;15;10;4;0;2;0;1;0;0;0;0
27;Lugo;18;"Fonsagrada, A";1;1;A;219;143;1;0;44;21;59;9;8;0;1;0;0;0;0;0;0
27;Lugo;18;"Fonsagrada, A";3;1;B;211;138;2;0;49;13;65;5;2;0;1;0;0;1;0;0;0
27;Lugo;19;Foz;1;7;A;565;419;1;6;130;109;116;31;24;2;2;0;1;1;0;0;0
27;Lugo;20;Friol;1;1;A;854;714;11;14;390;83;160;33;10;4;4;2;2;3;0;0;0
27;Lugo;20;Friol;1;3;A;317;276;3;5;182;19;58;6;3;0;0;0;0;0;0;0;0
27;Lugo;21;Xermade;1;2;B;246;152;0;7;64;25;30;12;10;1;1;0;0;2;0;0;0
27;Lugo;22;Guitiriz;2;1;B;611;424;3;11;187;72;94;23;25;2;1;1;5;1;0;0;0
27;Lugo;28;Lugo;1;2;U;724;536;5;4;249;81;87;87;15;4;5;1;0;0;0;0;0
27;Lugo;28;Lugo;2;2;U;835;644;7;4;250;147;118;76;25;11;2;3;0;2;0;0;0
27;Lugo;28;Lugo;2;3;U;755;572;3;4;214;158;98;62;22;6;3;1;0;1;0;0;0
27;Lugo;28;Lugo;2;4;U;587;450;3;11;188;121;68;43;4;3;4;1;3;1;0;0;0
27;Lugo;28;Lugo;2;5;A;610;477;8;4;113;142;128;52;22;2;2;1;3;1;0;0;0
27;Lugo;28;Lugo;2;10;B;492;392;14;6;160;84;58;48;9;7;5;1;0;0;0;0;0
27;Lugo;28;Lugo;2;14;A;574;438;8;5;134;124;93;47;17;6;1;2;3;0;0;0;0
27;Lugo;28;Lugo;2;18;A;581;421;3;9;106;126;109;45;14;2;5;3;1;0;0;0;0
27;Lugo;28;Lugo;4;10;B;459;354;3;4;129;79;72;46;10;4;5;0;2;1;0;0;0
27;Lugo;28;Lugo;4;13;B;537;346;6;8;97;97;87;36;8;3;3;0;2;1;0;0;0
27;Lugo;28;Lugo;5;1;A;548;424;3;4;194;91;78;42;7;5;0;0;1;0;0;0;0
27;Lugo;28;Lugo;5;5;A;702;495;10;16;146;136;114;47;17;3;4;0;1;1;0;0;0
27;Lugo;28;Lugo;5;7;B;464;353;5;7;141;53;83;50;4;5;4;1;0;1;0;0;0
27;Lugo;28;Lugo;8;2;B;535;378;5;4;186;73;62;34;11;1;2;0;0;0;0;0;0
27;Lugo;28;Lugo;9;1;B;407;291;6;7;154;54;50;14;4;0;0;1;1;2;0;0;0
27;Lugo;29;Meira;1;1;A;760;586;6;10;230;93;178;32;29;1;4;1;0;2;0;0;0
27;Lugo;29;Meira;1;1;B;715;556;13;16;243;71;148;37;23;3;0;1;1;1;0;0;0
27;Lugo;31;"Monforte de Lemos";1;1;U;747;501;7;12;186;124;118;32;19;5;0;0;0;0;0;0;0
27;Lugo;31;"Monforte de Lemos";1;4;A;983;664;12;7;230;164;163;57;18;8;0;2;4;1;0;0;0
27;Lugo;31;"Monforte de Lemos";1;5;B;650;463;0;11;187;107;104;35;11;4;2;1;1;2;0;0;0
27;Lugo;31;"Monforte de Lemos";3;1;A;503;369;4;7;156;46;122;24;7;2;0;0;1;1;0;0;0
27;Lugo;32;Monterroso;1;2;U;696;419;10;7;210;57;91;28;9;4;2;1;1;0;0;0;0
27;Lugo;33;Muras;1;1;B;232;161;5;1;74;5;59;2;16;0;0;0;0;0;0;0;0
27;Lugo;38;Ourol;1;1;B;227;166;1;2;70;19;66;8;0;0;0;0;0;0;0;0;0
27;Lugo;39;"Outeiro de Rei";1;1;A;857;636;5;11;272;125;109;50;57;4;1;1;0;1;0;0;0
27;Lugo;39;"Outeiro de Rei";1;4;B;320;249;2;3;145;35;36;23;4;0;0;0;3;0;0;0;0
27;Lugo;39;"Outeiro de Rei";1;5;U;776;601;6;11;218;148;105;73;25;8;1;3;5;0;0;0;0
27;Lugo;40;"Palas de Rei";1;1;A;579;408;6;5;199;66;93;19;15;3;1;0;1;0;0;0;0
15;"A Coruña";77;"Santa Comba";1;1;A;835;560;4;13;222;86;149;62;18;1;2;0;1;2;0;0;0
15;"A Coruña";78;"Santiago de Compostela";1;3;U;777;551;9;6;167;148;133;57;25;3;2;1;0;0;0;0;0
15;"A Coruña";78;"Santiago de Compostela";2;4;U;655;480;3;6;152;166;84;25;36;5;1;2;0;0;0;0;0
15;"A Coruña";78;"Santiago de Compostela";3;5;B;717;559;5;7;152;171;111;73;34;1;2;1;1;1;1;0;0
15;"A Coruña";78;"Santiago de Compostela";4;10;U;903;635;3;13;268;136;125;63;17;2;1;4;1;1;0;0;1
15;"A Coruña";78;"Santiago de Compostela";4;17;B;678;502;6;9;115;187;90;47;34;5;2;3;0;1;3;0;0
15;"A Coruña";78;"Santiago de Compostela";5;20;A;878;673;12;9;198;167;148;64;61;7;1;2;1;2;0;0;2
15;"A Coruña";84;Tordoia;2;2;A;331;256;2;5;165;30;40;6;7;0;0;0;1;0;0;0;0
15;"A Coruña";87;Valdoviño;1;1;A;783;523;4;7;237;98;105;50;11;2;5;0;2;0;2;0;0
15;"A Coruña";92;Vimianzo;1;1;A;813;572;6;5;221;113;136;29;52;6;0;1;4;0;1;0;0
15;"A Coruña";92;Vimianzo;2;1;B;444;321;0;2;123;43;106;19;27;0;1;0;0;0;0;0;0
15;"A Coruña";93;Zas;1;3;A;437;261;2;7;128;14;69;17;11;1;2;0;0;0;0;0;0
15;"A Coruña";93;Zas;2;1;U;511;371;0;8;206;30;89;22;14;0;1;1;0;0;0;0;0
