cod_provincia;provincia;cod_municipio;municipio;distrito;seccion;mesa;censo;"votos totais";branco;nulos;PP;PODEMOS-En;PSdeG-PSOE;C's;N?S;PACMA;UPYD;"RECORTES CE";PCPE;PT;VOX;"X LA IZQUIE";SAIn
36;Pontevedra;57;Vigo;3;37;B;680;550;9;6;142;162;103;108;14;1;2;3;0;0;0;0;0
36;Pontevedra;57;Vigo;4;1;B;592;475;4;6;145;179;79;33;16;9;0;2;2;0;0;0;0
36;Pontevedra;57;Vigo;4;4;B;520;381;2;3;123;130;71;32;6;9;2;1;2;0;0;0;0
36;Pontevedra;57;Vigo;4;5;A;551;411;4;5;122;124;88;40;11;7;3;2;1;4;0;0;0
36;Pontevedra;57;Vigo;4;9;U;585;430;2;10;82;150;125;26;18;8;1;5;1;2;0;0;0
36;Pontevedra;57;Vigo;4;11;A;441;352;2;1;95;145;57;33;11;4;2;1;1;0;0;0;0
36;Pontevedra;57;Vigo;4;14;U;702;543;1;3;136;210;111;50;22;4;2;1;3;1;0;0;0
36;Pontevedra;57;Vigo;4;15;A;583;425;1;4;104;161;96;30;13;8;5;1;2;0;0;0;0
36;Pontevedra;57;Vigo;4;15;B;646;473;6;1;130;193;81;34;18;6;3;0;0;1;0;0;0
36;Pontevedra;57;Vigo;4;18;A;591;449;4;7;136;140;104;38;10;2;6;1;0;1;0;0;0
36;Pontevedra;57;Vigo;4;18;B;554;429;1;4;119;137;98;44;13;3;5;3;1;1;0;0;0
36;Pontevedra;57;Vigo;4;19;A;539;423;0;3;101;146;84;52;22;7;5;1;1;1;0;0;0
36;Pontevedra;57;Vigo;4;20;B;747;579;4;4;128;227;110;73;21;7;2;0;0;3;0;0;0
36;Pontevedra;57;Vigo;4;22;U;719;581;10;5;137;227;130;42;14;6;3;3;3;1;0;0;0
36;Pontevedra;57;Vigo;4;23;A;444;356;3;4;83;130;93;15;15;3;4;2;3;1;0;0;0
36;Pontevedra;57;Vigo;4;24;A;792;631;10;7;105;243;150;71;25;8;8;0;2;2;0;0;0
36;Pontevedra;57;Vigo;4;24;B;811;643;3;6;93;267;128;93;25;8;10;7;1;2;0;0;0
36;Pontevedra;57;Vigo;4;27;U;572;469;3;5;85;175;147;38;12;0;5;0;0;0;0;0;0
36;Pontevedra;57;Vigo;4;28;B;506;393;7;3;78;162;84;39;10;4;1;1;4;0;0;0;0
36;Pontevedra;57;Vigo;4;32;U;818;623;4;7;157;243;146;41;11;7;3;0;2;2;0;0;0
36;Pontevedra;57;Vigo;4;33;B;659;495;4;7;126;185;106;45;7;5;3;4;4;0;0;0;0
36;Pontevedra;57;Vigo;4;35;B;626;448;4;0;125;160;101;35;12;7;2;2;0;0;0;0;0
36;Pontevedra;57;Vigo;4;36;B;541;403;8;1;88;160;73;44;13;8;3;2;1;2;0;0;0
36;Pontevedra;57;Vigo;4;40;A;620;503;2;7;129;158;126;44;17;7;7;2;4;0;0;0;0
36;Pontevedra;57;Vigo;4;41;U;826;648;11;8;142;248;113;93;19;3;6;3;2;1;0;0;0
36;Pontevedra;57;Vigo;5;2;A;505;358;1;3;99;105;101;23;8;12;5;1;0;1;0;0;0
36;Pontevedra;57;Vigo;5;4;B;521;388;3;2;119;113;82;50;8;4;4;0;2;2;0;0;0
36;Pontevedra;57;Vigo;5;5;B;569;422;4;5;110;149;77;56;13;3;1;2;1;1;0;0;0
36;Pontevedra;57;Vigo;5;6;A;531;422;5;4;103;158;104;31;10;1;5;1;1;0;0;0;0
36;Pontevedra;57;Vigo;5;8;B;563;409;4;2;98;159;86;32;15;6;2;2;3;0;0;0;0
36;Pontevedra;57;Vigo;5;9;B;636;483;4;2;86;212;98;49;19;8;2;1;0;2;0;0;0
36;Pontevedra;57;Vigo;5;10;B;632;512;2;4;133;186;116;41;23;3;3;0;1;0;0;0;0
36;Pontevedra;57;Vigo;5;11;A;611;466;2;4;118;125;125;66;11;10;2;1;2;0;0;0;0
36;Pontevedra;57;Vigo;5;12;U;592;448;8;5;106;134;124;38;16;10;6;2;0;0;0;0;0
36;Pontevedra;57;Vigo;6;9;B;631;483;2;5;84;191;129;42;16;6;4;1;2;2;0;0;0
36;Pontevedra;57;Vigo;6;10;U;830;659;10;2;170;228;157;53;27;10;0;2;1;0;0;0;0
36;Pontevedra;57;Vigo;6;17;B;589;385;6;7;104;118;93;30;18;4;2;2;1;0;0;0;0
36;Pontevedra;57;Vigo;6;21;A;660;444;7;6;113;139;119;38;10;7;1;3;0;1;0;0;0
36;Pontevedra;57;Vigo;6;21;B;722;494;6;6;145;175;94;35;9;17;2;2;1;2;0;0;0
36;Pontevedra;57;Vigo;6;23;A;514;357;2;3;82;133;89;33;4;7;2;1;2;0;0;0;0
36;Pontevedra;57;Vigo;6;23;B;500;353;2;3;94;120;80;34;6;4;4;1;3;2;0;0;0
36;Pontevedra;57;Vigo;6;24;A;545;377;1;4;106;135;84;28;9;4;4;1;0;1;0;0;0
36;Pontevedra;57;Vigo;6;25;A;409;302;0;1;91;87;76;28;10;6;2;0;1;1;0;0;0
36;Pontevedra;57;Vigo;6;25;B;504;360;3;3;112;112;86;20;18;3;1;0;1;1;0;0;0
36;Pontevedra;57;Vigo;7;2;B;677;518;2;8;121;209;111;35;20;8;0;2;1;1;0;0;0
36;Pontevedra;57;Vigo;7;3;B;531;390;1;0;107;120;101;34;12;5;1;3;4;2;0;0;0
36;Pontevedra;57;Vigo;7;7;U;883;657;11;11;192;218;132;65;8;11;3;2;2;2;0;0;0
36;Pontevedra;57;Vigo;7;9;B;605;475;8;6;153;144;103;42;11;2;3;1;2;0;0;0;0
36;Pontevedra;57;Vigo;7;10;A;437;294;0;2;87;97;60;31;9;3;1;1;3;0;0;0;0
36;Pontevedra;57;Vigo;7;10;B;462;320;3;3;114;78;60;32;17;3;4;2;3;1;0;0;0
36;Pontevedra;57;Vigo;7;11;A;532;382;3;7;133;105;90;29;11;0;1;2;1;0;0;0;0
36;Pontevedra;57;Vigo;7;22;B;563;448;2;3;110;148;114;35;18;11;2;3;2;0;0;0;0
36;Pontevedra;57;Vigo;7;23;A;535;414;4;5;107;146;97;25;18;9;2;1;1;0;0;0;0
36;Pontevedra;57;Vigo;7;25;U;950;687;6;9;174;252;153;61;15;7;3;2;4;1;0;0;0
36;Pontevedra;57;Vigo;7;28;U;687;487;6;7;106;149;125;43;34;9;3;2;2;1;0;0;0
36;Pontevedra;57;Vigo;7;31;B;438;338;7;3;94;91;105;21;7;4;3;2;0;1;0;0;0
36;Pontevedra;57;Vigo;7;35;U;814;577;7;8;136;190;156;35;17;10;7;6;2;3;0;0;0
36;Pontevedra;57;Vigo;7;36;A;938;692;5;8;112;248;204;77;21;6;5;4;1;2;0;0;0
36;Pontevedra;57;Vigo;7;37;A;716;504;0;0;124;180;130;44;11;8;2;4;1;1;0;0;0
36;Pontevedra;57;Vigo;7;37;B;537;402;6;6;79;162;105;21;15;4;2;0;1;1;0;0;0
36;Pontevedra;57;Vigo;7;39;B;831;643;5;9;122;262;168;40;21;7;2;0;5;2;0;0;0
36;Pontevedra;57;Vigo;7;41;A;729;565;7;5;139;197;162;25;20;2;3;3;1;2;0;0;0
36;Pontevedra;57;Vigo;7;42;B;583;434;7;8;90;157;114;25;20;6;2;4;1;1;0;0;0
36;Pontevedra;57;Vigo;8;1;U;674;495;2;12;125;156;140;29;14;6;4;2;1;4;0;0;0
36;Pontevedra;57;Vigo;8;6;A;561;427;5;7;114;156;104;23;7;1;1;1;5;3;0;0;0
36;Pontevedra;57;Vigo;8;9;U;642;459;5;5;113;151;110;38;19;7;4;1;4;2;0;0;0
36;Pontevedra;57;Vigo;8;11;A;788;466;3;6;110;124;145;53;15;6;3;0;2;0;0;0;0
36;Pontevedra;57;Vigo;8;12;B;521;382;4;4;102;114;91;30;19;6;4;1;4;3;0;0;0
36;Pontevedra;57;Vigo;8;13;U;555;393;6;6;103;108;111;33;13;5;4;2;0;2;0;0;0
36;Pontevedra;57;Vigo;8;14;A;608;456;7;5;104;141;135;30;26;2;5;1;0;0;0;0;0
36;Pontevedra;57;Vigo;8;14;B;493;359;1;5;100;94;92;31;18;6;3;6;2;1;0;0;0
36;Pontevedra;57;Vigo;8;18;U;681;491;10;8;125;138;138;42;16;6;3;0;4;1;0;0;0
36;Pontevedra;57;Vigo;9;2;C;632;488;4;2;147;164;91;57;11;4;6;1;1;0;0;0;0
36;Pontevedra;57;Vigo;9;3;U;794;610;4;2;205;174;110;85;16;6;3;3;1;1;0;0;0
36;Pontevedra;57;Vigo;9;5;A;729;558;5;2;174;181;96;77;15;1;7;0;1;0;0;0;0
36;Pontevedra;57;Vigo;9;8;A;621;444;3;10;134;149;103;30;8;4;2;0;1;1;0;0;0
36;Pontevedra;57;Vigo;9;10;B;564;435;4;2;140;156;75;40;7;2;6;0;3;1;0;0;0
36;Pontevedra;57;Vigo;9;13;U;854;660;5;11;165;209;187;56;10;7;4;1;5;1;0;0;0
36;Pontevedra;57;Vigo;9;14;A;561;429;7;3;151;129;93;35;5;2;1;2;1;0;0;0;0
36;Pontevedra;57;Vigo;9;15;U;996;746;7;6;209;226;195;65;21;5;5;4;0;4;0;0;0
36;Pontevedra;57;Vigo;9;16;A;750;572;6;2;63;274;126;69;17;9;4;1;1;1;0;0;0
36;Pontevedra;57;Vigo;9;17;U;797;672;8;6;83;311;126;92;28;7;7;1;2;1;0;0;0
36;Pontevedra;57;Vigo;9;18;B;862;744;9;8;88;353;148;104;19;6;3;3;2;1;0;0;0
36;Pontevedra;57;Vigo;9;19;U;686;583;3;4;89;250;116;85;22;4;5;1;1;3;0;0;0
36;Pontevedra;58;Vilaboa;1;2;B;629;436;3;2;175;88;92;31;39;4;1;1;2;0;0;0;0
36;Pontevedra;58;Vilaboa;2;1;A;680;485;8;8;135;131;138;39;22;2;2;1;1;0;0;0;0
36;Pontevedra;59;"Vila de Cruces";1;1;B;705;478;5;5;199;113;74;53;22;1;1;3;2;0;0;0;0
36;Pontevedra;59;"Vila de Cruces";2;1;A;419;282;4;5;149;47;52;11;9;2;1;1;1;0;0;0;0
36;Pontevedra;59;"Vila de Cruces";2;1;C;378;261;6;5;139;35;45;15;12;1;1;0;0;2;0;0;0
36;Pontevedra;59;"Vila de Cruces";3;2;A;464;334;7;6;170;54;47;22;23;2;0;1;2;0;0;0;0
36;Pontevedra;60;"Vilagarcía de Arousa";1;5;A;449;334;5;5;115;82;75;25;19;2;3;2;0;1;0;0;0
36;Pontevedra;60;"Vilagarcía de Arousa";1;7;A;593;435;5;6;143;121;87;45;19;3;2;2;1;1;0;0;0
36;Pontevedra;60;"Vilagarcía de Arousa";1;7;C;535;377;2;7;112;109;79;43;17;4;2;1;1;0;0;0;0
36;Pontevedra;60;"Vilagarcía de Arousa";1;8;A;587;414;3;7;130;126;75;37;24;6;2;1;2;1;0;0;0
36;Pontevedra;60;"Vilagarcía de Arousa";1;10;C;608;451;1;8;126;145;109;39;12;3;4;2;0;2;0;0;0
36;Pontevedra;60;"Vilagarcía de Arousa";1;11;A;621;437;3;11;126;131;91;44;20;4;3;2;1;1;0;0;0
36;Pontevedra;60;"Vilagarcía de Arousa";1;11;C;600;444;5;5;135;136;79;58;19;5;2;0;0;0;0;0;0
36;Pontevedra;60;"Vilagarcía de Arousa";2;3;U;589;413;4;8;195;66;91;38;10;0;1;0;0;0;0;0;0
36;Pontevedra;60;"Vilagarcía de Arousa";3;1;A;474;353;3;4;120;104;59;34;19;6;3;0;0;1;0;0;0
36;Pontevedra;60;"Vilagarcía de Arousa";3;1;B;512;377;3;2;146;121;68;24;8;0;2;0;2;1;0;0;0
36;Pontevedra;60;"Vilagarcía de Arousa";4;1;A;623;449;4;1;141;120;105;42;27;1;3;2;1;2;0;0;0
36;Pontevedra;60;"Vilagarcía de Arousa";4;1;B;492;354;3;3;99;79;111;36;13;4;3;0;1;2;0;0;0
36;Pontevedra;60;"Vilagarcía de Arousa";4;3;A;666;488;2;8;165;106;124;48;26;5;3;0;0;1;0;0;0
36;Pontevedra;60;"Vilagarcía de Arousa";4;4;A;550;413;3;8;146;99;101;30;21;0;3;0;2;0;0;0;0
36;Pontevedra;61;"Vilanova de Arousa";3;2;A;573;438;6;8;245;47;74;24;24;6;2;2;1;0;0;0;0
36;Pontevedra;61;"Vilanova de Arousa";3;2;B;893;716;5;16;378;121;98;50;30;6;5;2;1;5;0;0;0
36;Pontevedra;901;"Illa de Arousa, A";1;1;B;838;684;4;13;189;175;216;49;29;7;0;2;0;1;0;0;0
36;Pontevedra;901;"Illa de Arousa, A";1;2;A;478;386;2;4;97;90;141;29;22;2;0;0;0;0;0;0;0
36;Pontevedra;901;"Illa de Arousa, A";1;2;B;627;520;5;7;108;127;206;34;28;1;1;1;2;1;0;0;0
15;"A Coruña";1;Abegondo;1;1;U;774;557;7;5;237;112;93;68;17;3;5;0;0;2;8;0;0
15;"A Coruña";1;Abegondo;1;2;B;347;241;3;4;111;50;51;15;3;2;1;0;0;1;0;0;0
15;"A Coruña";2;Ames;1;1;A;356;235;0;2;116;19;64;23;10;1;0;0;0;0;0;0;0
15;"A Coruña";2;Ames;1;3;A;204;172;0;4;61;22;56;16;9;0;2;1;0;0;0;0;1
15;"A Coruña";2;Ames;3;4;A;469;350;6;6;143;89;46;32;21;2;2;0;1;1;1;0;0
15;"A Coruña";2;Ames;3;5;B;834;619;2;6;171;203;97;98;23;4;7;1;1;4;0;0;2
15;"A Coruña";2;Ames;3;10;U;688;588;10;3;131;195;102;98;30;4;6;5;0;0;4;0;0
15;"A Coruña";2;Ames;3;11;A;604;434;6;5;118;150;73;51;20;5;5;1;0;0;0;0;0
15;"A Coruña";2;Ames;3;15;A;669;468;4;6;104;167;86;66;24;6;3;0;2;0;0;0;0
15;"A Coruña";3;Aranga;1;2;A;376;277;2;8;145;34;63;15;9;1;0;0;0;0;0;0;0
15;"A Coruña";4;Ares;1;2;B;690;501;5;7;155;155;98;44;26;5;2;0;1;2;1;0;0
15;"A Coruña";5;Arteixo;1;1;C;587;384;5;6;100;132;76;37;17;4;1;4;2;0;0;0;0
15;"A Coruña";5;Arteixo;1;2;A;493;338;5;9;102;98;62;42;13;2;1;1;2;1;0;0;0
15;"A Coruña";5;Arteixo;1;8;B;786;554;9;9;148;191;88;63;28;9;5;1;0;1;2;0;0
15;"A Coruña";5;Arteixo;1;10;A;547;394;4;7;93;122;81;57;20;6;2;1;0;1;0;0;0
15;"A Coruña";5;Arteixo;1;11;A;539;344;2;6;80;122;68;44;12;2;2;1;0;1;3;0;1
15;"A Coruña";5;Arteixo;2;1;A;646;462;8;3;182;98;111;37;14;3;4;1;0;0;1;0;0
15;"A Coruña";5;Arteixo;2;2;A;617;437;6;7;149;128;85;39;15;3;3;0;0;2;0;0;0
15;"A Coruña";5;Arteixo;4;1;B;741;520;8;6;143;165;93;56;26;4;5;6;1;4;1;0;2
15;"A Coruña";5;Arteixo;4;2;B;815;586;7;8;150;176;143;63;19;10;2;3;1;3;1;0;0
15;"A Coruña";5;Arteixo;4;4;B;711;484;5;3;125;163;107;59;15;5;2;1;0;0;0;0;0
15;"A Coruña";6;Arzúa;1;3;U;704;463;6;13;220;47;106;29;36;1;0;0;0;1;4;0;0
15;"A Coruña";6;Arzúa;1;7;B;578;370;7;14;133;70;73;38;29;1;2;1;0;0;2;0;0
15;"A Coruña";9;Betanzos;1;5;A;629;468;2;3;190;134;79;33;18;4;3;1;0;1;1;0;1
15;"A Coruña";9;Betanzos;1;6;A;772;574;7;9;208;152;109;64;18;2;1;0;2;1;1;0;1
15;"A Coruña";9;Betanzos;1;7;B;363;279;0;7;93;60;75;32;8;1;1;1;1;0;0;0;0
15;"A Coruña";1;Abegondo;2;2;A;371;245;5;3;131;30;47;22;4;2;0;0;1;0;0;0;0
15;"A Coruña";2;Ames;1;3;C;287;198;4;0;81;29;53;22;6;2;0;0;0;1;0;0;0
15;"A Coruña";2;Ames;3;1;A;592;439;5;4;170;93;71;60;30;0;4;0;1;1;0;0;0
15;"A Coruña";2;Ames;3;3;U;963;726;6;10;248;172;135;115;31;4;2;1;1;1;0;0;0
15;"A Coruña";2;Ames;3;8;A;704;551;3;4;126;203;96;84;18;3;7;3;2;1;1;0;0
15;"A Coruña";2;Ames;3;8;B;817;618;5;13;134;197;134;93;25;9;7;0;0;0;1;0;0
15;"A Coruña";2;Ames;3;16;B;471;341;7;6;86;109;56;52;18;2;2;1;0;2;0;0;0
15;"A Coruña";3;Aranga;1;1;B;242;177;1;4;104;14;25;11;18;0;0;0;0;0;0;0;0
15;"A Coruña";4;Ares;1;3;A;691;503;4;15;177;128;94;47;33;3;1;0;0;0;1;0;0
15;"A Coruña";4;Ares;1;3;C;499;359;4;0;100;89;91;23;45;4;1;0;2;0;1;0;0
15;"A Coruña";5;Arteixo;1;5;A;497;345;5;2;139;83;53;46;9;2;2;4;0;0;0;0;0
15;"A Coruña";5;Arteixo;1;6;B;766;527;7;15;132;185;110;57;12;4;1;1;0;0;3;0;0
15;"A Coruña";5;Arteixo;1;7;B;927;633;8;12;183;172;140;75;32;5;0;3;2;1;0;0;0
15;"A Coruña";5;Arteixo;1;8;A;718;494;6;8;124;142;98;73;22;6;7;3;3;1;1;0;0
15;"A Coruña";5;Arteixo;1;9;B;682;451;10;7;145;127;72;64;16;0;6;1;1;1;1;0;0
15;"A Coruña";5;Arteixo;2;1;B;471;349;3;3;130;70;85;40;9;3;1;1;2;0;1;0;1
15;"A Coruña";6;Arzúa;1;1;A;721;525;5;8;225;103;82;50;46;3;0;0;0;2;0;0;1
15;"A Coruña";6;Arzúa;1;1;B;664;484;6;5;207;97;81;47;34;1;5;1;0;0;0;0;0
15;"A Coruña";6;Arzúa;1;5;U;662;407;4;9;182;59;114;23;14;1;0;1;0;0;0;0;0
15;"A Coruña";7;"Baña, A";1;1;A;497;368;7;0;186;49;90;15;16;2;0;1;1;0;1;0;0
15;"A Coruña";7;"Baña, A";2;1;B;300;202;3;3;94;31;51;13;7;0;0;0;0;0;0;0;0
15;"A Coruña";8;Bergondo;1;1;B;343;266;0;4;103;61;59;30;5;1;1;0;2;0;0;0;0
15;"A Coruña";8;Bergondo;1;2;U;754;574;8;6;247;129;123;40;11;4;4;2;1;0;0;0;0
15;"A Coruña";8;Bergondo;2;1;B;562;408;3;4;172;87;85;41;11;3;2;0;1;0;1;0;0
15;"A Coruña";8;Bergondo;3;2;B;431;319;3;1;116;67;78;44;5;3;1;0;1;1;0;0;0
15;"A Coruña";9;Betanzos;1;10;A;206;162;2;0;74;27;37;18;0;2;1;0;0;1;0;0;0
15;"A Coruña";9;Betanzos;1;10;B;471;375;6;5;101;119;94;34;12;3;1;1;0;0;0;0;0
15;"A Coruña";1;Abegondo;1;2;A;316;238;4;3;107;39;52;20;10;1;0;1;0;0;1;0;0
15;"A Coruña";2;Ames;3;1;B;659;505;9;6;196;122;93;47;28;0;2;1;1;0;0;0;0
15;"A Coruña";2;Ames;3;11;B;579;425;10;2;95;163;71;55;19;4;6;0;0;0;0;0;0
15;"A Coruña";2;Ames;3;12;B;772;556;6;8;155;195;82;79;20;4;3;1;0;2;1;0;0
15;"A Coruña";2;Ames;3;13;A;752;543;8;7;133;169;106;82;21;6;5;0;1;2;2;0;1
15;"A Coruña";2;Ames;3;16;A;590;430;7;10;126;138;62;54;17;4;2;1;0;5;1;0;3
15;"A Coruña";5;Arteixo;1;1;B;685;486;6;10;109;178;99;52;19;3;4;2;0;2;1;0;1
15;"A Coruña";5;Arteixo;1;6;A;660;417;9;7;94;148;92;45;8;8;2;1;1;0;1;0;1
15;"A Coruña";5;Arteixo;1;9;A;648;431;2;6;128;141;61;50;24;5;5;3;3;1;1;0;1
15;"A Coruña";5;Arteixo;3;1;A;678;453;5;1;191;80;112;34;18;7;3;0;1;0;1;0;0
15;"A Coruña";5;Arteixo;4;4;A;716;486;1;13;113;170;119;43;16;5;2;1;1;1;1;0;0
15;"A Coruña";6;Arzúa;1;2;A;505;350;3;7;156;60;70;23;27;1;2;0;0;1;0;0;0
15;"A Coruña";6;Arzúa;1;4;U;525;318;10;4;154;56;67;16;8;1;0;1;1;0;0;0;0
15;"A Coruña";7;"Baña, A";1;1;C;494;364;3;1;188;43;81;28;16;3;1;0;0;0;0;0;0
15;"A Coruña";8;Bergondo;3;1;C;405;294;6;7;121;61;58;25;10;2;1;0;0;1;2;0;0
15;"A Coruña";8;Bergondo;3;2;A;440;337;7;9;130;75;62;40;6;5;3;0;0;0;0;0;0
15;"A Coruña";9;Betanzos;1;4;U;955;727;4;9;254;198;156;66;24;6;5;2;2;1;3;0;0
15;"A Coruña";9;Betanzos;1;8;B;562;414;2;5;148;103;97;28;21;5;3;2;1;0;0;0;0
15;"A Coruña";9;Betanzos;1;10;C;339;250;2;1;91;56;68;22;7;2;0;2;0;0;0;0;0
15;"A Coruña";9;Betanzos;1;12;A;579;454;6;6;162;128;87;45;12;3;1;0;2;0;1;0;1
15;"A Coruña";11;Boiro;1;2;B;1018;732;4;9;240;208;126;83;44;8;8;1;1;0;1;0;0
15;"A Coruña";11;Boiro;1;5;B;598;440;1;10;135;100;115;42;27;5;1;0;3;0;1;0;0
15;"A Coruña";11;Boiro;1;6;U;675;481;2;17;167;97;99;39;46;8;2;0;0;4;1;0;0
15;"A Coruña";11;Boiro;2;3;U;622;424;2;10;155;80;99;33;29;6;2;1;1;1;3;0;3
15;"A Coruña";11;Boiro;3;1;C;497;350;4;12;158;52;49;41;19;8;5;0;2;0;0;0;0
15;"A Coruña";12;Boqueixón;1;2;B;684;511;6;10;215;112;100;50;12;4;0;1;0;1;0;0;0
15;"A Coruña";13;Brión;2;1;A;574;361;1;2;163;71;80;29;12;1;0;0;1;1;1;0;0
15;"A Coruña";13;Brión;2;1;B;465;352;3;1;101;119;61;33;22;2;4;4;1;0;1;0;0
15;"A Coruña";13;Brión;2;2;A;594;442;4;16;110;140;78;64;17;6;3;3;0;1;0;0;0
15;"A Coruña";14;"Cabana de Bergantiños";1;1;B;368;258;0;5;145;28;51;21;4;2;1;1;0;0;0;0;0
15;"A Coruña";14;"Cabana de Bergantiños";1;2;A;852;641;9;11;264;158;88;63;33;1;2;2;4;3;2;0;1
15;"A Coruña";15;Cabanas;1;2;U;883;677;8;7;247;185;119;49;45;10;1;0;3;1;2;0;0
15;"A Coruña";16;Camariñas;1;2;B;730;513;3;13;204;68;179;25;20;2;1;1;0;0;0;0;0
15;"A Coruña";16;Camariñas;1;3;U;639;420;1;13;129;39;209;19;6;2;1;0;0;0;0;0;1
15;"A Coruña";16;Camariñas;1;4;U;900;601;4;7;213;79;239;38;14;0;4;1;1;1;0;0;0
15;"A Coruña";17;Cambre;1;1;B;506;385;6;4;100;122;69;57;16;3;5;0;2;0;2;0;0
15;"A Coruña";17;Cambre;1;5;A;663;525;6;13;167;147;95;68;11;8;2;2;1;2;4;0;0
15;"A Coruña";17;Cambre;1;6;U;963;705;5;8;168;267;130;84;21;9;4;3;4;0;2;0;0
15;"A Coruña";17;Cambre;1;7;A;675;500;4;4;122;182;102;54;17;8;4;1;1;0;0;0;1
15;"A Coruña";17;Cambre;2;1;A;566;412;5;5;123;104;108;43;16;2;2;2;0;1;0;0;1
15;"A Coruña";17;Cambre;2;4;A;267;175;0;1;67;48;36;17;4;1;0;0;1;0;0;0;0
15;"A Coruña";18;"Capela, A";1;1;A;782;551;1;6;133;120;220;23;36;2;4;1;3;1;1;0;0
15;"A Coruña";19;Carballo;1;1;U;798;582;4;8;210;145;118;42;47;0;6;0;1;1;0;0;0
15;"A Coruña";19;Carballo;1;2;B;531;396;5;6;93;132;78;36;37;6;1;0;2;0;0;0;0
15;"A Coruña";19;Carballo;1;8;U;577;399;2;13;164;68;95;24;25;1;2;2;1;2;0;0;1
15;"A Coruña";19;Carballo;1;9;B;609;429;6;7;165;80;99;33;30;2;2;1;3;1;1;0;0
15;"A Coruña";19;Carballo;1;14;U;563;400;6;8;184;57;81;32;30;1;0;1;0;0;0;0;0
15;"A Coruña";19;Carballo;1;15;U;774;581;7;4;247;88;134;52;45;0;1;1;1;1;1;0;0
15;"A Coruña";19;Carballo;1;16;U;659;435;6;6;238;46;67;23;41;1;5;0;1;0;1;0;0
15;"A Coruña";19;Carballo;1;17;A;577;398;8;4;170;52;87;40;29;3;2;1;1;1;0;0;0
15;"A Coruña";19;Carballo;1;19;U;730;493;6;8;201;70;136;28;33;4;0;3;2;0;1;0;1
15;"A Coruña";19;Carballo;1;23;B;664;461;6;6;105;143;93;48;46;6;4;2;2;0;1;0;0
15;"A Coruña";19;Carballo;1;26;A;601;421;8;5;109;115;90;45;43;2;1;3;0;1;0;0;0
15;"A Coruña";19;Carballo;1;30;U;985;659;3;9;229;98;189;62;62;2;3;1;1;1;0;0;0
15;"A Coruña";20;Carnota;1;1;U;878;624;2;6;263;132;124;40;49;5;2;0;1;0;0;0;0
15;"A Coruña";22;Cedeira;1;3;B;784;551;1;9;178;168;115;45;32;3;1;1;0;0;0;0;0
15;"A Coruña";22;Cedeira;1;4;B;233;164;2;2;74;38;28;9;10;2;0;0;0;0;0;0;0
15;"A Coruña";22;Cedeira;1;4;D;363;257;3;1;112;64;44;20;8;2;1;2;1;0;0;0;0
15;"A Coruña";22;Cedeira;1;6;B;339;214;4;3;119;29;39;8;6;0;0;1;4;0;1;0;0
15;"A Coruña";23;Cee;1;2;A;773;572;3;11;155;169;139;51;33;6;3;2;2;0;0;0;0
15;"A Coruña";24;Cerceda;1;2;B;342;284;2;2;117;40;90;14;18;0;1;0;0;0;0;0;0
15;"A Coruña";24;Cerceda;1;3;B;743;533;8;11;257;65;136;38;16;2;0;0;0;0;0;0;0
15;"A Coruña";29;Coristanco;2;1;C;418;276;4;3;111;32;92;24;7;1;1;0;0;0;1;0;0
15;"A Coruña";29;Coristanco;2;3;A;673;501;4;5;220;88;106;50;26;0;0;0;1;1;0;0;0
15;"A Coruña";30;"Coruña, A";1;6;U;754;568;7;5;183;194;83;64;22;5;2;1;0;0;2;0;1
15;"A Coruña";30;"Coruña, A";1;8;A;606;492;5;2;211;128;62;62;11;5;5;0;0;1;0;0;1
15;"A Coruña";30;"Coruña, A";1;8;B;547;443;5;6;174;135;56;45;12;4;4;0;0;0;3;0;0
15;"A Coruña";30;"Coruña, A";1;12;U;960;733;10;4;365;157;77;88;19;4;4;2;1;1;2;0;0
15;"A Coruña";30;"Coruña, A";2;6;B;600;458;11;3;155;133;93;35;16;6;1;1;2;1;1;0;0
15;"A Coruña";30;"Coruña, A";2;8;B;845;664;6;9;179;243;125;57;31;8;4;1;0;0;1;0;0
15;"A Coruña";30;"Coruña, A";2;9;A;687;543;7;8;149;182;108;56;17;7;4;4;1;0;0;0;0
15;"A Coruña";30;"Coruña, A";2;11;U;842;644;9;6;173;229;117;70;22;11;4;1;0;2;0;0;0
15;"A Coruña";30;"Coruña, A";2;21;B;733;570;4;3;149;190;115;76;21;6;3;2;0;1;1;0;0
15;"A Coruña";30;"Coruña, A";2;22;B;726;595;6;7;135;209;114;78;32;7;1;1;1;1;3;0;0
15;"A Coruña";30;"Coruña, A";3;1;U;744;629;10;16;363;97;47;80;8;3;4;1;0;0;1;0;0
15;"A Coruña";30;"Coruña, A";3;3;A;622;487;5;2;260;76;55;67;11;3;2;2;0;0;4;0;0
15;"A Coruña";30;"Coruña, A";3;13;A;599;445;11;1;136;125;99;44;15;4;2;4;1;2;1;0;0
15;"A Coruña";30;"Coruña, A";3;16;A;796;636;4;2;284;137;89;98;12;1;2;1;0;0;6;0;0
15;"A Coruña";30;"Coruña, A";3;16;B;732;613;8;12;253;132;109;71;16;4;4;1;0;1;3;0;0
15;"A Coruña";1;Abegondo;2;1;U;629;463;4;7;186;113;88;27;26;1;1;2;6;2;0;0;0
