cod_provincia;provincia;cod_municipio;municipio;distrito;seccion;mesa;censo;"votos totais";branco;nulos;PSdeG-PSOE;PP;PODEMOS-EU-;Cs;BNG;VOX;"EN MAREA";PACMA;"RECORTES CE";CxG;PCOE;PCTG;EB;VOU;PUM+J;"C 21"
15;"A Coruña";36;Ferrol;1;3;B;812;642;10;11;220;164;97;68;29;32;4;5;0;1;1;0;0;0;0;0
15;"A Coruña";36;Ferrol;1;5;U;792;440;0;1;158;90;102;34;14;26;6;3;2;1;1;2;0;0;0;0
15;"A Coruña";36;Ferrol;1;6;B;808;636;8;4;203;119;112;86;49;37;2;9;4;1;1;1;0;0;0;0
15;"A Coruña";36;Ferrol;2;1;B;521;386;10;3;107;100;52;54;18;33;1;3;3;0;2;0;0;0;0;0
15;"A Coruña";36;Ferrol;2;4;A;529;394;5;3;113;110;37;73;20;31;0;2;0;0;0;0;0;0;0;0
15;"A Coruña";36;Ferrol;2;4;B;515;386;8;3;124;104;46;38;18;37;3;4;0;1;0;0;0;0;0;0
15;"A Coruña";36;Ferrol;2;8;B;530;431;5;1;105;137;50;66;20;39;2;4;0;1;0;1;0;0;0;0
15;"A Coruña";36;Ferrol;2;9;U;675;487;9;6;161;109;82;61;21;27;2;2;0;2;2;3;0;0;0;0
15;"A Coruña";36;Ferrol;2;10;A;685;486;2;5;155;99;99;54;22;37;4;6;0;2;0;1;0;0;0;0
15;"A Coruña";36;Ferrol;2;10;B;558;399;1;6;130;78;71;61;17;27;2;2;1;0;3;0;0;0;0;0
15;"A Coruña";36;Ferrol;2;12;A;543;383;4;4;139;70;69;54;20;14;1;7;0;0;0;1;0;0;0;0
15;"A Coruña";36;Ferrol;2;12;B;464;328;10;3;104;69;57;48;15;14;3;2;1;2;0;0;0;0;0;0
15;"A Coruña";36;Ferrol;2;13;U;858;594;15;4;190;127;103;73;35;31;7;6;1;1;1;0;0;0;0;0
15;"A Coruña";36;Ferrol;2;14;A;566;390;7;5;111;97;62;47;20;36;2;1;0;1;1;0;0;0;0;0
15;"A Coruña";36;Ferrol;2;15;A;543;401;9;7;134;89;57;46;25;23;3;4;1;0;2;1;0;0;0;0
15;"A Coruña";36;Ferrol;2;16;U;889;652;6;14;217;165;106;72;17;41;2;5;3;1;2;1;0;0;0;0
15;"A Coruña";36;Ferrol;4;2;U;654;485;5;7;122;143;72;64;10;51;2;8;0;1;0;0;0;0;0;0
15;"A Coruña";36;Ferrol;4;3;U;750;601;4;3;159;163;83;106;28;52;0;1;0;1;0;1;0;0;0;0
15;"A Coruña";36;Ferrol;5;1;U;812;591;6;6;147;170;71;75;22;77;5;9;0;0;3;0;0;0;0;0
15;"A Coruña";36;Ferrol;5;2;B;567;421;12;2;104;110;72;54;13;42;3;4;3;0;1;1;0;0;0;0
15;"A Coruña";36;Ferrol;5;3;U;933;731;12;4;239;144;158;71;35;42;9;10;1;3;2;1;0;0;0;0
15;"A Coruña";36;Ferrol;6;1;A;722;423;5;3;181;59;85;37;16;23;3;6;2;2;0;1;0;0;0;0
15;"A Coruña";36;Ferrol;6;3;U;806;556;14;6;166;135;100;77;10;36;2;5;1;1;1;2;0;0;0;0
15;"A Coruña";36;Ferrol;6;4;B;473;337;4;7;159;53;56;23;6;13;7;8;1;0;0;0;0;0;0;0
15;"A Coruña";36;Ferrol;6;6;B;511;358;1;2;129;73;68;35;11;26;3;4;2;0;4;0;0;0;0;0
15;"A Coruña";36;Ferrol;6;8;U;606;421;4;3;128;115;78;39;20;18;2;11;0;0;2;1;0;0;0;0
15;"A Coruña";36;Ferrol;6;9;B;365;262;1;2;94;48;63;21;8;10;2;8;2;0;3;0;0;0;0;0
15;"A Coruña";36;Ferrol;6;15;U;842;611;5;2;221;139;97;65;37;30;8;5;0;1;0;1;0;0;0;0
15;"A Coruña";36;Ferrol;7;4;U;773;510;3;2;175;136;89;44;19;35;2;3;0;1;1;0;0;0;0;0
15;"A Coruña";36;Ferrol;7;6;A;702;410;12;5;121;77;97;49;16;17;3;2;5;2;3;1;0;0;0;0
15;"A Coruña";36;Ferrol;7;8;A;534;396;5;6;119;73;69;65;18;29;4;5;0;2;0;1;0;0;0;0
15;"A Coruña";36;Ferrol;8;1;B;521;337;2;2;130;53;66;42;14;23;1;2;0;0;1;1;0;0;0;0
15;"A Coruña";36;Ferrol;8;2;A;437;299;3;6;110;53;47;29;21;20;3;6;0;0;0;1;0;0;0;0
15;"A Coruña";36;Ferrol;8;5;B;392;259;1;6;104;45;37;27;9;25;2;2;0;1;0;0;0;0;0;0
15;"A Coruña";36;Ferrol;8;6;A;323;245;4;1;94;56;44;16;11;14;2;3;0;0;0;0;0;0;0;0
15;"A Coruña";36;Ferrol;8;8;U;760;541;14;3;158;122;111;52;27;40;3;6;3;1;0;1;0;0;0;0
15;"A Coruña";37;Fisterra;1;1;A;541;356;4;6;112;81;65;33;32;12;3;3;1;0;4;0;0;0;0;0
15;"A Coruña";37;Fisterra;1;2;U;650;464;3;5;143;122;70;40;49;25;2;2;2;0;0;1;0;0;0;0
15;"A Coruña";37;Fisterra;1;5;U;639;410;1;5;110;160;51;28;30;21;1;2;0;1;0;0;0;0;0;0
15;"A Coruña";38;Frades;1;1;B;243;143;4;2;49;50;8;10;8;10;1;0;0;0;1;0;0;0;0;0
15;"A Coruña";38;Frades;2;1;B;455;309;9;9;76;103;36;15;35;18;3;3;0;0;0;2;0;0;0;0
15;"A Coruña";39;Irixoa;1;1;D;312;212;0;6;63;82;18;14;16;10;1;2;0;0;0;0;0;0;0;0
15;"A Coruña";40;Laxe;1;1;A;696;538;7;12;159;170;69;49;31;29;6;3;1;0;1;1;0;0;0;0
15;"A Coruña";40;Laxe;2;1;A;447;335;3;3;112;153;21;13;12;16;1;0;0;0;1;0;0;0;0;0
15;"A Coruña";41;"Laracha, A";1;1;U;940;669;11;12;224;229;64;53;25;34;7;8;0;0;0;2;0;0;0;0
15;"A Coruña";41;"Laracha, A";1;3;B;227;157;2;4;47;74;12;10;1;7;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";41;"Laracha, A";1;5;A;207;165;2;3;38;88;9;6;8;6;4;1;0;0;0;0;0;0;0;0
15;"A Coruña";41;"Laracha, A";1;6;B;521;395;5;10;109;137;56;31;24;13;3;2;2;2;0;1;0;0;0;0
15;"A Coruña";41;"Laracha, A";1;9;B;530;394;6;4;121;118;77;24;28;5;5;4;0;0;2;0;0;0;0;0
15;"A Coruña";41;"Laracha, A";1;11;A;729;543;4;9;162;108;98;70;48;22;14;3;0;1;4;0;0;0;0;0
15;"A Coruña";41;"Laracha, A";1;11;B;758;589;6;16;186;119;104;64;45;32;6;6;1;1;2;1;0;0;0;0
15;"A Coruña";42;Lousame;2;1;B;333;221;1;2;54;96;22;23;11;5;5;1;0;1;0;0;0;0;0;0
15;"A Coruña";43;"Malpica de Bergantiños";1;1;A;478;374;0;11;139;83;55;30;32;17;2;2;0;1;1;1;0;0;0;0
15;"A Coruña";43;"Malpica de Bergantiños";1;1;B;592;444;4;4;123;118;79;45;33;25;5;1;1;0;5;1;0;0;0;0
15;"A Coruña";43;"Malpica de Bergantiños";1;1;C;627;463;6;11;127;119;79;56;37;22;0;4;2;0;0;0;0;0;0;0
15;"A Coruña";43;"Malpica de Bergantiños";2;1;B;491;354;4;5;86;136;31;39;30;16;2;2;0;1;2;0;0;0;0;0
15;"A Coruña";43;"Malpica de Bergantiños";2;2;U;688;513;3;7;190;162;46;45;31;21;1;6;0;0;1;0;0;0;0;0
15;"A Coruña";44;Mañón;1;1;A;292;201;2;1;53;118;8;4;4;8;2;0;0;0;1;0;0;0;0;0
15;"A Coruña";44;Mañón;1;1;B;704;520;1;11;164;160;66;45;38;22;4;4;2;1;2;0;0;0;0;0
15;"A Coruña";44;Mañón;1;1;C;213;168;1;1;36;94;10;9;5;11;0;1;0;0;0;0;0;0;0;0
15;"A Coruña";45;Mazaricos;1;6;A;259;168;2;1;73;51;16;9;15;1;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";46;Melide;1;4;C;182;135;3;5;23;73;13;6;5;5;1;0;0;0;1;0;0;0;0;0
15;"A Coruña";46;Melide;1;5;A;760;608;7;13;157;219;45;69;39;43;6;5;1;0;3;1;0;0;0;0
15;"A Coruña";46;Melide;1;7;B;569;406;3;12;96;124;59;35;44;23;2;4;0;1;2;1;0;0;0;0
15;"A Coruña";47;Mesía;1;2;B;401;284;6;6;116;86;26;24;10;3;2;3;0;2;0;0;0;0;0;0
15;"A Coruña";47;Mesía;1;3;A;342;224;10;5;61;86;17;17;11;9;4;1;2;1;0;0;0;0;0;0
15;"A Coruña";47;Mesía;1;3;B;232;157;1;0;32;68;6;19;17;8;2;1;0;0;3;0;0;0;0;0
15;"A Coruña";47;Mesía;1;3;C;466;322;2;7;110;106;30;25;22;15;2;1;0;2;0;0;0;0;0;0
15;"A Coruña";48;Miño;1;1;A;544;398;3;3;124;90;74;53;22;24;2;1;0;2;0;0;0;0;0;0
15;"A Coruña";48;Miño;1;1;B;498;360;2;5;111;80;67;44;21;17;8;2;2;0;1;0;0;0;0;0
15;"A Coruña";29;Coristanco;1;2;A;316;198;3;4;50;87;17;12;12;6;4;0;0;0;2;1;0;0;0;0
15;"A Coruña";30;"Coruña, A";1;5;A;605;467;4;5;110;141;63;67;5;56;12;3;0;1;0;0;0;0;0;0
15;"A Coruña";30;"Coruña, A";1;7;A;726;438;3;5;128;129;59;54;14;35;2;5;2;2;0;0;0;0;0;0
15;"A Coruña";30;"Coruña, A";2;20;A;527;403;1;4;158;64;86;34;25;19;4;8;0;0;0;0;0;0;0;0
15;"A Coruña";30;"Coruña, A";3;5;B;526;448;10;2;73;149;43;93;21;50;2;2;2;0;1;0;0;0;0;0
15;"A Coruña";30;"Coruña, A";4;5;U;990;685;2;7;244;171;86;80;35;41;8;6;1;0;2;2;0;0;0;0
15;"A Coruña";30;"Coruña, A";4;28;A;539;387;2;4;163;73;65;36;18;14;2;5;0;5;0;0;0;0;0;0
15;"A Coruña";30;"Coruña, A";5;8;B;797;503;3;4;170;101;85;61;29;29;11;6;1;1;2;0;0;0;0;0
15;"A Coruña";30;"Coruña, A";6;2;A;644;448;0;5;149;92;82;47;28;23;6;11;2;0;3;0;0;0;0;0
15;"A Coruña";30;"Coruña, A";6;4;U;648;444;4;5;129;114;60;60;29;34;2;4;0;0;3;0;0;0;0;0
15;"A Coruña";30;"Coruña, A";6;9;A;576;414;3;2;150;90;76;57;12;18;1;4;0;1;0;0;0;0;0;0
15;"A Coruña";30;"Coruña, A";6;15;B;477;347;6;2;122;68;60;44;17;14;5;5;3;0;0;1;0;0;0;0
15;"A Coruña";30;"Coruña, A";7;1;A;605;437;11;8;141;84;78;56;18;29;2;8;1;0;1;0;0;0;0;0
15;"A Coruña";30;"Coruña, A";7;18;B;487;386;3;3;155;85;52;47;13;15;5;5;0;1;1;1;0;0;0;0
15;"A Coruña";30;"Coruña, A";7;19;U;902;697;8;12;250;118;118;88;39;41;11;8;1;0;3;0;0;0;0;0
15;"A Coruña";30;"Coruña, A";7;29;U;875;684;11;13;196;180;85;109;36;39;4;6;1;3;1;0;0;0;0;0
15;"A Coruña";30;"Coruña, A";7;30;B;565;441;5;10;186;80;60;36;20;29;5;7;0;0;1;2;0;0;0;0
15;"A Coruña";30;"Coruña, A";7;35;A;707;536;5;5;177;105;87;83;33;28;2;8;2;0;1;0;0;0;0;0
15;"A Coruña";30;"Coruña, A";7;36;A;1053;828;8;8;231;155;159;137;45;65;8;9;0;2;1;0;0;0;0;0
15;"A Coruña";30;"Coruña, A";8;2;B;785;592;11;6;203;104;109;75;31;36;5;8;0;1;3;0;0;0;0;0
15;"A Coruña";30;"Coruña, A";8;7;U;705;482;5;4;158;69;73;80;30;47;10;3;1;0;0;2;0;0;0;0
15;"A Coruña";30;"Coruña, A";9;3;A;884;722;9;4;221;80;155;139;42;47;6;9;4;4;2;0;0;0;0;0
15;"A Coruña";30;"Coruña, A";9;3;B;804;642;8;17;201;66;129;113;54;34;7;8;0;1;2;2;0;0;0;0
15;"A Coruña";30;"Coruña, A";10;1;B;426;261;4;2;85;43;60;31;13;13;0;8;0;0;2;0;0;0;0;0
15;"A Coruña";30;"Coruña, A";10;5;B;838;669;13;7;213;121;95;112;54;36;8;4;6;0;0;0;0;0;0;0
15;"A Coruña";31;Culleredo;1;5;B;697;537;8;3;228;63;96;76;23;27;3;7;1;1;1;0;0;0;0;0
15;"A Coruña";31;Culleredo;2;1;B;668;488;7;3;181;81;93;59;24;28;5;5;0;0;2;0;0;0;0;0
15;"A Coruña";31;Culleredo;2;6;A;779;597;9;7;214;80;134;74;22;36;9;6;1;1;4;0;0;0;0;0
15;"A Coruña";31;Culleredo;2;9;U;940;729;8;9;233;102;135;132;43;48;9;7;2;0;1;0;0;0;0;0
15;"A Coruña";31;Culleredo;3;1;B;608;453;4;5;166;95;59;67;19;24;4;7;3;0;0;0;0;0;0;0
15;"A Coruña";31;Culleredo;3;3;A;237;162;2;2;45;44;16;18;14;15;5;1;0;0;0;0;0;0;0;0
15;"A Coruña";32;Curtis;2;1;A;424;288;7;15;55;160;15;12;11;9;2;1;0;1;0;0;0;0;0;0
15;"A Coruña";33;Dodro;1;3;B;227;165;4;1;36;80;10;8;10;11;5;0;0;0;0;0;0;0;0;0
15;"A Coruña";34;Dumbría;1;1;B;386;253;0;3;162;40;25;6;8;6;1;0;0;0;2;0;0;0;0;0
15;"A Coruña";34;Dumbría;1;2;U;563;366;0;2;186;58;37;19;29;22;5;3;1;1;2;1;0;0;0;0
15;"A Coruña";30;"Coruña, A";3;4;U;820;658;0;4;198;130;128;103;26;47;7;14;0;0;1;0;0;0;0;0
15;"A Coruña";30;"Coruña, A";3;16;B;754;624;3;4;181;160;63;110;35;56;4;6;1;0;1;0;0;0;0;0
15;"A Coruña";30;"Coruña, A";5;3;A;624;500;5;1;126;150;46;110;16;42;3;1;0;0;0;0;0;0;0;0
15;"A Coruña";30;"Coruña, A";6;23;A;518;376;3;6;124;81;55;50;21;25;7;3;0;0;0;1;0;0;0;0
15;"A Coruña";30;"Coruña, A";7;11;A;623;495;4;1;170;90;94;60;35;24;7;4;3;1;0;2;0;0;0;0
15;"A Coruña";30;"Coruña, A";7;14;B;725;539;3;4;193;87;108;72;21;38;4;6;2;0;1;0;0;0;0;0
15;"A Coruña";30;"Coruña, A";7;16;U;937;698;10;7;282;130;108;72;31;31;13;7;1;1;4;1;0;0;0;0
15;"A Coruña";30;"Coruña, A";7;20;A;613;511;7;5;164;97;69;91;35;32;5;1;4;0;1;0;0;0;0;0
15;"A Coruña";30;"Coruña, A";8;5;A;882;634;3;6;201;146;96;87;30;44;6;8;1;3;3;0;0;0;0;0
15;"A Coruña";30;"Coruña, A";9;4;A;960;718;7;9;258;47;173;91;43;57;8;14;5;1;4;1;0;0;0;0
15;"A Coruña";30;"Coruña, A";9;6;U;558;421;8;2;131;42;80;81;40;28;3;5;1;0;0;0;0;0;0;0
15;"A Coruña";31;Culleredo;2;1;A;604;467;8;7;160;54;111;67;22;28;3;2;4;0;1;0;0;0;0;0
15;"A Coruña";31;Culleredo;3;2;A;450;339;3;2;109;57;51;60;20;22;3;7;3;0;1;1;0;0;0;0
15;"A Coruña";31;Culleredo;3;2;B;546;406;5;5;176;79;55;42;15;22;4;1;0;1;1;0;0;0;0;0
15;"A Coruña";31;Culleredo;3;2;C;313;256;4;0;94;57;35;31;17;15;1;0;1;0;1;0;0;0;0;0
15;"A Coruña";35;Fene;1;3;A;285;223;6;4;71;58;30;18;20;10;3;3;0;0;0;0;0;0;0;0
15;"A Coruña";30;"Coruña, A";5;11;B;352;228;1;2;70;47;33;30;5;25;9;5;0;0;1;0;0;0;0;0
15;"A Coruña";30;"Coruña, A";6;21;U;750;528;9;10;172;117;84;70;22;24;6;13;0;0;1;0;0;0;0;0
15;"A Coruña";30;"Coruña, A";7;6;A;709;502;7;4;186;103;97;47;26;26;3;1;0;2;0;0;0;0;0;0
15;"A Coruña";30;"Coruña, A";7;17;U;632;495;9;3;168;115;70;68;24;21;6;6;1;1;2;1;0;0;0;0
15;"A Coruña";30;"Coruña, A";7;42;B;822;659;7;7;218;148;83;98;20;70;5;3;0;0;0;0;0;0;0;0
15;"A Coruña";33;Dodro;1;1;B;508;388;3;5;112;130;55;22;31;20;2;3;3;1;0;1;0;0;0;0
15;"A Coruña";34;Dumbría;2;1;U;625;410;2;5;158;151;22;26;13;26;3;3;0;1;0;0;0;0;0;0
15;"A Coruña";35;Fene;1;7;B;604;443;7;11;127;52;107;61;42;20;3;8;3;1;1;0;0;0;0;0
15;"A Coruña";35;Fene;2;1;A;751;526;6;12;175;111;85;51;42;27;7;8;1;1;0;0;0;0;0;0
15;"A Coruña";36;Ferrol;1;4;U;672;436;5;7;124;100;88;51;19;24;8;7;1;1;1;0;0;0;0;0
15;"A Coruña";36;Ferrol;1;6;A;739;558;10;4;170;102;116;75;34;35;4;6;0;0;1;1;0;0;0;0
15;"A Coruña";36;Ferrol;2;1;A;559;399;6;1;110;113;53;50;16;39;4;6;0;0;1;0;0;0;0;0
15;"A Coruña";30;"Coruña, A";8;1;A;556;406;5;1;168;74;62;50;18;18;5;3;1;0;1;0;0;0;0;0
15;"A Coruña";35;Fene;1;8;U;674;499;4;7;193;75;95;50;47;14;2;4;3;3;0;2;0;0;0;0
15;"A Coruña";35;Fene;2;2;U;928;657;7;7;198;151;103;62;86;29;3;6;2;0;3;0;0;0;0;0
15;"A Coruña";36;Ferrol;1;3;A;725;564;5;6;169;159;84;81;20;27;5;5;1;0;2;0;0;0;0;0
15;"A Coruña";36;Ferrol;2;3;U;702;527;5;6;131;152;62;63;28;67;4;4;2;0;2;1;0;0;0;0
15;"A Coruña";36;Ferrol;2;5;A;646;457;9;6;133;108;80;67;19;24;5;4;0;0;1;1;0;0;0;0
15;"A Coruña";36;Ferrol;2;5;B;540;368;5;3;114;83;79;38;20;16;2;4;2;1;1;0;0;0;0;0
15;"A Coruña";36;Ferrol;2;6;U;582;440;5;7;104;140;47;54;20;54;2;3;2;1;1;0;0;0;0;0
15;"A Coruña";36;Ferrol;2;11;U;915;673;8;4;234;141;122;84;31;29;9;3;4;2;0;2;0;0;0;0
15;"A Coruña";36;Ferrol;2;14;B;476;334;5;6;114;60;66;44;11;20;4;0;0;2;2;0;0;0;0;0
15;"A Coruña";36;Ferrol;3;1;U;509;380;4;4;89;113;55;55;15;36;0;8;0;0;0;1;0;0;0;0
15;"A Coruña";36;Ferrol;3;3;U;833;639;9;5;176;133;127;83;35;58;2;7;2;0;2;0;0;0;0;0
15;"A Coruña";36;Ferrol;3;4;U;918;679;10;4;187;181;103;102;33;45;2;9;0;0;2;1;0;0;0;0
15;"A Coruña";36;Ferrol;4;1;U;656;453;3;9;109;157;60;50;16;40;6;2;0;1;0;0;0;0;0;0
15;"A Coruña";36;Ferrol;5;4;U;840;641;6;6;184;155;94;85;31;62;8;7;1;0;2;0;0;0;0;0
15;"A Coruña";36;Ferrol;6;1;B;615;370;5;9;135;55;74;34;22;22;7;4;1;0;0;2;0;0;0;0
15;"A Coruña";36;Ferrol;6;6;A;550;382;1;5;137;61;83;41;11;25;9;8;1;0;0;0;0;0;0;0
15;"A Coruña";36;Ferrol;6;9;A;441;336;0;2;73;99;53;50;18;36;4;1;0;0;0;0;0;0;0;0
15;"A Coruña";36;Ferrol;6;14;B;565;468;5;7;154;108;76;60;26;23;1;5;1;2;0;0;0;0;0;0
15;"A Coruña";36;Ferrol;6;17;A;574;446;4;1;156;101;65;66;20;22;4;4;0;0;3;0;0;0;0;0
15;"A Coruña";36;Ferrol;6;17;B;524;401;15;5;110;82;77;64;10;29;4;5;0;0;0;0;0;0;0;0
15;"A Coruña";36;Ferrol;7;1;A;671;500;4;6;173;108;82;65;24;25;4;6;2;0;1;0;0;0;0;0
15;"A Coruña";36;Ferrol;7;1;B;643;462;7;2;152;111;72;57;27;24;4;4;0;0;1;1;0;0;0;0
15;"A Coruña";36;Ferrol;7;2;U;842;611;9;6;226;119;117;67;30;22;6;9;0;0;0;0;0;0;0;0
15;"A Coruña";36;Ferrol;7;5;B;559;355;5;3;84;98;53;54;22;20;6;6;0;0;2;2;0;0;0;0
15;"A Coruña";36;Ferrol;7;6;B;642;409;6;5;147;75;80;35;21;20;3;8;4;0;4;1;0;0;0;0
15;"A Coruña";36;Ferrol;8;1;A;619;449;6;7;164;76;89;51;21;26;2;7;0;0;0;0;0;0;0;0
15;"A Coruña";36;Ferrol;8;2;B;589;379;5;1;138;86;63;42;12;24;2;2;1;0;3;0;0;0;0;0
15;"A Coruña";36;Ferrol;8;3;U;872;566;11;12;176;113;121;49;22;37;5;10;0;0;5;5;0;0;0;0
15;"A Coruña";36;Ferrol;8;5;A;287;195;4;0;84;26;38;12;11;10;6;2;0;0;0;2;0;0;0;0
15;"A Coruña";36;Ferrol;8;6;B;389;276;1;0;100;67;54;15;14;19;2;3;0;0;1;0;0;0;0;0
15;"A Coruña";36;Ferrol;8;7;A;349;225;0;7;43;82;21;19;14;35;0;1;0;0;2;1;0;0;0;0
15;"A Coruña";38;Frades;1;1;C;498;350;7;4;144;99;33;16;30;14;1;0;0;0;2;0;0;0;0;0
15;"A Coruña";39;Irixoa;1;1;A;310;244;2;9;63;97;23;22;11;11;1;3;1;0;0;1;0;0;0;0
15;"A Coruña";39;Irixoa;1;1;C;258;194;5;5;61;74;13;10;12;13;0;0;0;1;0;0;0;0;0;0
15;"A Coruña";41;"Laracha, A";1;2;U;735;587;20;14;143;212;52;58;45;28;6;7;0;0;2;0;0;0;0;0
15;"A Coruña";41;"Laracha, A";1;3;A;393;279;4;8;70;103;42;19;20;6;1;2;2;0;1;1;0;0;0;0
15;"A Coruña";41;"Laracha, A";1;4;U;484;356;4;6;116;126;44;12;30;4;2;8;0;0;4;0;0;0;0;0
15;"A Coruña";41;"Laracha, A";1;7;U;642;501;6;13;135;256;35;15;18;10;6;1;1;0;3;2;0;0;0;0
15;"A Coruña";41;"Laracha, A";1;9;A;510;377;3;4;90;130;65;43;23;11;4;1;1;1;1;0;0;0;0;0
15;"A Coruña";42;Lousame;2;1;C;407;252;6;8;54;111;26;16;7;10;9;3;0;1;1;0;0;0;0;0
15;"A Coruña";45;Mazaricos;1;2;B;523;310;1;9;77;153;9;28;21;12;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";45;Mazaricos;1;3;U;567;380;2;4;78;190;32;19;37;10;3;2;1;1;1;0;0;0;0;0
15;"A Coruña";45;Mazaricos;1;5;U;678;365;0;2;76;166;34;25;44;17;0;0;1;0;0;0;0;0;0;0
15;"A Coruña";46;Melide;1;2;B;637;475;9;12;123;151;52;56;36;25;2;3;1;2;3;0;0;0;0;0
15;"A Coruña";46;Melide;1;3;U;576;416;1;12;121;148;36;26;46;14;5;2;3;0;2;0;0;0;0;0
15;"A Coruña";46;Melide;1;4;B;262;208;3;5;46;104;21;3;15;5;2;1;0;1;2;0;0;0;0;0
15;"A Coruña";46;Melide;1;5;B;307;232;1;10;53;123;17;9;9;6;3;1;0;0;0;0;0;0;0;0
15;"A Coruña";47;Mesía;1;1;A;274;189;2;7;65;63;22;10;9;9;1;0;0;1;0;0;0;0;0;0
15;"A Coruña";47;Mesía;1;2;A;253;160;1;0;57;52;17;11;8;9;3;1;0;0;1;0;0;0;0;0
15;"A Coruña";48;Miño;1;3;B;612;464;5;8;167;81;80;65;28;24;2;3;0;0;1;0;0;0;0;0
15;"A Coruña";48;Miño;2;2;A;953;728;5;8;185;198;103;90;37;79;5;14;2;0;0;2;0;0;0;0
15;"A Coruña";49;Moeche;1;1;B;298;242;1;1;54;88;16;14;60;5;3;0;0;0;0;0;0;0;0;0
15;"A Coruña";49;Moeche;1;2;B;332;230;2;6;35;100;12;5;63;4;1;0;0;0;1;1;0;0;0;0
15;"A Coruña";50;Monfero;1;3;B;221;138;2;0;47;59;7;5;7;8;0;0;0;0;2;1;0;0;0;0
15;"A Coruña";51;Mugardos;2;1;A;532;382;7;7;100;87;76;46;32;19;2;4;0;0;0;2;0;0;0;0
15;"A Coruña";51;Mugardos;2;1;B;423;303;1;3;112;72;53;25;18;12;5;1;0;1;0;0;0;0;0;0
15;"A Coruña";52;Muxía;1;1;B;640;489;6;2;186;122;62;32;35;35;4;3;0;1;1;0;0;0;0;0
15;"A Coruña";52;Muxía;1;2;U;696;500;6;5;199;167;45;19;25;20;5;7;1;0;1;0;0;0;0;0
15;"A Coruña";52;Muxía;1;3;A;283;205;2;4;94;52;13;14;11;14;0;1;0;0;0;0;0;0;0;0
15;"A Coruña";52;Muxía;1;4;A;364;252;0;6;95;98;20;14;4;13;0;0;1;0;0;1;0;0;0;0
15;"A Coruña";52;Muxía;1;5;A;323;214;6;4;73;90;16;11;3;9;0;1;1;0;0;0;0;0;0;0
15;"A Coruña";52;Muxía;1;5;B;294;165;2;13;53;68;5;11;7;5;0;1;0;0;0;0;0;0;0;0
15;"A Coruña";54;Narón;1;1;B;462;315;7;5;107;51;80;29;11;13;2;7;0;0;2;1;0;0;0;0
15;"A Coruña";54;Narón;2;1;U;751;506;8;4;189;121;73;53;21;29;2;5;1;0;0;0;0;0;0;0
15;"A Coruña";54;Narón;2;2;U;671;435;3;4;155;97;62;57;27;17;4;8;0;1;0;0;0;0;0;0
15;"A Coruña";54;Narón;2;3;A;707;473;6;2;138;121;72;74;30;22;2;2;3;0;1;0;0;0;0;0
15;"A Coruña";54;Narón;2;3;B;839;567;17;6;186;111;83;64;57;33;3;2;1;1;2;1;0;0;0;0
15;"A Coruña";54;Narón;3;1;A;361;231;6;3;80;55;23;13;41;7;1;1;0;0;1;0;0;0;0;0
15;"A Coruña";54;Narón;3;1;B;624;375;5;11;111;100;62;17;40;16;3;6;2;0;1;1;0;0;0;0
15;"A Coruña";54;Narón;3;2;U;794;519;6;13;152;147;80;35;37;30;7;6;3;1;2;0;0;0;0;0
15;"A Coruña";54;Narón;4;2;B;829;571;12;11;168;120;110;68;33;34;4;8;1;1;1;0;0;0;0;0
15;"A Coruña";54;Narón;4;3;A;663;474;9;6;146;126;64;61;21;28;5;4;2;2;0;0;0;0;0;0
15;"A Coruña";54;Narón;4;3;B;561;380;7;6;135;98;47;41;23;11;5;7;0;0;0;0;0;0;0;0
15;"A Coruña";54;Narón;4;4;U;901;621;3;2;210;141;94;97;32;29;2;6;0;3;0;2;0;0;0;0
15;"A Coruña";54;Narón;4;6;A;482;347;3;7;117;57;73;42;22;19;2;3;1;0;1;0;0;0;0;0
15;"A Coruña";54;Narón;4;6;B;562;403;4;4;143;75;77;49;25;19;1;5;0;0;0;1;0;0;0;0
15;"A Coruña";54;Narón;4;7;U;750;477;4;4;114;95;117;84;20;29;2;5;2;0;0;1;0;0;0;0
15;"A Coruña";54;Narón;4;8;U;908;586;14;13;157;119;117;80;33;37;5;7;1;0;3;0;0;0;0;0
15;"A Coruña";54;Narón;4;9;U;872;571;10;12;185;88;102;71;33;52;5;10;0;1;1;1;0;0;0;0
15;"A Coruña";54;Narón;4;10;A;628;430;11;5;134;69;79;78;10;28;4;10;0;0;1;1;0;0;0;0
15;"A Coruña";54;Narón;4;11;A;961;564;5;9;179;140;110;55;24;23;2;10;0;1;3;3;0;0;0;0
15;"A Coruña";54;Narón;4;12;A;502;344;4;8;114;79;72;36;10;17;1;3;0;0;0;0;0;0;0;0
15;"A Coruña";54;Narón;4;13;A;756;545;6;6;172;82;128;85;3;47;1;8;4;2;0;1;0;0;0;0
15;"A Coruña";54;Narón;4;14;B;511;359;6;6;135;50;70;45;22;17;2;3;0;1;2;0;0;0;0;0
15;"A Coruña";54;Narón;4;15;A;634;456;5;7;123;105;85;77;22;21;1;7;1;2;0;0;0;0;0;0
