cod_provincia;provincia;cod_municipio;municipio;distrito;seccion;mesa;censo;"votos totais";branco;nulos;PSdeG-PSOE;PP;PODEMOS-EU-;Cs;BNG;VOX;"EN MAREA";PACMA;"RECORTES CE";CxG;PCOE;PCTG;EB;VOU;PUM+J;"C 21"
32;Ourense;18;"Carballeda de Avia";1;1;C;387;327;1;3;176;98;11;15;5;13;4;1;0;0;0;0;0;0;0;0
32;Ourense;19;"Carballiño, O";1;1;A;664;467;5;6;130;182;43;53;14;21;3;8;0;0;0;1;0;0;1;0
32;Ourense;19;"Carballiño, O";1;2;A;832;621;8;10;156;212;66;91;25;38;6;3;1;1;0;1;0;2;1;0
32;Ourense;19;"Carballiño, O";1;3;A;690;486;4;4;155;150;34;80;16;33;3;3;0;2;0;0;0;2;0;0
32;Ourense;19;"Carballiño, O";1;5;A;877;616;6;14;188;225;39;59;21;50;9;3;0;0;0;1;0;0;1;0
32;Ourense;19;"Carballiño, O";1;6;A;512;371;5;9;96;160;22;38;12;22;4;2;0;0;0;0;0;1;0;0
32;Ourense;19;"Carballiño, O";2;1;B;345;252;2;2;75;120;9;15;13;9;3;2;0;0;0;2;0;0;0;0
27;Lugo;1;Abadín;1;3;A;405;241;3;7;41;130;20;9;9;21;1;0;0;0;0;0;0;0;0;0
27;Lugo;16;Chantada;1;4;B;310;218;4;2;62;115;10;10;4;7;3;0;0;1;0;0;0;0;0;0
27;Lugo;21;Xermade;1;1;A;528;375;7;11;112;152;29;25;22;12;4;1;0;0;0;0;0;0;0;0
27;Lugo;28;Lugo;2;6;B;748;563;6;3;214;135;59;68;24;33;12;8;1;0;0;0;0;0;0;0
27;Lugo;28;Lugo;5;19;B;670;506;8;5;147;119;70;81;21;42;5;2;3;1;0;2;0;0;0;0
27;Lugo;28;Lugo;7;1;B;226;165;1;1;60;79;9;5;3;4;3;0;0;0;0;0;0;0;0;0
27;Lugo;31;"Monforte de Lemos";1;2;B;520;382;6;6;129;107;49;49;10;15;4;1;3;2;0;1;0;0;0;0
27;Lugo;31;"Monforte de Lemos";2;3;B;518;370;4;5;125;93;40;39;16;31;10;3;2;1;0;1;0;0;0;0
27;Lugo;31;"Monforte de Lemos";3;2;A;340;231;1;3;98;63;26;17;6;13;3;1;0;0;0;0;0;0;0;0
27;Lugo;32;Monterroso;1;1;A;841;624;4;11;198;202;58;68;35;39;6;2;0;1;0;0;0;0;0;0
27;Lugo;32;Monterroso;2;1;B;249;178;2;5;45;77;16;14;9;10;0;0;0;0;0;0;0;0;0;0
27;Lugo;33;Muras;1;1;A;382;283;0;5;99;111;28;2;22;11;3;2;0;0;0;0;0;0;0;0
27;Lugo;37;"Nogais, As";1;1;A;478;351;6;3;108;176;19;11;7;21;0;0;0;0;0;0;0;0;0;0
27;Lugo;37;"Nogais, As";1;1;B;539;408;4;8;136;190;20;11;6;29;1;2;0;0;0;1;0;0;0;0
27;Lugo;39;"Outeiro de Rei";1;1;A;889;667;9;9;160;238;78;46;54;56;5;8;3;1;0;0;0;0;0;0
27;Lugo;26;Láncara;1;3;B;248;162;3;2;47;65;4;15;5;18;2;1;0;0;0;0;0;0;0;0
27;Lugo;28;Lugo;8;2;A;619;445;4;10;132;156;48;40;13;33;3;3;2;1;0;0;0;0;0;0
27;Lugo;29;Meira;1;1;B;690;527;7;7;181;189;39;33;30;32;3;4;2;0;0;0;0;0;0;0
27;Lugo;31;"Monforte de Lemos";2;2;B;518;387;6;8;122;125;37;40;7;27;8;6;1;0;0;0;0;0;0;0
27;Lugo;31;"Monforte de Lemos";2;4;B;607;435;4;9;151;98;43;69;22;24;8;4;2;1;0;0;0;0;0;0
27;Lugo;39;"Outeiro de Rei";1;1;B;686;567;11;16;138;281;30;43;20;23;3;2;0;0;0;0;0;0;0;0
27;Lugo;40;"Palas de Rei";1;3;A;415;307;5;6;66;185;26;6;4;5;4;0;0;0;0;0;0;0;0;0
27;Lugo;41;Pantón;1;2;B;224;175;0;3;35;89;12;15;5;12;2;2;0;0;0;0;0;0;0;0
27;Lugo;45;"Pedrafita do Cebreiro";1;1;A;351;263;1;1;115;95;7;24;3;9;6;0;0;2;0;0;0;0;0;0
27;Lugo;47;"Pobra do Brollón, A";1;2;B;208;137;0;2;55;42;12;13;6;4;1;1;0;1;0;0;0;0;0;0
27;Lugo;48;"Pontenova, A";1;1;A;523;408;8;12;186;119;25;20;17;16;3;2;0;0;0;0;0;0;0;0
27;Lugo;48;"Pontenova, A";1;1;C;244;175;3;10;75;62;3;8;6;4;1;1;0;1;0;1;0;0;0;0
27;Lugo;51;Ribadeo;1;2;A;606;433;2;4;127;137;57;46;24;29;4;3;0;0;0;0;0;0;0;0
27;Lugo;51;Ribadeo;1;2;B;658;484;4;10;166;126;54;53;24;30;15;1;1;0;0;0;0;0;0;0
27;Lugo;51;Ribadeo;1;4;A;311;233;3;6;78;70;27;10;11;17;6;3;0;0;0;1;0;0;0;1
27;Lugo;54;Riotorto;1;1;A;484;408;3;9;140;141;40;15;31;20;5;3;0;1;0;0;0;0;0;0
27;Lugo;54;Riotorto;1;1;C;385;285;2;4;71;160;16;6;15;7;3;0;0;1;0;0;0;0;0;0
27;Lugo;55;Samos;1;1;A;232;167;1;1;45;67;10;12;3;14;2;1;0;11;0;0;0;0;0;0
27;Lugo;57;Sarria;1;1;B;522;391;5;13;113;111;43;43;34;19;5;1;2;2;0;0;0;0;0;0
27;Lugo;57;Sarria;1;2;B;928;676;10;17;213;202;69;69;21;52;9;6;0;5;0;3;0;0;0;0
27;Lugo;57;Sarria;3;1;B;206;128;1;1;39;53;17;3;5;8;1;0;0;0;0;0;0;0;0;0
27;Lugo;57;Sarria;4;1;C;231;158;2;2;54;50;14;13;10;10;0;2;0;1;0;0;0;0;0;0
27;Lugo;58;"Saviñao, O";1;2;C;356;275;3;6;87;138;7;5;9;12;3;4;0;0;0;0;0;0;0;1
27;Lugo;58;"Saviñao, O";1;3;A;344;249;2;3;87;116;11;12;5;9;1;1;2;0;0;0;0;0;0;0
27;Lugo;58;"Saviñao, O";1;3;B;202;141;0;1;41;83;3;2;6;5;0;0;0;0;0;0;0;0;0;0
27;Lugo;63;"Valadouro, O";1;1;B;588;423;0;8;160;133;43;29;31;15;1;2;0;0;0;1;0;0;0;0
27;Lugo;65;Vilalba;1;1;A;591;435;6;8;141;132;54;35;16;34;5;4;0;0;0;0;0;0;0;0
27;Lugo;65;Vilalba;1;6;A;704;504;6;11;170;155;50;44;26;25;10;5;1;0;0;1;0;0;0;0
27;Lugo;65;Vilalba;2;2;A;437;318;8;4;89;149;20;15;10;18;3;1;0;0;0;0;0;0;0;1
27;Lugo;65;Vilalba;3;1;A;492;306;2;6;91;154;13;11;13;13;2;1;0;0;0;0;0;0;0;0
27;Lugo;65;Vilalba;3;2;C;222;151;3;3;38;75;11;10;6;4;1;0;0;0;0;0;0;0;0;0
27;Lugo;65;Vilalba;4;1;B;214;144;3;1;43;62;14;3;5;10;1;1;0;0;0;1;0;0;0;0
27;Lugo;65;Vilalba;4;2;A;298;212;7;9;33;120;7;9;2;24;0;0;0;0;0;1;0;0;0;0
27;Lugo;66;Viveiro;1;3;A;884;654;6;12;224;141;111;68;34;41;6;5;2;3;0;1;0;0;0;0
27;Lugo;66;Viveiro;1;6;B;648;468;3;9;151;100;77;59;34;22;6;6;0;0;0;1;0;0;0;0
27;Lugo;66;Viveiro;1;7;U;819;518;5;11;193;141;74;35;27;20;5;6;0;0;0;1;0;0;0;0
27;Lugo;66;Viveiro;2;1;B;687;513;1;12;169;148;80;42;28;15;5;8;3;1;0;1;0;0;0;0
27;Lugo;66;Viveiro;4;2;U;515;373;5;8;123;110;34;30;21;32;5;3;0;0;0;1;0;0;0;1
27;Lugo;901;Baralla;1;1;D;258;173;1;1;52;78;10;10;8;11;2;0;0;0;0;0;0;0;0;0
27;Lugo;902;Burela;1;1;A;691;448;6;6;115;106;82;45;30;39;4;8;1;5;0;1;0;0;0;0
27;Lugo;902;Burela;1;3;A;657;467;7;14;104;169;58;55;28;16;2;8;0;6;0;0;0;0;0;0
27;Lugo;902;Burela;1;4;A;775;570;10;18;145;139;109;64;39;30;7;5;1;2;0;1;0;0;0;0
32;Ourense;1;Allariz;1;2;B;320;193;3;0;35;54;25;10;56;8;1;0;0;1;0;0;0;0;0;0
32;Ourense;1;Allariz;1;3;B;906;660;6;10;186;101;106;72;123;34;13;6;1;0;0;0;0;1;1;0
32;Ourense;1;Allariz;2;1;B;202;140;1;2;25;47;6;4;51;3;0;0;1;0;0;0;0;0;0;0
32;Ourense;2;Amoeiro;1;1;B;428;297;1;5;118;109;18;22;7;14;1;1;0;0;0;0;0;0;1;0
32;Ourense;2;Amoeiro;1;2;C;251;194;2;6;77;64;6;21;7;8;0;2;0;1;0;0;0;0;0;0
32;Ourense;5;Baltar;1;1;C;256;196;1;2;33;116;7;15;4;18;0;0;0;0;0;0;0;0;0;0
32;Ourense;8;Barbadás;1;2;B;472;289;1;2;79;87;36;46;7;19;4;5;0;2;0;1;0;0;0;0
32;Ourense;8;Barbadás;1;2;C;297;214;1;6;84;46;23;18;9;12;2;4;1;7;0;0;0;1;0;0
32;Ourense;8;Barbadás;1;5;A;724;547;9;6;165;147;66;83;14;37;8;7;3;1;0;0;0;0;1;0
32;Ourense;8;Barbadás;2;1;A;400;308;4;8;90;103;31;44;9;10;1;6;1;1;0;0;0;0;0;0
32;Ourense;9;"Barco de Valdeorras, O";1;1;A;682;510;7;4;169;148;48;71;19;36;3;5;0;0;0;0;0;0;0;0
32;Ourense;9;"Barco de Valdeorras, O";1;7;A;692;492;8;5;147;171;38;70;14;28;2;6;0;1;0;0;0;1;1;0
27;Lugo;39;"Outeiro de Rei";1;2;U;616;464;10;12;101;218;21;29;43;27;3;0;0;0;0;0;0;0;0;0
27;Lugo;40;"Palas de Rei";1;1;B;558;439;6;7;153;180;27;21;18;22;3;1;0;0;0;1;0;0;0;0
27;Lugo;40;"Palas de Rei";1;4;B;326;242;0;8;53;148;10;13;2;8;0;0;0;0;0;0;0;0;0;0
27;Lugo;42;Paradela;1;2;A;425;319;3;4;108;161;15;12;8;6;1;1;0;0;0;0;0;0;0;0
27;Lugo;43;"Páramo, O";2;1;B;251;166;2;2;61;68;5;12;9;7;0;0;0;0;0;0;0;0;0;0
27;Lugo;28;Lugo;8;2;B;523;382;2;6;117;145;36;35;14;25;0;1;0;1;0;0;0;0;0;0
27;Lugo;35;"Negueira de Muñiz";1;1;U;180;127;0;4;53;26;21;6;9;7;1;0;0;0;0;0;0;0;0;0
27;Lugo;44;"Pastoriza, A";1;2;A;469;328;2;12;122;129;23;6;19;11;2;2;0;0;0;0;0;0;0;0
27;Lugo;44;"Pastoriza, A";1;3;A;389;277;2;4;72;136;11;13;32;7;0;0;0;0;0;0;0;0;0;0
27;Lugo;46;Pol;1;2;B;230;170;2;1;64;60;14;4;8;14;1;1;1;0;0;0;0;0;0;0
27;Lugo;49;Portomarín;1;1;B;354;225;3;3;74;95;5;10;10;23;1;1;0;0;0;0;0;0;0;0
27;Lugo;49;Portomarín;1;1;C;313;214;1;4;76;97;8;12;10;5;1;0;0;0;0;0;0;0;0;0
27;Lugo;51;Ribadeo;1;5;B;418;334;3;3;90;141;38;28;10;13;2;1;2;3;0;0;0;0;0;0
27;Lugo;55;Samos;1;1;E;217;167;0;2;73;61;3;7;3;6;2;0;1;9;0;0;0;0;0;0
27;Lugo;57;Sarria;2;1;A;248;190;5;1;52;89;3;18;14;8;0;0;0;0;0;0;0;0;0;0
27;Lugo;57;Sarria;2;1;C;460;333;8;4;121;125;16;25;14;14;5;1;0;0;0;0;0;0;0;0
27;Lugo;57;Sarria;3;1;D;219;146;2;0;57;40;17;12;6;11;0;0;1;0;0;0;0;0;0;0
27;Lugo;57;Sarria;4;1;B;296;222;0;8;92;57;18;24;6;15;0;2;0;0;0;0;0;0;0;0
27;Lugo;59;Sober;1;1;C;271;189;3;2;47;70;30;21;4;7;5;0;0;0;0;0;0;0;0;0
27;Lugo;31;"Monforte de Lemos";2;1;U;912;534;5;7;190;175;36;57;19;34;3;6;1;0;0;1;0;0;0;0
27;Lugo;39;"Outeiro de Rei";1;4;B;308;244;3;1;70;122;15;20;2;9;2;0;0;0;0;0;0;0;0;0
27;Lugo;47;"Pobra do Brollón, A";1;1;B;238;149;0;3;48;53;16;1;19;6;2;1;0;0;0;0;0;0;0;0
27;Lugo;51;Ribadeo;1;5;A;476;352;3;4;114;116;43;14;26;22;3;6;1;0;0;0;0;0;0;0
27;Lugo;57;Sarria;1;2;A;622;431;1;6;142;118;43;44;37;30;3;2;0;1;0;4;0;0;0;0
27;Lugo;57;Sarria;3;1;C;312;218;0;3;76;70;13;15;21;20;0;0;0;0;0;0;0;0;0;0
27;Lugo;58;"Saviñao, O";1;3;C;285;211;5;2;59;120;5;7;7;4;0;2;0;0;0;0;0;0;0;0
27;Lugo;61;Trabada;1;1;B;448;334;6;7;135;99;34;31;7;14;0;1;0;0;0;0;0;0;0;0
27;Lugo;62;Triacastela;1;1;U;584;467;3;1;187;203;25;19;6;18;3;0;0;1;0;1;0;0;0;0
27;Lugo;65;Vilalba;1;3;A;609;434;8;13;129;144;52;22;25;29;8;4;0;0;0;0;0;0;0;0
27;Lugo;65;Vilalba;1;3;B;775;552;10;13;167;183;54;46;27;41;10;0;0;1;0;0;0;0;0;0
27;Lugo;65;Vilalba;1;6;B;797;563;4;13;159;182;71;48;26;44;9;4;0;2;0;1;0;0;0;0
27;Lugo;65;Vilalba;2;2;B;307;219;3;10;68;104;15;7;3;1;5;3;0;0;0;0;0;0;0;0
27;Lugo;65;Vilalba;3;2;A;455;352;8;9;87;153;43;28;11;7;5;1;0;0;0;0;0;0;0;0
27;Lugo;66;Viveiro;1;1;B;657;491;6;12;164;129;66;53;24;29;1;3;1;2;0;1;0;0;0;0
27;Lugo;66;Viveiro;1;6;A;549;378;5;17;106;93;56;44;35;19;2;1;0;0;0;0;0;0;0;0
27;Lugo;66;Viveiro;3;1;A;258;175;3;5;54;75;13;7;17;1;0;0;0;0;0;0;0;0;0;0
27;Lugo;66;Viveiro;4;1;B;457;336;3;9;144;73;43;17;17;13;5;8;1;3;0;0;0;0;0;0
27;Lugo;901;Baralla;1;1;A;449;299;4;4;84;127;16;19;11;28;2;3;1;0;0;0;0;0;0;0
27;Lugo;901;Baralla;1;2;A;434;306;6;1;74;143;25;26;7;20;2;1;0;1;0;0;0;0;0;0
27;Lugo;901;Baralla;1;2;B;374;250;4;1;83;103;15;18;6;12;4;1;1;0;0;2;0;0;0;0
27;Lugo;48;"Pontenova, A";1;2;B;224;162;0;1;75;62;5;2;5;10;1;0;0;0;0;0;0;0;0;1
27;Lugo;57;Sarria;3;1;A;243;167;4;3;39;63;12;16;14;13;2;0;0;1;0;0;0;0;0;0
27;Lugo;58;"Saviñao, O";1;1;C;229;180;2;0;66;89;7;7;6;3;0;0;0;0;0;0;0;0;0;0
27;Lugo;60;Taboada;1;3;A;256;189;1;4;67;70;13;11;12;6;2;2;0;1;0;0;0;0;0;0
27;Lugo;63;"Valadouro, O";1;1;A;548;374;0;10;139;131;35;12;21;20;1;4;1;0;0;0;0;0;0;0
27;Lugo;65;Vilalba;2;1;C;341;225;1;7;49;131;14;6;10;4;3;0;0;0;0;0;0;0;0;0
27;Lugo;65;Vilalba;4;2;B;350;257;7;11;85;97;23;13;10;9;2;0;0;0;0;0;0;0;0;0
32;Ourense;1;Allariz;1;1;B;626;478;2;3;132;97;78;42;104;12;2;5;1;0;0;0;0;0;0;0
32;Ourense;1;Allariz;1;2;A;264;166;2;1;48;44;18;13;34;4;1;1;0;0;0;0;0;0;0;0
32;Ourense;2;Amoeiro;1;2;A;260;200;1;4;68;63;19;24;5;8;4;3;0;0;0;0;0;1;0;0
32;Ourense;5;Baltar;1;1;B;207;166;2;1;35;97;6;15;2;5;2;0;0;0;0;0;0;1;0;0
32;Ourense;8;Barbadás;1;4;B;638;483;5;3;181;92;62;82;16;30;4;6;0;0;0;1;0;0;1;0
32;Ourense;8;Barbadás;1;4;C;635;467;5;11;147;87;68;77;24;32;7;7;0;0;0;2;0;0;0;0
32;Ourense;9;"Barco de Valdeorras, O";1;4;A;275;202;0;1;76;55;22;22;5;19;1;1;0;0;0;0;0;0;0;0
32;Ourense;9;"Barco de Valdeorras, O";1;5;B;719;499;7;9;185;134;57;61;3;31;6;4;0;0;0;1;0;0;1;0
32;Ourense;9;"Barco de Valdeorras, O";2;1;B;469;332;3;6;112;111;19;36;8;30;2;5;0;0;0;0;0;0;0;0
32;Ourense;15;"Bolo, O";1;1;B;241;153;2;0;32;92;4;7;4;12;0;0;0;0;0;0;0;0;0;0
32;Ourense;16;"Calvos de Randín";1;1;A;255;192;1;1;108;54;5;6;2;14;0;1;0;0;0;0;0;0;0;0
32;Ourense;19;"Carballiño, O";1;1;B;620;428;6;7;121;157;42;50;16;19;4;4;0;1;0;1;0;0;0;0
32;Ourense;19;"Carballiño, O";1;2;B;765;545;9;5;141;206;49;75;22;31;3;2;0;1;0;1;0;0;0;0
32;Ourense;19;"Carballiño, O";1;4;B;545;391;6;8;156;98;30;49;12;23;3;3;0;1;0;1;0;1;0;0
32;Ourense;19;"Carballiño, O";1;7;A;615;439;4;6;150;147;33;56;21;17;2;2;0;0;0;0;0;1;0;0
32;Ourense;19;"Carballiño, O";1;7;B;580;405;3;8;127;141;34;54;10;23;2;1;1;0;0;0;0;0;1;0
32;Ourense;19;"Carballiño, O";2;2;U;567;398;9;4;140;137;28;27;23;19;2;6;0;0;0;2;0;0;1;0
32;Ourense;19;"Carballiño, O";3;1;A;488;360;2;2;102;149;26;39;8;19;4;6;0;0;0;1;0;1;1;0
32;Ourense;20;Cartelle;1;1;U;698;545;0;4;146;305;21;18;28;21;2;0;0;0;0;0;0;0;0;0
32;Ourense;20;Cartelle;1;4;A;447;333;0;7;105;160;22;22;13;3;0;1;0;0;0;0;0;0;0;0
32;Ourense;22;"Castrelo de Miño";1;1;A;385;288;4;0;93;104;19;25;28;11;2;1;1;0;0;0;0;0;0;0
32;Ourense;23;"Castro Caldelas";1;1;B;264;196;1;0;72;90;18;5;2;5;2;0;0;0;0;0;0;1;0;0
32;Ourense;23;"Castro Caldelas";1;1;C;296;217;2;1;101;69;18;12;5;7;2;0;0;0;0;0;0;0;0;0
32;Ourense;24;Celanova;1;1;B;833;610;3;7;198;214;54;77;35;14;4;2;0;1;0;0;0;1;0;0
32;Ourense;24;Celanova;1;2;A;765;573;5;7;177;214;34;66;34;22;5;2;1;1;0;1;0;3;1;0
32;Ourense;24;Celanova;1;2;B;666;463;3;6;161;144;37;50;29;27;0;2;0;1;0;2;0;0;1;0
32;Ourense;24;Celanova;2;1;A;382;284;2;2;79;138;13;21;8;14;3;4;0;0;0;0;0;0;0;0
32;Ourense;24;Celanova;3;1;A;375;290;3;6;55;170;9;23;9;9;1;2;0;0;0;1;0;1;1;0
32;Ourense;24;Celanova;3;1;B;313;218;0;0;64;126;8;8;4;6;1;0;0;1;0;0;0;0;0;0
32;Ourense;26;Coles;1;1;A;444;330;6;3;117;96;41;24;15;22;3;1;0;0;0;0;0;1;1;0
32;Ourense;26;Coles;1;1;B;435;340;3;6;133;91;46;25;7;21;3;4;0;1;0;0;0;0;0;0
32;Ourense;26;Coles;2;2;B;500;370;7;7;168;84;31;32;11;26;1;3;0;0;0;0;0;0;0;0
32;Ourense;29;"Chandrexa de Queixa";1;1;A;210;155;1;0;37;95;4;6;5;7;0;0;0;0;0;0;0;0;0;0
32;Ourense;32;"Xinzo de Limia";1;1;A;800;602;12;10;161;162;82;68;31;58;12;5;0;1;0;0;0;0;0;0
32;Ourense;32;"Xinzo de Limia";1;1;B;743;561;1;13;140;172;65;79;27;32;27;5;0;0;0;0;0;0;0;0
32;Ourense;32;"Xinzo de Limia";1;2;B;727;543;8;7;153;141;48;79;24;59;16;3;2;1;0;1;0;0;1;0
32;Ourense;32;"Xinzo de Limia";1;5;C;223;166;0;0;42;83;19;11;3;4;3;1;0;0;0;0;0;0;0;0
32;Ourense;32;"Xinzo de Limia";1;7;A;202;157;0;2;45;83;7;5;1;12;2;0;0;0;0;0;0;0;0;0
32;Ourense;32;"Xinzo de Limia";1;9;B;757;561;6;18;142;196;41;77;15;45;17;2;1;0;0;0;0;1;0;0
32;Ourense;32;"Xinzo de Limia";1;10;A;572;430;2;12;119;138;52;45;23;25;11;3;0;0;0;0;0;0;0;0
32;Ourense;32;"Xinzo de Limia";1;10;B;581;426;8;11;108;130;50;58;17;34;7;1;0;1;0;0;0;1;0;0
32;Ourense;35;"Irixo, O";1;1;A;527;332;2;2;74;173;19;26;9;25;2;0;0;0;0;0;0;0;0;0
32;Ourense;35;"Irixo, O";1;2;A;361;227;2;2;56;116;5;24;7;10;1;2;0;0;0;0;0;0;2;0
32;Ourense;36;"Xunqueira de Ambía";1;1;B;253;191;1;3;52;81;17;12;7;8;8;0;0;0;0;0;0;2;0;0
32;Ourense;39;Laza;1;1;C;217;168;3;0;25;97;7;7;9;2;15;1;0;2;0;0;0;0;0;0
32;Ourense;40;Leiro;1;1;A;604;437;3;1;119;204;28;40;17;18;3;3;0;0;0;0;0;0;1;0
32;Ourense;40;Leiro;1;1;B;334;263;0;3;46;178;8;12;8;6;1;1;0;0;0;0;0;0;0;0
32;Ourense;40;Leiro;1;1;C;184;146;0;1;51;67;5;5;11;5;0;1;0;0;0;0;0;0;0;0
32;Ourense;40;Leiro;1;1;D;296;237;0;3;71;106;12;27;8;10;0;0;0;0;0;0;0;0;0;0
32;Ourense;41;Lobeira;1;1;B;209;156;2;0;47;90;7;6;1;1;1;0;0;0;0;1;0;0;0;0
32;Ourense;42;Lobios;1;1;C;250;183;3;1;69;84;9;7;4;5;1;0;0;0;0;0;0;0;0;0
32;Ourense;43;Maceda;1;1;B;666;477;2;6;163;144;47;67;15;25;1;1;1;4;0;0;0;1;0;0
32;Ourense;43;Maceda;2;1;B;280;193;3;3;50;97;11;17;2;7;1;0;0;2;0;0;0;0;0;0
32;Ourense;44;Manzaneda;1;1;A;504;393;1;6;131;131;18;36;7;21;36;5;0;0;0;1;0;0;0;0
32;Ourense;45;Maside;1;1;U;636;396;3;4;133;164;22;35;9;16;6;1;0;3;0;0;0;0;0;0
32;Ourense;45;Maside;2;1;B;310;243;4;3;72;115;10;19;4;9;5;2;0;0;0;0;0;0;0;0
32;Ourense;45;Maside;2;2;B;372;282;4;4;109;108;21;18;4;10;2;2;0;0;0;0;0;0;0;0
32;Ourense;46;Melón;1;1;A;457;316;2;7;94;135;27;22;12;8;2;4;0;1;0;0;0;0;2;0
32;Ourense;46;Melón;1;1;B;222;181;1;1;53;84;19;8;7;2;2;2;0;1;0;0;0;0;1;0
32;Ourense;46;Melón;1;1;C;419;296;2;3;88;145;16;27;7;7;0;1;0;0;0;0;0;0;0;0
32;Ourense;47;"Merca, A";1;1;B;374;287;2;5;67;160;17;20;11;3;0;1;0;0;0;0;0;1;0;0
32;Ourense;47;"Merca, A";1;1;C;399;308;3;4;54;187;6;28;12;7;2;1;0;3;0;0;0;0;1;0
32;Ourense;47;"Merca, A";1;2;U;620;449;1;7;117;189;34;46;21;23;3;5;1;1;0;0;0;1;0;0
32;Ourense;48;"Mezquita, A";1;1;A;618;392;0;4;151;125;41;20;33;17;1;0;0;0;0;0;0;0;0;0
32;Ourense;50;Monterrei;1;1;B;210;169;5;1;35;100;8;7;6;6;0;0;0;0;0;1;0;0;0;0
32;Ourense;50;Monterrei;1;1;C;446;381;7;1;92;208;26;24;10;8;3;1;0;1;0;0;0;0;0;0
32;Ourense;50;Monterrei;2;1;A;305;233;1;0;86;128;2;4;4;6;0;0;0;1;0;0;0;1;0;0
32;Ourense;51;Muíños;1;1;A;249;201;9;1;46;113;6;4;8;11;1;2;0;0;0;0;0;0;0;0
32;Ourense;51;Muíños;1;2;B;212;160;0;1;41;110;3;2;1;2;0;0;0;0;0;0;0;0;0;0
32;Ourense;51;Muíños;1;2;C;200;170;0;1;28;123;1;11;5;0;0;1;0;0;0;0;0;0;0;0
27;Lugo;65;Vilalba;2;1;A;448;323;2;12;118;151;13;8;9;8;1;0;0;0;0;1;0;0;0;0
32;Ourense;1;Allariz;1;2;C;308;239;4;0;53;69;31;6;67;9;0;0;0;0;0;0;0;0;0;0
32;Ourense;1;Allariz;2;1;A;625;452;8;8;121;161;38;19;61;28;4;2;0;2;0;0;0;0;0;0
32;Ourense;3;"Arnoia, A";1;1;A;234;185;0;2;59;94;12;9;2;2;1;3;0;0;0;1;0;0;0;0
32;Ourense;4;Avión;1;1;U;846;481;5;5;50;343;10;38;4;19;0;0;0;3;0;0;0;2;2;0
32;Ourense;4;Avión;2;1;B;428;238;2;1;21;192;2;10;0;9;0;1;0;0;0;0;0;0;0;0
32;Ourense;11;Beariz;1;1;A;709;407;4;4;37;312;12;13;3;16;3;3;0;0;0;0;0;0;0;0
32;Ourense;12;"Blancos, Os";1;1;A;235;175;2;5;45;75;21;12;2;11;2;0;0;0;0;0;0;0;0;0
32;Ourense;13;Boborás;1;1;B;452;336;2;1;68;188;20;15;7;29;2;3;0;0;0;0;0;1;0;0
32;Ourense;17;"Carballeda de Valdeorras";1;1;B;299;232;3;1;54;113;14;22;3;20;1;0;0;0;0;0;0;1;0;0
32;Ourense;19;"Carballiño, O";1;3;B;415;317;4;3;104;123;25;28;11;13;3;3;0;0;0;0;0;0;0;0
32;Ourense;19;"Carballiño, O";1;4;A;853;635;5;11;164;229;61;100;16;39;0;7;0;0;0;2;0;0;1;0
32;Ourense;19;"Carballiño, O";1;6;B;489;365;6;0;113;136;27;40;13;24;1;3;0;2;0;0;0;0;0;0
32;Ourense;19;"Carballiño, O";2;1;A;532;394;4;13;132;163;23;36;6;12;3;2;0;0;0;0;0;0;0;0
32;Ourense;19;"Carballiño, O";3;1;B;307;207;3;0;69;73;19;12;12;15;2;1;0;1;0;0;0;0;0;0
32;Ourense;20;Cartelle;1;2;C;330;242;5;2;97;105;10;7;12;4;0;0;0;0;0;0;0;0;0;0
32;Ourense;21;"Castrelo do Val";1;1;A;418;307;0;1;140;71;27;24;8;28;5;2;0;0;0;0;0;0;1;0
32;Ourense;21;"Castrelo do Val";1;1;B;238;152;4;0;74;45;5;4;11;5;3;1;0;0;0;0;0;0;0;0
32;Ourense;21;"Castrelo do Val";1;1;C;218;157;0;0;59;70;7;3;13;4;1;0;0;0;0;0;0;0;0;0
32;Ourense;22;"Castrelo de Miño";1;1;B;311;247;0;4;97;76;5;23;30;7;0;2;1;1;0;0;0;0;1;0
32;Ourense;23;"Castro Caldelas";1;1;A;572;454;4;4;175;164;31;34;6;23;10;3;0;0;0;0;0;0;0;0
32;Ourense;24;Celanova;2;1;C;362;251;2;2;90;77;19;26;6;17;6;3;1;1;0;1;0;0;0;0
32;Ourense;25;Cenlle;1;1;A;276;219;4;1;58;86;26;20;7;8;5;2;1;0;0;0;0;1;0;0
32;Ourense;25;Cenlle;1;1;B;263;212;2;7;54;98;14;22;5;6;2;2;0;0;0;0;0;0;0;0
32;Ourense;26;Coles;2;1;B;211;168;3;3;58;37;26;18;5;12;3;1;2;0;0;0;0;0;0;0
32;Ourense;26;Coles;2;2;A;452;339;3;8;134;81;21;44;11;25;3;3;0;0;0;0;0;6;0;0
32;Ourense;26;Coles;2;2;C;279;189;1;2;74;50;19;20;4;16;1;2;0;0;0;0;0;0;0;0
32;Ourense;27;Cortegada;1;1;A;541;409;2;8;119;190;33;37;9;7;2;1;0;0;0;1;0;0;0;0
32;Ourense;27;Cortegada;1;1;B;234;174;2;2;53;102;7;5;1;2;0;0;0;0;0;0;0;0;0;0
32;Ourense;27;Cortegada;1;1;C;225;179;1;5;61;85;14;5;3;1;1;2;0;0;0;0;0;0;1;0
