cod_provincia;provincia;cod_municipio;municipio;distrito;seccion;mesa;censo;"votos totais";branco;nulos;P.P.;PSOE;AGE;PODEMOS;BNG;UPyD;C's;PACMA;CxG;EB;VOX;"MOVIMIENTO RED";"PRIMAVERA EUROPEA";"PARTIDO X";PIRATAS;"RECORTES CERO";P.C.P.E.;PT;"DISCAPACITADOS Y ENFERMEDADES RARAS";I.Fem;F.A.C.;CILUS;PH;EPDD;"FE de las JONS";ALTER;RRUE;ImpulsoSocial;D.N.;P-LIB;LEM;SAIn;M.S.R.;ACNV-BAR-PRAO-R.E.P.O-UNIO;M.C.R.;PREPAL;"EXTREMADURA UNIDA";IPEX-PREX-CREX;"PARTIDO ANDALUCISTA"
15;"A Coruña";1;Abegondo;1;1;U;764;365;22;7;150;52;29;28;25;22;0;2;4;2;7;0;0;3;1;0;1;2;2;1;0;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0
15;"A Coruña";1;Abegondo;2;1;U;643;276;4;5;112;67;23;10;23;4;0;0;5;2;3;3;1;1;1;3;1;0;1;0;0;2;2;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
15;"A Coruña";1;Abegondo;2;2;B;296;120;4;0;47;21;7;9;13;3;1;0;3;1;2;2;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;1;0;0;0;0;1;1;0;0;0
15;"A Coruña";1;Abegondo;3;1;A;841;343;15;8;150;67;19;32;15;12;4;1;0;0;4;2;2;4;0;3;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";1;Abegondo;3;2;U;791;343;17;9;108;39;42;24;17;22;11;4;5;7;11;4;5;3;1;2;1;0;0;1;0;0;3;0;0;1;0;1;1;2;1;1;0;0;0;0;0;0;0
15;"A Coruña";2;Ames;1;1;A;369;146;2;0;68;40;17;4;9;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";2;Ames;1;1;B;396;160;3;2;78;38;8;4;16;2;0;2;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0
15;"A Coruña";2;Ames;1;3;A;207;109;1;0;34;40;10;5;10;1;0;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
15;"A Coruña";2;Ames;1;3;C;290;139;2;5;60;32;15;5;4;5;3;0;0;2;1;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
15;"A Coruña";2;Ames;2;1;U;701;274;9;11;73;46;33;21;23;22;7;3;9;2;1;2;5;2;1;0;0;0;0;0;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";2;Ames;2;2;A;398;157;2;4;62;23;24;4;8;9;0;0;3;5;2;2;1;0;0;1;2;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0
15;"A Coruña";2;Ames;2;2;B;706;305;6;6;63;46;73;33;32;10;3;3;1;6;6;1;7;1;0;0;3;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
15;"A Coruña";2;Ames;3;1;A;594;275;14;10;110;38;30;18;16;7;7;3;3;2;2;1;3;2;2;0;1;0;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
15;"A Coruña";2;Ames;3;1;B;665;310;9;11;109;56;47;17;13;17;4;3;8;2;2;0;1;1;0;0;0;1;2;0;2;0;1;1;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0
15;"A Coruña";2;Ames;3;2;U;851;324;12;12;58;37;59;23;29;21;16;8;6;10;7;2;6;2;1;3;2;1;1;0;0;0;0;2;2;0;1;0;0;0;0;1;0;0;0;0;1;1;0
15;"A Coruña";2;Ames;3;3;U;968;414;11;10;113;77;52;29;33;34;16;1;10;3;2;3;0;4;3;0;2;0;4;1;0;0;0;4;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";2;Ames;3;4;A;369;166;10;1;50;20;41;10;6;7;8;2;6;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
15;"A Coruña";2;Ames;3;4;B;1047;472;17;15;132;82;76;45;19;17;14;1;6;5;13;3;12;3;2;1;0;0;4;0;0;1;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";2;Ames;3;5;B;814;348;7;4;73;53;55;37;30;18;12;3;8;7;5;6;7;4;2;4;1;1;1;3;0;0;1;1;0;0;0;0;2;0;0;0;1;1;1;0;0;0;0
15;"A Coruña";2;Ames;3;6;U;780;352;16;13;65;47;56;45;42;15;14;9;7;3;1;5;3;2;1;1;2;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
15;"A Coruña";2;Ames;3;7;B;584;257;5;4;50;30;44;24;28;17;17;1;9;1;5;1;7;4;3;0;2;2;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
15;"A Coruña";2;Ames;3;8;B;795;358;9;12;63;64;62;37;32;26;12;7;5;2;5;4;2;2;2;3;3;2;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";2;Ames;3;9;A;912;377;15;9;74;72;68;38;22;25;11;7;3;6;1;3;7;3;2;4;0;3;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
15;"A Coruña";2;Ames;3;9;B;889;372;10;15;59;76;51;64;34;5;9;5;5;2;3;9;8;4;2;2;0;1;0;0;2;0;2;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0
15;"A Coruña";2;Ames;3;10;U;661;401;12;10;68;66;73;60;25;30;6;0;6;6;14;4;7;0;1;1;1;2;1;2;0;0;0;0;0;0;0;1;0;2;0;0;1;2;0;0;0;0;0
15;"A Coruña";2;Ames;3;11;U;1177;472;18;9;89;80;77;67;29;24;16;9;11;8;0;1;12;5;1;7;0;2;2;0;0;1;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0
15;"A Coruña";2;Ames;3;12;A;783;315;8;6;58;45;70;38;16;14;7;5;11;9;4;10;4;0;0;2;2;0;0;3;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
15;"A Coruña";2;Ames;3;12;B;740;316;6;7;74;36;60;44;20;14;4;6;9;11;11;5;3;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2
15;"A Coruña";2;Ames;3;13;A;730;317;12;9;58;50;48;39;17;24;8;6;4;13;0;3;1;2;0;7;0;2;4;0;0;0;3;0;0;2;0;0;1;0;1;2;1;0;0;0;0;0;0
15;"A Coruña";2;Ames;3;13;B;669;260;13;8;49;43;32;33;25;7;12;5;4;6;1;2;3;0;0;7;0;1;2;2;0;0;1;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0
15;"A Coruña";2;Ames;3;14;U;762;335;10;11;41;59;62;41;34;22;19;1;4;5;1;4;4;3;3;3;1;3;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
15;"A Coruña";2;Ames;3;15;A;663;273;8;10;48;55;58;26;20;14;11;0;3;7;2;2;2;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
15;"A Coruña";2;Ames;3;16;U;1059;397;23;8;84;51;72;41;27;26;13;9;2;10;5;5;3;2;0;2;0;2;4;1;0;0;1;1;0;0;0;1;0;2;0;2;0;0;0;0;0;0;0
15;"A Coruña";3;Aranga;1;1;A;214;105;3;2;67;21;6;0;1;2;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";3;Aranga;1;1;B;253;135;2;2;94;9;14;4;6;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";3;Aranga;1;1;C;400;161;6;4;97;27;13;4;7;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";3;Aranga;1;2;C;404;162;7;1;82;36;10;7;7;3;0;2;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0
15;"A Coruña";4;Ares;1;1;U;974;550;9;17;179;127;42;58;56;15;6;5;1;5;14;2;3;1;1;1;0;2;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;2;0;0;0;0
15;"A Coruña";4;Ares;1;2;A;758;342;6;6;117;67;29;50;29;9;6;3;0;0;7;4;1;3;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
15;"A Coruña";4;Ares;1;2;B;712;321;8;3;77;72;33;51;35;12;13;3;0;1;3;3;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2;0;0;0;0;0;0;0;0;0
15;"A Coruña";4;Ares;1;3;A;687;306;7;21;91;64;31;24;37;5;1;1;2;4;4;1;4;2;3;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
15;"A Coruña";4;Ares;1;3;B;597;276;10;4;71;70;27;36;35;8;1;3;0;2;3;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
15;"A Coruña";4;Ares;1;3;C;500;271;2;5;61;78;27;30;49;7;2;1;0;0;0;1;4;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
15;"A Coruña";4;Ares;2;1;U;690;350;6;9;107;66;55;31;37;8;4;1;0;4;7;0;6;3;1;0;1;2;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
15;"A Coruña";5;Arteixo;1;1;A;982;362;10;14;75;69;22;63;40;22;8;3;2;7;4;5;0;0;4;0;2;0;0;0;1;1;1;0;0;2;1;0;0;1;2;0;3;0;0;0;0;0;0
15;"A Coruña";5;Arteixo;1;1;B;878;311;15;7;66;53;24;58;32;11;7;5;4;6;2;4;4;1;0;0;0;1;0;1;0;3;1;0;2;1;0;0;0;0;0;0;2;0;0;0;1;0;0
15;"A Coruña";5;Arteixo;1;2;U;1007;388;16;17;83;80;34;50;35;27;3;7;2;6;4;7;2;4;0;5;0;1;0;1;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
15;"A Coruña";5;Arteixo;1;3;U;1069;436;31;13;108;88;39;59;28;26;5;5;3;7;2;1;3;0;3;3;1;0;3;3;1;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
15;"A Coruña";5;Arteixo;1;4;A;688;238;4;7;49;54;0;0;27;11;1;3;1;0;2;1;0;3;1;0;0;0;0;1;0;0;1;0;0;42;2;0;1;0;0;1;0;1;0;1;0;24;0
15;"A Coruña";5;Arteixo;1;6;B;622;238;4;9;33;55;27;40;25;14;7;5;0;2;6;3;1;2;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
15;"A Coruña";5;Arteixo;1;7;B;939;365;10;7;89;85;40;35;47;19;14;1;0;4;0;3;3;2;1;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
15;"A Coruña";5;Arteixo;1;8;A;712;245;8;8;61;38;19;32;20;14;5;2;0;1;5;7;7;5;1;1;1;3;0;0;1;1;0;0;0;0;1;0;0;1;1;1;0;0;0;1;0;0;0
15;"A Coruña";5;Arteixo;1;11;U;1024;335;7;5;84;74;50;34;28;20;5;11;1;2;4;2;0;1;2;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
15;"A Coruña";5;Arteixo;2;1;B;458;183;1;5;72;42;21;6;7;8;0;6;1;0;6;2;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0
15;"A Coruña";5;Arteixo;2;2;A;599;232;7;7;74;45;28;19;24;10;3;0;3;5;0;4;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
15;"A Coruña";5;Arteixo;2;2;B;666;250;13;7;73;48;38;18;17;13;3;1;2;0;2;2;3;0;1;0;0;1;2;1;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";5;Arteixo;3;1;A;682;249;12;4;97;53;20;15;19;7;2;2;0;1;4;0;0;2;1;0;2;0;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;4;0;0;0;0
15;"A Coruña";5;Arteixo;3;1;B;582;186;8;15;63;42;12;10;13;9;1;3;0;2;0;0;0;0;0;3;0;0;0;0;1;0;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";5;Arteixo;4;1;B;758;273;8;4;57;56;29;36;35;12;3;10;0;3;2;2;2;0;2;3;3;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
15;"A Coruña";5;Arteixo;4;2;A;767;255;8;5;70;63;17;33;17;8;5;5;0;3;6;1;0;2;3;2;1;2;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
15;"A Coruña";5;Arteixo;4;3;A;624;224;11;7;61;39;20;25;18;12;1;0;1;6;2;3;2;1;2;3;1;0;0;2;1;1;1;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0
15;"A Coruña";5;Arteixo;4;3;B;646;249;8;1;69;62;27;27;9;19;3;4;3;0;4;1;1;2;1;2;0;0;1;0;0;0;1;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0
15;"A Coruña";5;Arteixo;4;3;C;460;191;6;3;47;62;18;22;9;6;2;1;1;0;3;3;1;1;0;1;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
15;"A Coruña";5;Arteixo;4;4;A;688;263;5;7;52;71;24;32;22;17;4;4;0;3;1;4;1;1;2;4;1;2;0;0;1;1;1;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";6;Arzúa;1;1;A;718;289;18;12;109;37;27;15;36;5;3;3;8;2;3;1;0;1;0;2;0;2;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0
15;"A Coruña";6;Arzúa;1;2;A;517;229;7;9;96;48;26;5;25;2;1;2;0;1;0;1;0;0;1;1;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
15;"A Coruña";6;Arzúa;1;2;B;523;170;10;3;76;24;20;2;26;2;0;0;1;2;0;0;0;0;0;1;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";6;Arzúa;1;3;U;739;247;6;6;103;44;28;7;35;8;0;3;0;1;1;0;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";6;Arzúa;1;4;U;551;162;2;9;74;35;16;8;11;1;0;2;2;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";6;Arzúa;1;7;U;1049;378;16;12;124;58;47;23;50;15;3;0;5;7;2;7;0;0;0;3;0;0;0;2;0;0;1;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0
15;"A Coruña";7;"Baña, A";1;1;B;211;118;1;5;41;47;3;2;3;1;1;1;11;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";7;"Baña, A";1;2;A;264;107;3;4;54;16;2;1;5;3;1;0;15;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";7;"Baña, A";1;2;B;650;281;10;3;141;72;20;0;12;6;2;1;5;0;0;0;1;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0
15;"A Coruña";7;"Baña, A";1;2;C;206;109;2;2;51;31;3;6;4;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
15;"A Coruña";8;Bergondo;1;1;A;793;408;4;8;146;65;61;32;23;22;7;0;4;4;9;5;6;4;0;1;1;1;0;2;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";8;Bergondo;1;1;B;361;165;7;3;53;39;21;14;2;10;0;1;1;1;4;3;2;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";8;Bergondo;1;2;U;757;345;11;19;116;61;51;21;13;18;5;4;5;4;3;3;0;0;3;0;1;3;0;0;2;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
15;"A Coruña";8;Bergondo;2;1;A;671;310;17;7;126;44;31;25;18;15;4;4;8;3;2;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";8;Bergondo;2;1;B;594;252;4;17;81;48;35;13;5;4;2;4;10;5;2;9;2;2;2;1;0;0;1;1;0;0;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";8;Bergondo;3;1;A;635;300;6;8;86;77;31;29;9;18;4;2;4;3;14;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;3;0;0;1;1;0;0;0;0;0;0;0
15;"A Coruña";8;Bergondo;3;1;B;593;260;4;14;75;77;31;17;8;8;6;5;2;1;5;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0
15;"A Coruña";8;Bergondo;3;2;B;323;137;5;5;35;30;27;11;8;5;3;2;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
15;"A Coruña";9;Betanzos;1;1;A;403;210;5;5;97;42;13;11;15;7;1;0;3;1;3;1;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
15;"A Coruña";9;Betanzos;1;4;U;979;485;16;15;128;124;50;41;31;20;8;9;17;1;3;8;2;4;1;1;2;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
15;"A Coruña";9;Betanzos;1;5;A;634;313;11;4;128;44;31;24;19;15;4;5;8;4;1;1;4;0;0;2;4;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
15;"A Coruña";9;Betanzos;1;5;B;708;323;9;9;116;73;28;29;10;11;9;5;9;2;3;0;1;3;1;1;1;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";9;Betanzos;1;6;A;762;366;16;8;128;76;34;24;21;9;2;9;8;4;7;0;4;2;0;1;2;0;2;0;1;0;0;0;0;1;0;3;1;0;1;0;1;0;0;0;1;0;0
15;"A Coruña";9;Betanzos;1;7;A;930;480;19;16;149;120;38;43;40;12;2;6;9;4;3;1;1;3;1;1;1;2;1;0;0;1;1;1;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1
15;"A Coruña";9;Betanzos;1;7;B;372;188;11;8;47;59;12;19;9;7;3;0;7;1;1;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";9;Betanzos;1;8;B;1187;539;23;20;144;149;60;39;47;15;5;6;8;4;2;1;2;2;0;4;0;1;0;0;1;1;1;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";9;Betanzos;1;9;U;617;253;6;5;81;67;18;25;10;8;8;0;9;4;4;1;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0
15;"A Coruña";9;Betanzos;1;10;A;210;120;1;2;45;40;10;6;5;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";9;Betanzos;1;10;D;233;108;3;1;26;42;13;8;5;3;1;2;1;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";10;Boimorto;1;1;B;431;138;4;1;65;47;7;1;4;3;0;1;0;0;0;2;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";11;Boiro;1;1;A;667;274;4;16;96;48;15;24;34;13;2;2;8;0;1;2;0;0;0;1;1;2;0;1;0;0;1;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";11;Boiro;1;1;B;658;253;6;9;81;47;22;0;30;10;3;0;5;1;0;1;1;0;0;0;0;0;0;1;2;0;0;1;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";11;Boiro;1;2;A;908;368;9;15;104;42;45;47;44;13;10;7;4;6;5;7;1;0;1;1;2;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1
15;"A Coruña";11;Boiro;1;3;A;721;317;12;8;88;44;39;28;46;7;14;10;4;1;0;2;2;0;0;1;2;2;1;1;2;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0
15;"A Coruña";11;Boiro;1;5;A;611;269;12;9;86;48;25;22;31;6;1;1;3;5;3;2;0;3;0;1;2;2;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1
15;"A Coruña";11;Boiro;1;5;B;609;282;6;9;78;73;31;13;37;17;4;1;2;2;1;0;0;1;1;1;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
15;"A Coruña";11;Boiro;1;7;A;747;316;7;13;84;68;29;22;56;12;5;0;1;2;0;2;1;1;1;0;1;0;0;2;0;1;0;0;0;1;0;4;1;0;1;0;0;0;0;0;0;1;0
15;"A Coruña";11;Boiro;1;7;B;677;290;9;5;74;60;28;29;55;12;2;0;6;2;1;0;0;3;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
15;"A Coruña";11;Boiro;1;8;U;1134;397;6;21;104;60;36;61;38;14;9;5;1;3;2;7;3;6;4;2;0;1;1;2;2;0;3;0;1;0;0;0;1;0;1;1;0;1;0;1;0;0;0
15;"A Coruña";11;Boiro;1;9;U;865;343;10;7;94;64;34;50;49;6;3;6;1;5;2;1;1;1;1;0;1;0;1;0;1;0;0;0;2;0;0;0;1;0;0;0;2;0;0;0;0;0;0
15;"A Coruña";11;Boiro;2;1;U;832;351;10;9;134;78;38;10;45;9;3;2;0;1;0;0;2;2;0;2;3;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";11;Boiro;2;3;U;629;264;5;6;74;58;42;1;48;6;1;0;0;3;0;4;1;2;1;1;3;1;0;2;0;0;2;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0
15;"A Coruña";11;Boiro;3;1;A;446;194;4;7;98;19;13;6;26;2;0;6;2;0;0;2;1;1;1;0;0;0;0;3;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
15;"A Coruña";11;Boiro;3;1;C;497;172;7;3;68;30;13;8;24;4;1;3;0;2;0;0;0;0;0;0;0;1;0;1;1;0;0;1;2;0;1;1;1;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";11;Boiro;3;2;B;637;281;2;13;89;62;21;37;32;5;4;3;0;2;2;3;1;0;0;1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";11;Boiro;3;3;U;719;313;9;10;116;55;24;22;37;14;8;3;1;1;2;1;0;1;0;1;1;0;2;0;0;0;0;2;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0
15;"A Coruña";12;Boqueixón;1;2;B;356;169;4;10;85;19;18;8;7;3;0;0;2;4;0;0;2;0;1;1;0;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";12;Boqueixón;1;5;B;267;156;7;7;65;28;12;12;6;3;4;1;3;2;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0
15;"A Coruña";13;Brión;1;1;B;683;261;10;4;60;53;53;26;13;10;5;1;1;5;1;6;4;0;1;1;1;0;2;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
15;"A Coruña";13;Brión;2;1;B;460;223;5;2;48;33;56;27;14;13;3;4;3;2;3;2;3;0;0;0;1;0;0;2;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";13;Brión;3;1;A;910;339;17;15;104;73;39;13;24;15;10;7;4;4;1;2;4;3;1;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";13;Brión;4;1;A;346;153;1;0;58;56;14;2;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";13;Brión;4;1;B;217;100;3;1;44;22;2;1;20;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
15;"A Coruña";14;"Cabana de Bergantiños";1;1;A;820;304;6;6;127;70;17;21;19;10;2;0;0;4;3;7;1;0;1;0;0;1;3;1;1;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0
15;"A Coruña";14;"Cabana de Bergantiños";1;2;B;338;141;1;3;69;34;17;5;4;1;0;0;1;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";14;"Cabana de Bergantiños";2;3;A;303;131;4;8;52;27;14;4;6;5;0;4;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0
15;"A Coruña";14;"Cabana de Bergantiños";2;3;B;251;91;1;2;47;26;8;2;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
15;"A Coruña";15;Cabanas;1;2;U;872;430;13;15;144;88;46;41;26;11;8;3;2;10;4;4;1;1;3;0;1;0;0;1;0;1;1;0;2;0;1;1;0;2;0;0;0;0;0;0;0;0;0
15;"A Coruña";15;Cabanas;1;3;A;610;272;12;7;110;62;22;17;16;11;3;0;0;3;1;2;2;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";16;Camariñas;1;3;U;678;323;3;6;83;200;12;7;3;1;0;2;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
15;"A Coruña";16;Camariñas;1;4;U;922;420;6;3;127;223;22;8;15;5;2;0;0;0;1;0;1;1;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0
