cod_provincia;provincia;cod_municipio;municipio;distrito;seccion;mesa;censo;"votos totais";branco;nulos;PSOE;PP;"BNG-AGORA REP?BLICAS";PODEMOS-EU;Cs;VOX;PACMA;CPE;CxG;CV-EC;"RECORTES CERO-LV-GVE";PCPE-PCPC-PCPA;JUNTS;I.Fem;VOLT;PCTG;PACT;pirates.cat/ep;PUM+J;CXE;ALTER;PH;FAC;MCR;IZQP;IGRE;CONTIGO;SAIn;MIEL;AD?;AxS?;CEX-CREX-PREX
15;"A Coruña";57;Noia;1;2;A;607;414;4;4;165;127;46;20;24;9;1;6;0;1;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0
15;"A Coruña";57;Noia;1;2;B;357;262;3;11;94;88;24;0;8;1;5;3;3;0;1;1;0;1;2;0;1;1;14;0;0;0;1;0;0;0;0;0;0;0;0;0
15;"A Coruña";57;Noia;2;2;U;694;476;12;3;129;168;74;27;28;6;6;12;3;1;0;1;1;1;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;1;0;0
15;"A Coruña";57;Noia;2;3;U;518;367;2;2;86;145;58;31;15;8;5;7;0;2;1;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
15;"A Coruña";57;Noia;2;4;A;816;540;9;11;198;174;47;45;26;5;4;12;0;2;0;0;1;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1
15;"A Coruña";57;Noia;2;4;B;782;480;8;4;160;152;50;38;33;9;7;6;2;1;1;3;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;1
15;"A Coruña";57;Noia;2;6;A;941;613;7;5;160;194;75;61;63;9;6;13;7;4;3;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0
15;"A Coruña";57;Noia;2;6;B;883;538;6;5;169;163;75;51;37;8;2;7;1;4;3;2;0;0;0;0;0;0;1;0;1;0;1;0;1;1;0;0;0;0;0;0
15;"A Coruña";57;Noia;3;1;B;521;333;3;2;117;113;33;15;23;7;4;5;3;2;1;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
15;"A Coruña";57;Noia;3;3;B;400;266;8;5;73;117;23;14;8;4;2;2;1;2;1;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1
15;"A Coruña";58;Oleiros;1;1;A;589;363;9;3;129;89;22;26;60;11;3;1;0;1;1;0;2;1;2;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";58;Oleiros;1;1;B;516;313;5;3;103;82;24;17;48;16;4;1;0;1;3;0;1;0;3;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";58;Oleiros;1;3;B;618;372;9;6;101;99;33;47;43;12;8;3;0;4;0;0;0;0;1;1;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";58;Oleiros;1;4;B;483;304;2;3;124;77;35;20;26;5;4;2;1;3;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";58;Oleiros;1;6;B;632;393;6;0;110;110;43;33;59;12;7;2;0;1;1;1;0;0;2;0;1;0;1;2;0;0;0;0;1;0;0;0;0;1;0;0
15;"A Coruña";58;Oleiros;2;1;A;633;413;3;5;157;77;33;60;52;12;3;6;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
15;"A Coruña";58;Oleiros;2;2;A;891;504;2;2;137;138;51;47;67;22;16;6;0;6;2;0;0;1;2;0;2;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0
15;"A Coruña";58;Oleiros;2;3;A;823;529;7;5;187;91;65;76;62;14;9;2;1;0;1;1;1;1;1;0;0;0;1;0;2;0;0;1;0;1;0;0;0;0;0;0
15;"A Coruña";58;Oleiros;2;4;B;714;468;5;1;169;117;41;26;72;24;6;1;1;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
15;"A Coruña";58;Oleiros;2;6;B;595;335;7;5;101;67;33;52;44;9;6;4;0;2;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0
15;"A Coruña";58;Oleiros;2;8;B;800;497;4;2;170;106;55;56;60;21;4;5;3;5;1;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1
15;"A Coruña";36;Ferrol;2;6;U;578;380;2;2;87;150;23;29;37;30;4;4;3;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;4;1;0;0;0;1;1;0
15;"A Coruña";36;Ferrol;2;10;B;556;333;8;5;123;71;34;41;32;12;4;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";36;Ferrol;6;6;A;556;317;3;4;123;79;24;46;15;10;8;1;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";36;Ferrol;6;11;U;594;358;4;1;131;76;38;63;15;11;5;2;2;0;1;0;1;1;1;2;1;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0
15;"A Coruña";36;Ferrol;6;14;A;462;319;2;2;117;74;39;24;41;9;5;1;2;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
15;"A Coruña";36;Ferrol;8;3;U;867;470;3;2;171;134;29;75;14;21;8;4;0;2;1;0;1;0;0;3;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";36;Ferrol;8;5;B;389;196;1;4;87;43;20;16;11;9;3;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";36;Ferrol;8;6;B;387;253;1;0;99;77;23;24;14;2;4;2;2;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0
15;"A Coruña";37;Fisterra;1;2;U;646;460;8;4;139;119;144;12;14;16;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";37;Fisterra;1;4;B;286;156;0;7;59;47;28;5;4;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
15;"A Coruña";39;Irixoa;1;1;A;311;249;1;4;49;140;16;13;13;4;6;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";40;Laxe;2;1;B;527;354;7;5;136;145;19;9;9;5;5;0;1;0;0;2;0;1;0;2;0;1;3;0;0;0;0;0;1;1;0;0;0;1;1;0
15;"A Coruña";41;"Laracha, A";1;6;B;524;345;3;8;81;145;44;25;23;5;2;4;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
15;"A Coruña";45;Mazaricos;1;1;U;824;553;9;17;118;174;159;25;17;9;14;5;4;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";45;Mazaricos;1;5;U;675;361;0;22;69;134;88;15;8;4;0;3;8;1;1;0;1;1;3;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0
15;"A Coruña";46;Melide;1;5;A;775;598;9;17;152;237;82;23;45;13;5;3;0;1;0;0;1;0;0;0;0;1;0;2;0;1;3;0;0;1;2;0;0;0;0;0
15;"A Coruña";46;Melide;1;5;B;307;209;7;2;59;99;16;9;1;4;2;2;0;0;1;0;0;2;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0;0;1
15;"A Coruña";48;Miño;1;3;B;615;417;4;3;190;67;51;34;39;14;6;1;3;3;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";49;Moeche;1;2;A;247;194;8;1;13;77;73;9;2;6;1;0;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";50;Monfero;1;1;C;220;140;4;3;49;40;21;7;3;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
15;"A Coruña";52;Muxía;1;4;B;340;230;5;10;88;58;39;11;10;2;0;2;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;2;0;0;0;1;0;0;0
15;"A Coruña";53;Muros;1;2;B;212;109;2;0;43;41;11;3;1;0;3;1;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";53;Muros;1;8;B;322;209;0;5;55;55;42;25;7;1;1;0;10;0;0;0;0;0;2;0;2;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0
15;"A Coruña";54;Narón;1;1;A;532;284;8;3;113;58;30;32;16;11;4;1;1;0;1;0;1;0;2;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";54;Narón;1;1;B;463;216;6;2;93;46;22;23;12;3;3;1;0;0;0;1;0;0;0;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
15;"A Coruña";54;Narón;3;1;A;360;215;2;0;63;49;68;16;3;8;0;0;1;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
15;"A Coruña";54;Narón;3;2;U;793;415;5;7;156;123;50;32;20;10;4;3;0;0;0;0;2;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
15;"A Coruña";54;Narón;4;1;A;735;389;5;1;129;109;44;51;33;0;5;0;0;1;1;2;0;1;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;0;0
15;"A Coruña";36;Ferrol;2;12;A;542;316;5;1;127;74;32;38;18;7;9;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
15;"A Coruña";36;Ferrol;6;8;U;603;338;0;1;131;116;27;32;11;8;10;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";36;Ferrol;7;8;B;543;335;5;3;123;82;35;41;26;9;4;3;0;2;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";36;Ferrol;8;1;A;617;390;3;0;145;99;35;60;27;11;5;0;0;0;0;0;1;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";36;Ferrol;8;4;U;689;461;7;3;157;126;41;74;20;14;8;5;0;0;1;1;0;0;0;0;0;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0
15;"A Coruña";37;Fisterra;1;1;B;508;358;4;8;117;97;94;9;14;10;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";40;Laxe;1;1;B;761;570;5;9;141;236;81;35;19;19;4;4;1;0;0;5;2;1;0;1;0;2;0;0;0;0;0;2;1;1;0;1;0;0;0;0
15;"A Coruña";40;Laxe;2;1;A;453;361;6;4;108;186;27;6;3;10;3;0;0;0;0;2;0;0;3;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
15;"A Coruña";43;"Malpica de Bergantiños";1;1;B;591;431;3;2;118;125;88;37;32;14;1;6;1;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";43;"Malpica de Bergantiños";1;5;B;321;235;4;2;75;108;15;7;16;4;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";45;Mazaricos;1;2;B;525;311;8;4;94;124;45;4;15;0;2;3;0;1;0;0;3;0;0;1;1;0;1;0;1;1;1;0;0;0;1;0;0;0;0;1
15;"A Coruña";45;Mazaricos;1;6;B;297;183;0;0;46;80;45;2;8;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";46;Melide;1;4;A;337;230;4;8;55;99;22;7;8;13;2;3;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;4;0;0;1;0;0;0;0;0
15;"A Coruña";46;Melide;1;4;C;264;189;5;4;33;112;14;12;5;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
15;"A Coruña";47;Mesía;1;3;A;342;227;12;3;80;76;27;9;10;2;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;2;0;2;0;0;0;0;0;0;0;1
15;"A Coruña";47;Mesía;1;3;C;464;330;5;2;169;83;48;6;7;4;2;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
15;"A Coruña";48;Miño;2;1;A;313;196;5;1;75;83;19;5;4;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";48;Miño;2;2;B;406;285;5;3;112;91;27;23;11;3;5;1;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";51;Mugardos;1;2;B;791;505;8;2;167;129;80;56;27;16;8;1;3;1;0;2;0;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";52;Muxía;1;3;C;231;158;2;0;54;55;25;4;6;2;5;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0
15;"A Coruña";54;Narón;1;2;U;795;436;5;3;142;133;40;41;33;23;6;0;1;2;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
15;"A Coruña";54;Narón;2;2;U;670;346;5;6;113;84;63;26;31;8;5;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0
15;"A Coruña";54;Narón;4;9;U;874;407;9;7;151;84;44;35;35;18;14;4;0;0;1;2;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";54;Narón;4;14;B;512;249;0;0;109;44;35;29;20;4;2;1;3;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";54;Narón;4;16;B;556;269;7;2;85;57;33;38;30;6;2;3;1;0;0;0;1;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0
15;"A Coruña";54;Narón;4;18;U;925;473;6;0;158;96;68;48;57;21;4;6;0;3;2;0;0;1;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0
15;"A Coruña";55;Neda;1;3;A;522;325;6;2;158;71;30;31;10;9;5;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
15;"A Coruña";55;Neda;1;6;B;200;137;6;0;73;23;11;10;1;8;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";56;Negreira;1;3;A;744;506;4;6;178;164;50;29;36;21;7;2;3;0;3;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
15;"A Coruña";56;Negreira;2;1;A;413;274;4;2;105;122;21;10;8;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";56;Negreira;2;3;B;318;234;3;4;75;122;11;7;6;0;1;3;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";57;Noia;2;1;B;791;523;3;4;163;151;65;53;39;14;4;16;1;2;1;1;2;2;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
15;"A Coruña";57;Noia;3;1;A;593;386;0;1;137;137;30;25;30;6;3;13;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
15;"A Coruña";57;Noia;3;2;U;929;655;3;4;207;208;113;38;34;11;10;21;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
15;"A Coruña";58;Oleiros;1;2;U;999;637;5;7;228;161;50;47;73;25;5;2;3;7;1;2;2;3;5;0;5;1;1;2;0;0;2;0;0;0;0;0;0;0;0;0
15;"A Coruña";58;Oleiros;1;3;A;599;382;4;2;111;105;42;34;35;18;14;7;2;2;1;1;0;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";58;Oleiros;1;5;A;835;490;9;1;159;115;52;41;65;24;4;2;0;6;2;2;1;0;3;0;2;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
15;"A Coruña";58;Oleiros;2;1;B;592;367;3;2;138;64;48;31;50;10;9;3;1;3;1;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";58;Oleiros;2;3;B;784;468;8;2;156;64;60;79;49;15;10;6;4;3;2;0;0;1;0;0;0;1;1;0;0;0;1;1;0;1;0;2;1;1;0;0
15;"A Coruña";58;Oleiros;2;5;A;867;560;6;6;204;117;47;65;62;21;8;7;1;3;0;0;0;2;2;1;1;0;0;0;0;1;0;0;0;0;3;0;3;0;0;0
15;"A Coruña";39;Irixoa;1;1;B;342;246;5;10;54;117;23;10;15;9;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";43;"Malpica de Bergantiños";1;5;A;274;194;4;3;71;63;26;10;9;5;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
15;"A Coruña";47;Mesía;1;2;A;252;159;5;5;73;46;8;11;2;4;0;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";48;Miño;2;1;B;366;251;6;9;104;71;14;19;9;12;2;3;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";49;Moeche;1;1;B;299;233;2;2;42;64;108;1;2;5;0;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
15;"A Coruña";51;Mugardos;1;1;A;498;357;7;6;130;82;41;61;15;8;3;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
15;"A Coruña";51;Mugardos;2;1;B;423;264;2;2;87;83;27;36;13;4;1;1;0;0;0;0;0;1;0;1;1;1;0;1;0;0;0;0;1;0;0;0;2;0;0;0
15;"A Coruña";54;Narón;4;6;A;482;259;3;2;93;51;34;35;18;9;5;4;2;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";54;Narón;4;13;A;761;422;8;2;139;79;58;65;41;11;8;3;2;0;3;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";54;Narón;4;16;A;599;317;7;1;113;58;51;35;25;16;1;3;0;0;4;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
15;"A Coruña";54;Narón;4;17;A;622;319;5;3;118;72;26;38;25;17;6;1;2;2;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
15;"A Coruña";54;Narón;4;20;B;517;275;8;1;101;51;27;33;40;7;2;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0
15;"A Coruña";55;Neda;1;1;A;547;340;1;5;147;74;53;22;15;6;7;2;0;0;1;0;1;1;0;1;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0
15;"A Coruña";56;Negreira;1;2;B;315;228;1;0;84;73;29;8;18;6;5;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
15;"A Coruña";36;Ferrol;4;3;U;745;522;6;4;146;179;30;58;49;35;2;3;2;1;2;0;0;0;0;1;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";41;"Laracha, A";1;3;A;398;266;3;4;55;136;32;21;11;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";43;"Malpica de Bergantiños";2;1;A;466;342;0;5;103;109;77;15;20;7;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";45;Mazaricos;1;2;A;478;335;4;6;72;162;63;10;6;0;0;0;3;0;0;0;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
15;"A Coruña";53;Muros;1;6;B;289;149;1;1;43;52;22;12;2;0;1;1;13;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";36;Ferrol;4;1;U;665;426;4;3;112;175;27;39;30;20;4;1;0;0;1;0;2;0;0;0;3;1;0;3;0;0;0;0;0;0;0;0;0;1;0;0
15;"A Coruña";38;Frades;1;1;A;347;208;9;6;69;87;24;1;11;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";49;Moeche;1;2;B;332;252;3;3;20;75;138;9;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
15;"A Coruña";52;Muxía;1;5;B;292;125;1;8;51;38;15;2;2;7;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";53;Muros;1;7;A;517;347;2;4;89;81;91;29;13;4;3;3;27;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";54;Narón;1;3;A;554;329;7;4;105;70;37;51;27;10;10;3;1;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";54;Narón;4;1;B;677;362;6;2;121;98;45;39;24;18;7;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";54;Narón;4;3;B;564;322;3;7;121;92;37;29;18;3;5;4;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
15;"A Coruña";54;Narón;4;4;U;898;472;8;3;173;124;54;43;38;13;9;2;0;0;0;2;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";54;Narón;4;5;B;793;441;6;7;147;117;28;46;48;20;0;3;1;2;1;1;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;1;0;9;0;0
15;"A Coruña";36;Ferrol;8;7;A;352;203;0;3;39;95;19;11;18;15;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
15;"A Coruña";45;Mazaricos;1;6;A;261;151;1;5;58;38;35;9;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";54;Narón;4;19;B;782;424;11;6;151;61;47;55;51;15;12;5;1;1;0;4;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
15;"A Coruña";55;Neda;1;3;B;309;219;5;3;113;35;23;15;17;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
15;"A Coruña";57;Noia;2;1;A;752;500;10;7;163;146;65;27;43;9;6;15;2;3;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";58;Oleiros;1;4;A;566;337;1;1;146;72;33;22;42;5;6;0;2;3;0;0;0;0;0;0;1;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0
15;"A Coruña";58;Oleiros;2;2;B;839;531;6;7;155;130;45;58;68;28;14;7;1;1;1;1;2;1;1;0;0;1;0;0;0;0;2;0;0;0;1;0;0;0;1;0
15;"A Coruña";58;Oleiros;2;4;A;702;446;11;2;144;116;37;34;68;18;8;2;1;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
15;"A Coruña";58;Oleiros;2;6;C;692;401;4;1;150;63;58;47;46;14;4;6;0;0;1;0;0;0;2;2;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0
15;"A Coruña";58;Oleiros;2;7;A;580;330;5;4;105;77;28;46;42;11;0;3;3;0;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
15;"A Coruña";58;Oleiros;2;9;B;550;327;6;4;109;72;30;45;35;12;2;1;2;1;1;0;1;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
15;"A Coruña";58;Oleiros;2;10;U;960;613;8;1;189;135;75;76;73;16;12;11;3;0;2;3;1;2;0;0;1;0;0;1;1;0;0;0;0;0;0;1;2;0;0;0
15;"A Coruña";58;Oleiros;2;11;B;609;337;2;0;82;103;25;28;56;24;6;1;2;1;3;0;2;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";58;Oleiros;3;1;B;521;331;6;1;121;95;29;38;20;10;1;4;1;0;1;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
15;"A Coruña";58;Oleiros;3;2;A;618;394;5;2;127;84;44;36;53;17;11;4;0;2;0;0;0;1;6;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";58;Oleiros;3;3;A;709;430;6;1;164;93;31;40;46;13;11;5;1;0;3;3;2;0;2;2;0;1;1;2;0;0;0;0;0;0;1;0;0;2;0;0
15;"A Coruña";58;Oleiros;3;3;B;598;353;1;4;140;82;34;28;34;8;7;3;1;6;1;0;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";59;Ordes;1;1;B;788;538;20;7;147;157;104;28;39;10;14;3;3;1;2;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";59;Ordes;1;2;B;784;577;9;12;191;189;76;29;23;10;3;7;10;3;0;1;7;0;1;0;1;1;0;0;1;1;0;0;2;0;0;0;0;0;0;0
15;"A Coruña";59;Ordes;1;3;A;679;498;7;10;130;177;96;32;26;4;4;2;2;1;0;2;1;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";59;Ordes;1;6;U;687;476;11;4;141;153;95;23;25;5;2;7;3;0;2;1;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0
15;"A Coruña";59;Ordes;2;1;U;830;568;12;15;128;237;87;12;48;11;10;3;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
15;"A Coruña";59;Ordes;2;2;A;470;333;3;5;74;156;56;6;12;4;4;0;3;0;1;0;0;0;0;0;0;1;1;0;1;1;3;0;1;0;1;0;0;0;0;0
15;"A Coruña";59;Ordes;3;1;C;230;153;1;5;31;84;18;3;6;3;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"A Coruña";59;Ordes;3;2;A;432;325;4;4;73;141;54;14;9;4;2;9;3;1;3;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
15;"A Coruña";59;Ordes;3;2;B;705;510;18;14;132;175;89;16;19;15;0;7;10;1;0;1;0;0;0;2;0;1;2;0;0;0;0;0;0;0;1;5;1;0;0;1
15;"A Coruña";60;Oroso;1;1;A;952;637;13;10;203;163;111;45;46;6;11;4;6;1;2;2;0;0;1;2;4;1;0;0;2;2;0;0;0;0;0;1;0;0;1;0
